AssetPath,GameObjectPath,TextValue,Class,Group,HasBinder,ExistingKey,SuggestedKey,ReuseOf,Notes
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/InfoLabelBG/ClubType","ClubType",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/InfoLabelBG/ClubName","ClubName",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/InfoLabelBG/RarityLevelInfo/ClubLevel","99",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/ClubInfoText","",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/EmptySlotInfoText","This slot is empty.
Use the 'SWAP' button to choose a club.",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/LevelUpButton/LevelUpButtonText","LEVEL UP",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/InfoParametersButton/InfoParametersButtonText","INFO",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/RepairButton/RepairButtonText","REPAIR",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/ClubInfoElement/DebugRepairButton/DebugRepairText","REP.",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/SelectButton/SelectText","SELECT",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/ClubSelectionv2ViewPanel.prefab","ClubSelectionScreen/CloseButton/CancelText","CANCEL",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/ShotQualityDisplay/ShotQualityText","NICE SHOT!",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/SurfaceDisplay/SurfaceText","FAIRWAY",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/ScoreDisplay/ScoreText","FAIRWAY",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/Distance/DistanceValue","255.8",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/DebugStatsDisplay/LaunchAngleLabelText","L. Angle",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/DebugStatsDisplay/LaunchAngleValue","255.8",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/DebugStatsDisplay/CarryLabelText","Carry",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/DebugStatsDisplay/CarryValue","255.8",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/DebugStatsDisplay/RollLabelText","Roll",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Gameplay/Hud/GameplayMonitorCanvas.prefab","Panel/DebugStatsDisplay/RollValue","255.8",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","Version","V0.0.18",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","DownloadSize","",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","NowLoadingLabel","NOW LOADING",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","LoadingBar/ProgressValue","19.49%",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/ImageBasedTip/Header/HeaderText","TIP",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/ImageBasedTip/TipText","Text",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/Header/HeaderText","TIP",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipText","Text",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/SupremePanel/LabelText","Supreme",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/SupremePanel/InfoText","Max Level: 100",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/LegendaryPanel/LabelText","Legendary",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/LegendaryPanel/InfoText","Max Level: 85",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/MythicPanel/LabelText","Mythic",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/MythicPanel/InfoText","Max Level: 70",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/RarePanel/LabelText","Rare",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/RarePanel/InfoText","Max Level: 55",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/UncommonPanel/LabelText","Uncommon",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/UncommonPanel/InfoText","Max Level: 40",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/CommonPanel/LabelText","Common",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Loading/LoadingScreen.prefab","TipsPanel/UIBasedTip9/TipBody/CommonPanel/InfoText","Max Level: 25",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallElement.prefab","Header/BallName","BALL",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallElement.prefab","Header/BallCount","10",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallElement.prefab","SelectedLabel/SelectedText","Selected",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","InfoLabelBG/BallName","Bridgestone TOURSTAGE Extra Distance",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","InfoLabelBG/BallCountInfo/BallCount","3",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/PowerStatElement (1)/StatType","Power",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/PowerStatElement (1)/Stat Value","+3",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/ReboundStatElement (2)/StatType","Rebound",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/ReboundStatElement (2)/Stat Value","+2",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/WindResistanceStatElement (3)/StatType","Wind 
Resistance",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/WindResistanceStatElement (3)/Stat Value","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/RollStatElement (4)/StatType","Roll",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/RollStatElement (4)/Stat Value","+5",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/SpinStatElement (5)/StatType","Spin",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallStats/SpinStatElement (5)/Stat Value","+4",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","InfoButton/InfoButtonText","INFO",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","ParametersButton/ParametersButtonText","STATS",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/BallInfoElement.prefab","BallInfoText","Designed for Consistently Outstanding Tour Performance

Ideal for the better player seeking distance & feel",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Header/CharacterName","Driver GF",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Header/RarityLevelInfo/CharacterLevel","99",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/StrengthStat/StatName","Strength",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/StrengthStat/StatValue","30",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/ClubControlStat/StatName","Club Control",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/ClubControlStat/StatValue","30",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/StaminaRegenStat/StatName","Stamina
Regeneration",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/StaminaRegenStat/StatValue","30",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/StaminaStat/StatName","Stamina",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","Stats/StaminaStat/StatValue","30",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","InfoText","New Text",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","LevelUpButton/LevelUpButtonText","LEVEL UP",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","InfoButton/Text (TMP)","INFO",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","ParameterButton/Text (TMP)","STATS",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/CharacterInfoElement.prefab","BoostButton/Text (TMP)","BOOST",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubElement.prefab","ClubRarityBG/ClubType","ClubType",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubElement.prefab","ClubRarityBG/RarityLevelInfo/ClubLevel","99",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubElement.prefab","InBagLabel/InBagText","In Bag",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubElement.prefab","SelectedLabel/SelectedText","Selected",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubInfoElement.prefab","StatElement/StatType","Total Distance",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubInfoElement.prefab","StatElement/Stat Value","Value",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubInfoElement.prefab","InfoLabelBG/ClubType","ClubType",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubInfoElement.prefab","InfoLabelBG/ClubName","ClubName",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubInfoElement.prefab","InfoLabelBG/RarityLevelInfo/ClubLevel","99",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Elements/ClubInfoElement.prefab","ClubInfoText","",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
