# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-47.9988,15.2927,-71.2312,71.5825,1.0467
Spruce 1,-9.4248,8.6239,-72.8670,350.9077,1.0464
Spruce 1,-2.4697,6.3264,-75.5464,292.6714,1.0121
Spruce 1,3.5127,4.8520,-74.9964,162.5465,1.0755
Spruce 3,11.2889,3.5661,-73.8892,148.8010,0.8624
Spruce 1,13.8709,3.1517,-75.9181,0.6511,0.9719
Spruce 1,23.0682,2.7575,-74.1323,257.2654,0.9953
Spruce 1,25.8341,2.5578,-76.3268,166.7225,1.0891
Spruce 1,34.7931,3.6915,-71.2622,341.0045,0.9125
Spruce 3,40.6477,4.1370,-73.0994,181.8187,1.1028
Spruce 1,43.2976,3.8293,-76.5208,225.1846,1.1214
Spruce 1,-43.1331,14.7238,-67.4854,48.3234,0.9632
Spruce 3,-9.0605,8.7214,-70.1268,195.9629,0.9365
Spruce 3,-6.3489,7.8313,-70.8937,190.9408,0.8782
Spruce 3,4.0703,5.2532,-67.7571,243.7952,1.1204
Spruce 3,13.7755,3.8825,-65.7476,338.9549,1.1035
Spruce 1,22.2173,3.4133,-66.9238,336.4404,1.0893
Spruce 3,28.4373,3.3253,-69.7798,290.2719,1.1399
Spruce 3,34.2343,4.0741,-68.2368,97.5146,0.9087
Spruce 1,40.2737,4.8760,-68.7378,330.5129,1.1255
Spruce 1,41.7092,5.6470,-65.8192,140.2401,1.1050
Spruce 1,-48.0270,15.5316,-59.0460,184.4552,1.1150
Spruce 3,-3.2656,7.9250,-59.0176,358.0018,0.9328
Spruce 1,2.2388,6.2814,-61.1863,102.0223,0.8632
Spruce 3,10.6103,4.8490,-59.3390,113.4664,1.1393
Spruce 3,12.7850,4.2796,-62.4510,19.7303,1.1117
Spruce 3,22.3218,3.8942,-62.1764,320.3358,1.0850
Spruce 1,24.8505,4.2640,-59.6315,220.9511,1.0364
Spruce 1,32.1082,4.9118,-60.3084,101.7804,1.0533
Spruce 1,37.5526,5.2335,-64.0583,177.9075,0.8828
Spruce 1,44.4277,6.6742,-62.7907,55.4117,1.0555
Spruce 1,-44.8867,15.3110,-54.2497,345.6176,1.0943
Spruce 1,-40.6193,14.4865,-57.1906,199.3215,0.9728
Spruce 3,0.5746,7.3203,-54.8098,106.0738,0.8797
Spruce 1,9.6781,5.2602,-56.6318,354.7605,0.9931
Spruce 1,12.2674,5.0692,-55.1231,188.9488,0.9925
Spruce 1,19.3107,4.6393,-54.9319,174.3639,0.9024
Spruce 1,23.6158,4.3655,-58.1566,77.0063,0.9174
Spruce 3,33.7138,5.6625,-56.7100,158.8782,0.8606
Spruce 1,35.5802,6.4350,-53.7321,205.5370,0.8963
Spruce 3,45.3792,8.5244,-53.7018,202.8754,0.8631
Spruce 1,-43.2327,15.6381,-47.6941,356.2520,0.8874
Spruce 1,-40.8687,14.8123,-52.1584,54.3333,0.8736
Spruce 3,2.3896,7.0993,-52.6855,211.3212,0.9375
Spruce 3,16.4699,5.2302,-50.1376,220.0564,0.9194
Spruce 1,20.8387,4.9642,-51.8401,84.6069,0.8644
Spruce 1,28.8521,5.8092,-49.2779,318.3551,1.0937
Spruce 1,30.5047,6.2367,-47.5988,261.1531,0.9746
Spruce 1,38.2943,7.2934,-51.9254,171.5235,1.1429
Spruce 1,42.5932,8.5238,-50.4061,63.9393,0.8623
Spruce 1,-44.4620,16.5006,-42.6407,81.0739,0.9596
Spruce 3,-38.5069,15.1951,-44.2078,16.4304,0.8613
Spruce 1,-35.1374,14.3728,-46.7025,348.4664,0.9965
Spruce 3,3.4953,7.6118,-44.9950,145.4661,1.0765
Spruce 1,6.3448,7.3260,-42.0063,193.3282,1.1111
Spruce 3,12.5928,6.2376,-43.3689,69.7690,1.0261
Spruce 1,21.8125,6.0619,-41.1388,170.3979,0.9609
Spruce 3,26.0968,6.1728,-42.6926,184.6062,0.8525
Spruce 3,35.0291,7.7285,-42.4559,41.0650,0.9093
Spruce 3,39.0630,8.6261,-43.6704,192.3542,1.1356
Spruce 1,43.5881,9.8712,-43.1517,316.7393,1.0401
Spruce 1,-46.0311,17.0344,-40.7412,273.9012,1.1354
Spruce 1,-40.3992,16.3605,-37.7185,35.8408,0.9785
Spruce 3,-36.0300,15.6364,-35.4740,344.0044,1.1229
Spruce 3,10.0213,6.8438,-40.5835,285.0869,0.8857
Spruce 1,14.5977,6.5664,-37.9605,39.7157,0.9794
Spruce 3,24.1760,6.4275,-38.4025,35.2758,0.9431
Spruce 3,29.4144,7.1742,-36.6130,358.6677,1.0667
Spruce 3,38.6180,9.3784,-36.6403,63.3527,1.1278
Spruce 1,44.0783,10.6288,-38.7423,11.9685,1.1004
Spruce 3,-48.0981,18.4021,-32.3874,218.7692,0.8605
Spruce 1,-36.7669,16.0223,-33.0314,314.2239,0.9436
Spruce 3,-33.5047,15.4583,-29.6240,37.6506,1.0205
Spruce 3,-30.4022,14.6886,-30.2661,268.3766,1.0633
Spruce 1,9.4133,7.5841,-33.6173,55.9476,1.0509
Spruce 3,15.6634,7.1422,-30.9127,42.2871,1.0608
Spruce 1,21.5458,6.8287,-32.7912,169.9469,1.1049
Spruce 1,27.3419,7.4579,-30.4005,48.4832,1.0964
Spruce 1,33.4443,8.5311,-31.3419,298.6451,0.8768
Spruce 3,36.3071,9.0380,-33.7908,178.8674,1.0081
Spruce 3,45.3726,11.8592,-32.2266,70.4243,0.9330
Spruce 1,-46.7874,18.5695,-25.2778,138.8484,0.9739
Spruce 1,-40.3895,17.2320,-27.9720,16.6269,1.0280
Spruce 1,-31.5367,15.1091,-25.8518,303.3975,0.9431
Spruce 1,-28.4845,14.3123,-28.4829,127.0135,0.9192
Spruce 1,12.2360,7.9930,-24.9760,165.4778,0.8685
Spruce 3,22.3157,7.4296,-26.2854,190.4368,1.0083
Spruce 3,28.8291,7.8379,-28.6419,288.2097,1.0454
Spruce 1,33.3056,9.1960,-24.7944,144.4243,1.0303
Spruce 1,39.9527,11.4169,-23.3563,150.2142,1.0310
Spruce 3,44.0503,12.2900,-26.3976,23.0535,1.0545
Spruce 3,-43.5001,17.9672,-22.0215,129.7309,0.9995
Spruce 3,-38.2683,16.8360,-22.0087,87.0849,1.1204
Spruce 3,-32.9983,15.5267,-20.0638,285.8240,1.0166
Spruce 1,-29.7894,14.7254,-17.7229,12.9053,1.0700
Spruce 1,21.3741,8.1062,-18.2994,104.8037,0.9937
Spruce 3,23.7718,8.0653,-19.8357,129.2479,0.9204
Spruce 1,34.1054,9.8149,-21.1336,291.3625,1.0169
Spruce 1,36.9930,10.9057,-19.3768,232.4854,0.8855
Spruce 1,45.2961,13.6163,-18.1688,328.2784,1.1320
Spruce 1,-47.8302,18.1769,-15.7738,320.9944,0.8910
Spruce 1,-37.6618,16.5565,-16.7530,318.4312,0.9584
Spruce 1,-36.4868,16.0414,-11.5428,238.7331,0.8660
Spruce 3,-27.4992,14.1691,-13.8806,21.5974,0.9961
Spruce 3,18.2769,8.7404,-11.6044,123.4892,1.0799
Spruce 3,26.5160,8.9618,-12.2916,241.8052,1.0712
Spruce 1,34.0429,10.4486,-14.6142,163.8214,0.8558
Spruce 3,36.0740,10.9601,-15.9733,316.7654,1.0940
Spruce 1,45.0681,13.6992,-16.8294,275.8525,1.1024
Spruce 1,-45.8345,17.0542,-7.9391,199.9421,1.1398
Spruce 1,-42.6357,16.6812,-7.5355,323.5698,1.0951
Spruce 3,-31.9667,14.9547,-7.2722,345.3914,0.9976
Spruce 1,-28.8984,14.3859,-8.5347,348.0670,0.9444
Spruce 1,22.5927,8.7821,-10.6950,65.5421,1.1296
Spruce 3,27.3658,9.2902,-9.5717,43.4059,0.9659
Spruce 1,33.3971,10.7716,-7.8038,307.3763,0.9884
Spruce 3,38.8779,12.4294,-9.5473,314.7677,1.1160
Spruce 1,46.0101,14.5504,-9.3997,236.1946,1.0143
Spruce 3,-43.2270,16.4176,-4.4581,313.1000,0.8954
Spruce 1,-38.1134,15.8140,-4.3043,222.5879,1.0710
Spruce 1,-31.0985,14.6956,-4.4053,232.3390,0.9116
Spruce 1,22.5051,9.5971,-0.9295,214.4307,0.9335
Spruce 1,25.2330,9.6776,-1.0162,207.0845,0.9593
Spruce 3,35.2942,11.6513,-0.8156,181.9893,1.1286
Spruce 1,39.9297,13.0963,-2.3859,210.9138,0.8887
Spruce 1,43.8522,14.3424,0.9623,241.1410,1.1087
Spruce 1,-40.7980,15.6063,1.9873,115.3374,0.9414
Spruce 1,17.9460,10.3021,4.4201,74.4093,1.0413
Spruce 1,28.6428,10.3378,3.8021,356.1707,1.0325
Spruce 1,30.5839,10.6107,3.1318,97.4058,0.8880
Spruce 3,39.3720,12.9977,2.1038,30.5351,1.1088
Spruce 1,44.8125,14.6236,4.0513,15.2473,1.0592
Spruce 1,-48.0470,15.6010,7.9616,41.9635,0.8678
Spruce 1,19.6658,10.9544,11.7551,137.3274,0.9257
Spruce 1,26.9947,10.5757,9.2710,38.2290,1.0285
Spruce 1,33.7811,11.4716,7.1003,2.6713,0.9975
Spruce 1,41.1595,13.6409,9.3033,186.9339,1.1465
Spruce 1,43.9060,14.4231,8.8483,41.2060,1.0536
Spruce 1,-43.8228,15.1817,14.1389,301.4869,0.9914
Spruce 3,-41.7347,15.0290,15.7212,263.0145,1.1279
Spruce 3,-21.4641,13.7761,15.4369,245.4057,0.9342
Spruce 1,21.6415,11.2036,15.0782,156.3477,1.0231
Spruce 3,24.7342,11.5015,18.5451,108.5942,1.1361
Spruce 3,29.5918,11.3464,15.6681,266.0878,1.0904
Spruce 1,39.2394,13.3012,15.3283,201.7629,0.8889
Spruce 1,41.4138,13.9248,15.3735,139.1233,0.8932
Spruce 1,-46.5727,15.3916,19.5691,138.1830,1.1499
Spruce 1,-38.3394,14.9964,25.0309,176.6990,1.0408
Spruce 3,25.3680,11.6348,19.6791,31.7069,0.9071
Spruce 3,30.2651,12.3045,23.2639,209.9549,1.0209
Spruce 1,35.6608,12.7996,20.3502,302.2952,0.9432
Spruce 1,41.7534,14.3328,19.9426,216.8730,1.1413
Spruce 1,-45.7245,15.9295,29.0053,142.7005,0.9142
Spruce 3,-40.9668,15.5921,30.0593,355.1461,1.0931
Spruce 1,-33.9060,14.7560,25.9820,55.6190,1.0156
Spruce 3,-18.6125,14.4550,26.6843,201.7968,0.8975
Spruce 3,23.3925,13.0197,29.7780,117.3510,1.0923
Spruce 3,38.8497,14.2069,25.8552,206.3308,0.8905
Spruce 1,42.2860,15.0122,25.3208,126.7351,0.8800
Spruce 3,-42.8615,16.0954,33.1303,190.3974,0.9978
Spruce 1,-40.6344,16.0679,34.7881,5.7688,1.1156
Spruce 1,-32.5212,15.5280,35.4778,190.6014,0.9330
Spruce 1,30.5831,14.2910,36.3434,159.7451,0.9935
Spruce 1,43.9933,16.8194,36.9982,204.8407,1.1061
Spruce 3,-44.8803,17.3308,40.7334,86.7447,1.0561
Spruce 1,-38.6148,16.8923,42.2214,26.4212,0.9353
Spruce 1,-31.2207,16.3987,42.6062,348.4780,0.9588
Spruce 1,-24.8138,15.5766,37.7019,206.1736,0.8638
Spruce 1,-24.5993,15.7609,39.3247,99.4491,0.8745
Spruce 1,29.1678,14.5307,38.9201,47.5644,1.0364
Spruce 1,35.1642,15.2562,38.7506,76.1049,0.8744
Spruce 3,38.3188,15.8861,39.1414,101.1433,0.9140
Spruce 1,-46.9602,18.4347,46.3137,111.1534,1.1270
Spruce 1,-37.9305,17.3585,45.6046,124.8232,1.0874
Spruce 1,-35.4715,16.9566,44.4712,80.2021,1.1281
Spruce 1,-30.6371,17.3250,48.9366,219.9654,0.9308
Spruce 3,33.3152,15.8441,46.2006,122.6466,1.0230
Spruce 1,39.0838,16.5095,43.5721,102.4316,0.8691
Spruce 1,-44.8319,18.8325,49.9226,182.8789,1.1349
Spruce 1,-42.1111,18.8274,51.6371,9.4294,1.1469
Spruce 1,-29.7786,17.4086,49.8116,332.4301,1.0768
Spruce 1,45.3680,18.2474,53.8487,228.4827,0.9964
Spruce 1,-45.1353,20.5380,59.9080,223.2946,0.9166
Spruce 1,-40.7144,19.5065,56.4922,94.8712,0.8851
Spruce 3,-36.5099,18.9706,55.9484,114.6698,0.9277
Spruce 3,-28.6398,18.3709,56.5322,76.1325,0.9961
Spruce 1,-19.8054,17.6478,57.2596,29.5584,1.0251
Spruce 1,46.7205,18.6015,58.0159,88.0525,0.8611
Spruce 3,-46.0642,21.5574,66.2546,297.8058,0.9330
Spruce 3,-41.2949,20.9005,64.6363,297.2977,0.8920
Spruce 3,-30.6785,19.8729,65.0852,16.7390,1.0358
Spruce 3,-24.7309,18.7484,61.9077,175.9848,0.8777
Spruce 1,-21.0896,18.6102,64.7580,239.5152,1.1162
Spruce 3,46.6417,18.7525,62.9049,198.5561,1.0470
Spruce 1,-44.0872,21.9488,70.3711,234.4280,1.0145
Spruce 3,-37.7222,21.6263,71.8817,37.6279,1.0334
Spruce 3,-34.7311,20.6921,67.5839,186.2544,1.1359
Spruce 3,-20.5799,19.0810,70.4162,145.6232,1.0721
Spruce 3,42.0625,18.4154,72.1943,33.2526,0.8979
Spruce 3,-38.0482,22.4050,77.5912,348.5327,0.9345
Spruce 1,-31.7835,21.4286,75.2358,107.8777,1.1279
Spruce 3,-24.9385,20.5221,77.3042,298.0770,1.0363
Spruce 1,-20.5542,19.4331,74.5896,189.5069,0.9423
Spruce 1,40.6533,18.5480,77.1987,55.3783,0.9116
Spruce 1,45.4474,19.3830,76.1147,259.7639,1.0845
Spruce 3,-40.4127,23.2924,84.6863,278.2522,0.8529
Spruce 1,-36.5934,22.8854,82.6860,302.6060,1.1424
Spruce 1,-28.1713,21.3658,79.5212,75.8755,0.9689
Spruce 1,-22.5799,20.2577,79.7972,285.5367,0.8816
Spruce 1,-13.3508,18.6497,81.8508,164.0937,1.0373
Spruce 1,37.7556,18.6940,83.9916,0.1392,0.9310
Spruce 1,46.0635,20.2421,83.6459,154.2687,0.8972
Spruce 3,-39.6644,23.4608,86.7993,57.7310,1.0259
Spruce 1,-33.3267,22.9546,86.4450,243.7004,0.8889
Spruce 3,-29.3781,22.4551,88.0687,161.2758,0.8726
Spruce 1,-23.2163,20.8297,85.4175,205.4416,1.0124
Spruce 1,-15.0557,19.2686,87.2360,108.5021,1.0430
Spruce 3,-10.5234,18.7189,87.8326,358.4937,1.1038
Spruce 3,31.1947,18.4837,89.4439,191.9813,1.0146
Spruce 1,40.9010,19.6375,87.1256,228.4225,0.9758
Spruce 1,46.6727,21.0664,90.6358,288.3384,0.8925
Spruce 1,-37.8145,23.8218,91.6907,48.2027,1.0179
Spruce 3,-35.9730,24.0996,96.3679,208.0188,1.0530
Spruce 1,-26.0934,22.3666,97.0767,187.3691,1.1084
Spruce 1,-24.1878,21.6676,94.0913,14.3711,1.0775
Spruce 1,-14.1329,19.7906,96.0270,117.8407,0.9777
Spruce 1,-9.1904,19.4427,96.6777,15.4342,1.1290
Spruce 3,-4.5154,19.0876,96.4257,308.0914,0.9360
Spruce 1,22.7876,18.9258,96.2400,188.1326,1.0234
Spruce 1,28.9768,19.1579,95.7399,186.7265,1.1037
Spruce 1,29.9085,18.6256,91.3559,354.5147,1.0096
Spruce 1,38.7591,19.7314,91.3124,65.9595,1.0172
Spruce 3,43.9367,21.1048,95.3745,313.8577,0.9166
Spruce 1,-25.4001,22.2336,97.9828,347.2163,1.1040
Spruce 3,-23.5525,21.9525,102.1845,56.2645,1.0416
Spruce 1,-18.1687,20.4736,97.6056,304.1853,0.9288
Spruce 3,-8.2080,19.9284,101.6268,359.0115,0.9563
Spruce 1,-4.7991,19.6304,100.7975,69.7880,0.9383
Spruce 3,9.5880,18.8130,100.0885,276.7201,1.0804
Spruce 1,16.1574,19.1524,100.4658,329.9962,1.1187
Spruce 1,21.4630,19.0025,97.2216,153.9338,0.9064
Spruce 1,28.8610,19.3657,97.2616,39.4382,1.0384
Spruce 1,35.1062,19.9318,97.2612,48.3596,0.9821
Spruce 3,36.8122,20.1735,97.3827,258.9108,0.9276
Spruce 3,41.4727,21.2707,101.0164,50.7946,0.8673
