# bake_hash=542f37d8
worldX,worldZ,baseY,scale,profileName
-138.5580,-144.3170,1.9600,1.0012,Mesh_Metasequoia
-128.5988,-141.2115,3.6363,1.0048,MESH_JapaneseBlack_01_Var1
-126.5972,-140.8589,4.0267,0.9355,MESH_JapaneseBlack_01_Var1
-121.5535,-140.3933,5.0445,1.0788,Mesh_Metasequoia
-114.8977,-141.9373,6.4946,1.1090,Mesh_Metasequoia
-104.6243,-139.7984,8.1036,0.9280,MESH_ScottishPine_01
-101.2442,-141.1503,8.7330,0.8745,Mesh_Metasequoia
-94.6534,-139.4164,9.5672,1.1314,Mesh_Metasequoia
-86.5973,-139.6989,10.6607,0.9518,MESH_ScottishPine_01
-86.4066,-140.1944,10.7038,0.9363,MESH_JapaneseBlack_01_Var1
-77.2354,-142.1813,11.8896,1.0401,Mesh_Metasequoia
-69.1207,-142.8312,12.9302,0.9778,Mesh_Metasequoia
-67.3005,-138.8147,13.1464,0.9528,MESH_JapaneseBlack_01_Var1
-55.4470,-142.7859,14.6155,0.9456,MESH_JapaneseBlack_01_Var1
-44.6299,-142.3793,15.4559,0.9926,MESH_JapaneseBlack_01_Var1
-42.0714,-141.8657,15.5674,0.9310,MESH_JapaneseBlack_01
-36.6732,-142.0561,15.7378,0.8994,MESH_ScottishPine_01
71.5176,-138.9322,16.1897,1.0798,MESH_JapaneseBlack_01_Var1
149.9090,-144.4008,15.8517,1.0017,MESH_ScottishPine_01
-158.4276,-134.8653,1.0471,0.9653,Mesh_Metasequoia
-148.3966,-135.4746,0.8600,1.0987,MESH_ScottishPine_01
-144.5202,-133.7468,0.9495,1.0549,MESH_ScottishPine_01
-137.3810,-135.6662,1.6228,1.1340,Mesh_Metasequoia
-132.8208,-137.0646,2.4380,0.8854,MESH_JapaneseBlack_01
-122.6660,-132.6558,3.9523,1.0802,MESH_JapaneseBlack_01_Var1
-118.0261,-137.2794,5.4347,0.9493,MESH_ScottishPine_01
-115.7672,-136.2590,5.7574,1.0729,Mesh_Metasequoia
-108.9869,-135.9390,6.9703,0.9475,MESH_JapaneseBlack_01_Var1
-100.2654,-134.2283,8.2605,1.0522,MESH_ScottishPine_01
-92.9247,-137.2889,9.6713,0.9808,MESH_ScottishPine_01
-87.8630,-135.0020,10.2645,0.8874,Mesh_Metasequoia
-82.2408,-137.7613,11.1638,1.1076,MESH_ScottishPine_01
-79.7408,-137.1489,11.4788,0.8544,MESH_JapaneseBlack_01_Var1
-73.6220,-134.3350,12.2423,1.1092,MESH_JapaneseBlack_01_Var1
-63.3818,-132.7238,13.5679,0.9650,MESH_ScottishPine_01
-52.3067,-133.0376,14.7824,1.0156,MESH_JapaneseBlack_01
-49.7647,-137.4922,15.0694,1.0142,Mesh_Metasequoia
-40.6286,-134.9407,15.5362,0.8912,MESH_JapaneseBlack_01_Var1
-36.0423,-135.5071,15.6845,0.9967,MESH_ScottishPine_01
-29.6558,-132.7167,15.7916,0.9230,MESH_ScottishPine_01
67.9100,-137.2519,16.1083,0.9766,Mesh_Metasequoia
72.4738,-133.3016,16.3082,1.0487,MESH_JapaneseBlack_01_Var1
75.8979,-134.2273,16.3857,1.0665,MESH_JapaneseBlack_01_Var1
145.0800,-138.2810,16.1409,0.9888,Mesh_Metasequoia
149.5228,-138.1515,15.5293,0.9735,MESH_ScottishPine_01
-153.9520,-130.2436,1.0644,0.9303,Mesh_Metasequoia
-146.7046,-128.6142,0.9315,1.0949,MESH_ScottishPine_01
-140.8980,-132.0048,1.1124,1.0811,MESH_ScottishPine_01
-137.2572,-128.1632,1.2855,1.1428,Mesh_Metasequoia
-131.2352,-127.8944,1.9790,0.8647,Mesh_Metasequoia
-125.2163,-130.2645,3.1943,1.0913,MESH_ScottishPine_01
-120.7667,-130.6938,4.0949,0.9210,MESH_ScottishPine_01
-111.7894,-132.4707,6.0307,0.9463,Mesh_Metasequoia
-104.6607,-127.3396,6.6898,1.0320,MESH_JapaneseBlack_01_Var1
-101.4152,-129.8004,7.5669,1.0392,MESH_JapaneseBlack_01_Var1
-94.8140,-130.9232,8.8466,1.1126,MESH_ScottishPine_01
-86.5576,-129.5067,10.1374,1.1447,Mesh_Metasequoia
-82.9401,-126.6514,10.5714,0.8625,Mesh_Metasequoia
-76.7042,-130.2880,11.6971,1.1154,MESH_JapaneseBlack_01_Var1
-71.2865,-127.4192,12.3562,0.9292,MESH_ScottishPine_01
-64.3956,-128.6633,13.3154,0.9455,MESH_JapaneseBlack_01_Var1
-61.9159,-130.7563,13.6963,1.0788,MESH_JapaneseBlack_01
-56.3434,-127.8397,14.2223,1.0970,Mesh_Metasequoia
-48.7828,-131.8788,15.0353,1.1272,Mesh_Metasequoia
-44.5094,-132.4865,15.3193,0.9293,MESH_JapaneseBlack_01_Var1
-37.6272,-131.8989,15.6047,1.0276,MESH_JapaneseBlack_01_Var1
-27.8948,-127.7686,15.8308,0.9463,MESH_JapaneseBlack_01_Var1
-24.3944,-131.1295,15.8469,0.9158,MESH_ScottishPine_01
-18.6839,-126.9039,15.8983,1.1168,MESH_JapaneseBlack_01_Var1
146.4295,-129.4206,15.2383,0.9544,MESH_JapaneseBlack_01
149.9951,-129.6762,14.7477,1.1260,MESH_ScottishPine_01
-153.0448,-124.3745,1.2667,1.0849,MESH_ScottishPine_01
-152.2532,-126.4798,1.1402,0.9795,Mesh_Metasequoia
-142.9387,-125.2523,0.9845,0.8522,MESH_ScottishPine_01
-136.0836,-126.0722,1.3256,1.1031,MESH_ScottishPine_01
-134.1649,-124.4190,1.4541,1.0274,MESH_ScottishPine_01
-124.4469,-121.1326,2.5742,1.0332,Mesh_Metasequoia
-118.1788,-125.4793,4.0012,1.0133,MESH_JapaneseBlack_01_Var1
-112.0352,-124.7038,5.0371,0.9852,MESH_JapaneseBlack_01_Var1
-108.4446,-122.7518,5.4921,0.9470,Mesh_Metasequoia
-100.8182,-120.7410,6.7545,1.1315,MESH_JapaneseBlack_01
-87.5449,-121.9782,9.4712,1.0212,MESH_JapaneseBlack_01_Var1
-81.2559,-122.2659,10.6132,0.8965,MESH_ScottishPine_01
-78.3013,-124.8070,11.2211,0.9795,MESH_JapaneseBlack_01_Var1
-74.4953,-122.3800,11.6698,0.9835,MESH_ScottishPine_01
-57.6579,-123.8631,13.8861,0.9275,MESH_ScottishPine_01
-53.8181,-122.1559,14.2013,1.1318,Mesh_Metasequoia
-45.7698,-120.6264,14.8850,0.9651,MESH_JapaneseBlack_01_Var1
-40.0492,-120.6204,15.3196,1.0127,MESH_JapaneseBlack_01_Var1
-38.4421,-125.1497,15.4880,1.0216,MESH_JapaneseBlack_01_Var1
-29.8556,-123.1919,15.8169,0.9604,Mesh_Metasequoia
-21.6100,-123.3225,15.9636,0.8990,MESH_ScottishPine_01
36.4006,-122.5827,15.7641,0.9069,MESH_ScottishPine_01
40.0536,-124.9311,15.7657,1.0820,Mesh_Metasequoia
140.9120,-124.4216,15.4729,1.1028,MESH_JapaneseBlack_01_Var1
144.5301,-125.1898,15.0491,1.1270,MESH_ScottishPine_01
148.1955,-124.9139,14.4836,1.0848,MESH_JapaneseBlack_01_Var1
-154.5838,-114.8017,1.9266,1.1416,MESH_ScottishPine_01
-151.7722,-115.0505,1.7258,1.0005,MESH_JapaneseBlack_01
-146.2222,-116.1576,1.3288,1.0037,MESH_JapaneseBlack_01
-139.9654,-114.6820,1.1883,0.8656,MESH_ScottishPine_01
-128.8767,-116.5632,1.7851,1.0031,Mesh_Metasequoia
-123.3415,-118.7963,2.6127,1.0369,MESH_JapaneseBlack_01_Var1
-121.5483,-118.1471,2.8569,0.9279,MESH_JapaneseBlack_01
-113.1857,-115.7228,4.1114,0.9468,MESH_ScottishPine_01
-100.5133,-115.6900,6.4745,1.0869,MESH_ScottishPine_01
-97.5021,-118.9339,7.2801,0.8964,MESH_JapaneseBlack_01_Var1
-91.5931,-117.8124,8.4176,0.8515,MESH_JapaneseBlack_01
-86.3013,-118.8927,9.5230,1.1037,Mesh_Metasequoia
-78.0508,-118.3724,10.9261,1.0487,Mesh_Metasequoia
-69.9959,-119.3841,12.1284,0.9404,MESH_JapaneseBlack_01_Var1
-67.3960,-115.8914,12.2616,1.0416,MESH_JapaneseBlack_01_Var1
-51.0627,-116.4905,14.1887,0.9007,MESH_JapaneseBlack_01_Var1
-44.5941,-117.9941,14.8950,1.0194,MESH_JapaneseBlack_01_Var1
-42.6212,-117.6707,15.0583,0.9536,Mesh_Metasequoia
-35.9202,-117.3568,15.5556,0.9455,Mesh_Metasequoia
-27.6835,-120.0295,15.9171,1.1466,MESH_JapaneseBlack_01_Var1
-21.4932,-115.7108,16.1399,0.9674,MESH_ScottishPine_01
-18.1209,-120.3706,16.0321,0.8514,MESH_JapaneseBlack_01
-12.7616,-116.0817,16.0724,1.1313,MESH_JapaneseBlack_01_Var1
26.3036,-116.0102,15.7726,0.8894,MESH_ScottishPine_01
32.4668,-119.1353,15.7952,0.8528,MESH_JapaneseBlack_01_Var1
34.6167,-115.3359,15.9521,0.9848,Mesh_Metasequoia
41.2494,-117.8524,16.0019,1.1476,Mesh_Metasequoia
133.8411,-117.1122,15.7855,1.0889,MESH_JapaneseBlack_01_Var1
140.1154,-116.7327,14.7521,1.0887,MESH_ScottishPine_01
145.4091,-115.4336,13.7279,0.9489,Mesh_Metasequoia
150.3293,-118.4613,13.3754,0.8919,MESH_JapaneseBlack_01_Var1
-134.6236,-113.9830,1.2981,1.0454,Mesh_Metasequoia
-129.2957,-109.7434,1.6594,0.8998,MESH_JapaneseBlack_01_Var1
-126.5044,-111.5003,1.9584,1.1330,Mesh_Metasequoia
-118.2784,-109.3338,3.0635,0.9218,MESH_ScottishPine_01
-112.8728,-110.0542,3.9633,1.0960,MESH_ScottishPine_01
-105.9885,-111.7640,5.2458,1.0162,Mesh_Metasequoia
-100.8231,-110.6212,6.2235,1.0132,Mesh_Metasequoia
-95.2997,-110.4239,7.3489,1.1261,MESH_JapaneseBlack_01_Var1
-92.2402,-110.4817,7.9805,0.9811,MESH_JapaneseBlack_01_Var1
-81.5110,-110.6659,10.0143,0.9538,MESH_JapaneseBlack_01_Var1
-78.7886,-112.7241,10.5372,0.8610,MESH_JapaneseBlack_01_Var1
-73.0694,-111.6984,11.3218,1.0569,MESH_JapaneseBlack_01_Var1
-66.0317,-108.5961,12.0829,1.0266,MESH_ScottishPine_01
-58.3833,-110.4521,13.0629,0.8961,MESH_JapaneseBlack_01_Var1
-56.3545,-110.1995,13.2968,0.9865,MESH_ScottishPine_01
-44.8911,-111.0362,14.6860,1.0543,MESH_JapaneseBlack_01_Var1
-43.8226,-112.9410,14.8354,0.8868,MESH_JapaneseBlack_01_Var1
-36.5990,-112.4390,15.5089,1.0546,Mesh_Metasequoia
-32.1013,-110.9944,15.8578,1.1175,MESH_JapaneseBlack_01_Var1
-26.1441,-108.5659,16.2212,0.9996,MESH_ScottishPine_01
-19.5589,-112.0108,16.2504,0.9862,MESH_JapaneseBlack_01
-11.0891,-111.0879,16.1523,0.8961,Mesh_Metasequoia
17.2801,-110.8209,15.7867,1.1158,MESH_JapaneseBlack_01_Var1
126.0415,-110.6787,16.5343,0.9444,Mesh_Metasequoia
133.9932,-112.4705,15.4015,1.0501,Mesh_Metasequoia
150.5253,-109.4951,12.2424,1.1070,MESH_ScottishPine_01
-157.0463,-103.8271,3.0566,0.8581,Mesh_Metasequoia
-150.2998,-103.3934,2.4530,0.9307,Mesh_Metasequoia
-129.5488,-103.7876,1.6847,1.0821,MESH_JapaneseBlack_01_Var1
-128.4097,-104.0694,1.7729,1.0896,MESH_JapaneseBlack_01_Var1
-121.4159,-102.5467,2.6107,1.0851,MESH_JapaneseBlack_01_Var1
-116.3469,-104.9191,3.3531,0.8586,MESH_ScottishPine_01
-110.3778,-107.9360,4.3707,1.0329,MESH_ScottishPine_01
-98.9115,-103.2079,6.5681,0.8708,Mesh_Metasequoia
-92.9413,-103.6824,7.7562,1.1301,MESH_JapaneseBlack_01
-91.6069,-107.6554,8.0516,0.9118,MESH_JapaneseBlack_01
-85.8486,-102.7782,9.0919,1.0092,Mesh_Metasequoia
-78.8336,-107.9058,10.3547,1.0373,MESH_JapaneseBlack_01_Var1
-68.9920,-108.1367,11.7067,1.1214,Mesh_Metasequoia
-64.1127,-107.9570,12.2914,0.8804,Mesh_Metasequoia
-61.7018,-103.2957,12.4952,0.9571,MESH_JapaneseBlack_01_Var1
-54.2335,-102.7568,13.4490,0.9749,MESH_JapaneseBlack_01_Var1
-45.1915,-105.2828,14.6220,0.9086,MESH_JapaneseBlack_01_Var1
-44.0995,-107.8179,14.7490,1.0815,MESH_JapaneseBlack_01_Var1
-33.5057,-103.6130,15.9175,1.1003,MESH_JapaneseBlack_01_Var1
-27.3046,-108.2988,16.1827,0.9355,MESH_JapaneseBlack_01_Var1
-26.1499,-106.2273,16.2831,1.0761,Mesh_Metasequoia
-19.0530,-104.1442,16.4390,0.9277,MESH_ScottishPine_01
-0.4982,-106.1592,15.9522,1.0222,MESH_ScottishPine_01
6.8914,-104.7448,15.8865,1.1471,Mesh_Metasequoia
13.1199,-106.5388,15.8595,0.9680,MESH_ScottishPine_01
122.6192,-107.9034,16.8566,1.0598,MESH_ScottishPine_01
126.3384,-103.5340,16.1106,1.1148,Mesh_Metasequoia
145.4730,-104.5509,12.5124,0.8991,MESH_ScottishPine_01
152.8563,-104.2005,11.3583,1.1179,MESH_JapaneseBlack_01_Var1
-156.4750,-97.7810,3.6069,0.8877,Mesh_Metasequoia
-149.1295,-101.6695,2.4574,0.8549,MESH_JapaneseBlack_01_Var1
-132.7477,-101.0244,1.5699,0.9436,MESH_ScottishPine_01
-126.2152,-99.8857,2.0692,1.1099,MESH_ScottishPine_01
-118.2418,-98.9862,3.1659,0.9104,MESH_ScottishPine_01
-113.9606,-102.1092,3.7851,0.9119,Mesh_Metasequoia
-108.4285,-102.0419,4.7601,1.0606,MESH_ScottishPine_01
-102.6745,-96.9077,5.9528,0.9124,MESH_ScottishPine_01
-92.6879,-99.7990,7.8193,0.8929,MESH_JapaneseBlack_01_Var1
-88.6662,-101.0816,8.5730,1.0663,MESH_JapaneseBlack_01_Var1
-86.2866,-97.3470,8.9973,1.0834,Mesh_Metasequoia
-76.0648,-96.7659,10.6162,1.0022,Mesh_Metasequoia
-70.6893,-100.6986,11.3564,1.0098,MESH_JapaneseBlack_01
-67.2058,-98.5274,11.8100,1.0996,Mesh_Metasequoia
-59.8074,-97.8969,12.7817,0.9818,MESH_JapaneseBlack_01_Var1
-54.9429,-99.6047,13.3968,0.9514,MESH_ScottishPine_01
-49.3790,-98.5369,14.1910,1.0608,MESH_JapaneseBlack_01
-41.5815,-101.5628,15.1354,0.9382,Mesh_Metasequoia
-36.4087,-96.5296,15.8704,1.0369,MESH_JapaneseBlack_01_Var1
-28.4893,-99.8821,16.3508,0.8836,MESH_ScottishPine_01
-20.6388,-100.8583,16.5073,1.0411,MESH_ScottishPine_01
0.3562,-98.9071,16.0510,0.9669,MESH_JapaneseBlack_01_Var1
5.1168,-100.6329,15.9727,1.0109,MESH_ScottishPine_01
120.2879,-97.0427,16.6010,1.0513,MESH_ScottishPine_01
128.4001,-101.4831,15.5871,0.9559,MESH_JapaneseBlack_01_Var1
146.8035,-98.5686,11.7139,1.0364,Mesh_Metasequoia
151.5638,-99.4135,11.0661,1.1065,MESH_ScottishPine_01
-153.3699,-93.9635,3.6044,0.8701,Mesh_Metasequoia
-138.6506,-92.8103,1.9580,0.8714,MESH_ScottishPine_01
-128.6030,-91.3977,2.1547,1.1038,MESH_JapaneseBlack_01
-124.0657,-93.5218,2.5418,1.0795,MESH_JapaneseBlack_01_Var1
-119.5096,-93.6805,3.1696,1.1364,MESH_JapaneseBlack_01_Var1
-113.8898,-95.9566,3.9790,0.8664,Mesh_Metasequoia
-105.7050,-93.4938,5.4899,0.8808,Mesh_Metasequoia
-101.8075,-94.4499,6.1723,0.9524,Mesh_Metasequoia
-96.8698,-94.0025,7.0928,1.0964,MESH_ScottishPine_01
-89.2978,-92.3928,8.4750,1.0053,MESH_ScottishPine_01
-83.1336,-93.8814,9.5268,1.1348,MESH_ScottishPine_01
-79.1312,-92.1098,10.1662,1.1346,Mesh_Metasequoia
-73.1940,-91.8550,11.0639,1.0157,MESH_JapaneseBlack_01_Var1
-65.6092,-91.2170,12.1680,0.9232,Mesh_Metasequoia
-60.1158,-92.1560,12.9173,1.0340,MESH_JapaneseBlack_01_Var1
-56.0071,-91.1843,13.5496,0.9473,MESH_JapaneseBlack_01_Var1
-45.9971,-93.9679,14.8349,1.1342,MESH_JapaneseBlack_01_Var1
-42.3236,-91.4401,15.4192,1.0128,MESH_JapaneseBlack_01
-34.1977,-93.4235,16.1644,1.0932,Mesh_Metasequoia
-29.5149,-90.5303,16.5059,1.0293,MESH_JapaneseBlack_01
-22.5809,-91.7835,16.6193,1.1080,MESH_JapaneseBlack_01_Var1
-15.4777,-94.3944,16.5024,0.9472,MESH_JapaneseBlack_01
-5.5225,-94.6306,16.2213,1.0912,Mesh_Metasequoia
109.9220,-93.5408,17.7556,0.9790,Mesh_Metasequoia
117.0183,-91.6472,16.7172,0.8728,Mesh_Metasequoia
118.6745,-94.2556,16.6430,1.0431,MESH_ScottishPine_01
134.2897,-90.5719,13.2954,0.9996,MESH_JapaneseBlack_01_Var1
143.1482,-91.3195,11.7058,1.1154,MESH_ScottishPine_01
148.8686,-93.1035,10.9196,1.0224,MESH_JapaneseBlack_01
-152.5516,-86.3532,4.1016,1.0128,MESH_JapaneseBlack_01_Var1
-149.3403,-87.8799,3.4958,1.1333,MESH_JapaneseBlack_01_Var1
-137.4373,-86.3435,2.1954,0.9028,MESH_ScottishPine_01
-132.6597,-90.0990,1.9842,1.1290,MESH_JapaneseBlack_01_Var1
-124.6778,-86.6727,2.7500,1.0549,MESH_JapaneseBlack_01_Var1
-117.0060,-87.1559,3.8134,1.0872,Mesh_Metasequoia
-111.7535,-90.0757,4.5580,1.0387,MESH_ScottishPine_01
-109.0100,-88.3671,5.0591,1.0876,MESH_JapaneseBlack_01_Var1
-99.2214,-88.0674,6.7160,1.0253,MESH_ScottishPine_01
-93.1331,-89.3188,7.7894,1.1492,MESH_JapaneseBlack_01_Var1
-86.5615,-88.8059,8.9337,0.8760,MESH_ScottishPine_01
-83.3332,-88.1270,9.4760,0.9107,Mesh_Metasequoia
-76.9406,-89.8722,10.5135,0.9560,MESH_ScottishPine_01
-71.8616,-90.2078,11.2813,0.8542,MESH_JapaneseBlack_01
-62.7926,-86.8174,12.7293,1.0271,MESH_ScottishPine_01
-61.1104,-84.6992,13.0704,0.9515,MESH_ScottishPine_01
-52.1872,-88.4262,14.2420,1.0118,Mesh_Metasequoia
-47.4476,-87.0477,14.9746,1.0250,MESH_ScottishPine_01
-39.3830,-86.9769,15.9146,0.9338,MESH_JapaneseBlack_01_Var1
-33.8491,-85.9787,16.3659,1.0554,MESH_JapaneseBlack_01_Var1
-27.4253,-89.6717,16.5817,0.8544,MESH_JapaneseBlack_01_Var1
-24.2441,-85.8084,16.6247,0.8685,Mesh_Metasequoia
-11.9694,-85.8633,16.4115,0.9268,Mesh_Metasequoia
-7.8755,-89.2268,16.3109,1.1118,MESH_JapaneseBlack_01_Var1
103.4253,-85.6426,18.4586,1.1257,Mesh_Metasequoia
108.8146,-90.1838,17.8360,0.9458,Mesh_Metasequoia
117.1770,-84.5691,16.1311,0.9089,MESH_JapaneseBlack_01_Var1
120.0570,-85.3134,15.6059,1.0442,MESH_JapaneseBlack_01_Var1
129.4242,-86.3119,13.8102,0.8779,MESH_JapaneseBlack_01_Var1
134.7620,-86.1350,12.7706,1.0661,MESH_JapaneseBlack_01_Var1
138.7103,-87.0461,12.1292,0.9138,MESH_JapaneseBlack_01_Var1
143.4804,-84.8925,11.1649,1.0707,MESH_JapaneseBlack_01_Var1
151.1567,-86.4478,10.1524,0.8909,MESH_JapaneseBlack_01_Var1
-157.5384,-82.8164,5.0815,0.9623,MESH_JapaneseBlack_01_Var1
-147.8898,-80.5990,3.7058,1.0965,MESH_ScottishPine_01
-140.7628,-81.6313,2.6582,1.0611,Mesh_Metasequoia
-135.5504,-80.4035,2.3627,0.9923,MESH_JapaneseBlack_01_Var1
-132.2769,-81.0754,2.3376,0.9310,Mesh_Metasequoia
-125.5505,-81.2869,2.7985,0.9919,MESH_ScottishPine_01
-120.6279,-83.0600,3.3825,0.8556,MESH_JapaneseBlack_01_Var1
-112.9216,-81.9184,4.5136,1.0401,Mesh_Metasequoia
-105.1907,-78.9775,5.5886,1.1037,MESH_ScottishPine_01
-99.3883,-83.6944,6.6424,1.0299,MESH_ScottishPine_01
-92.9398,-81.0479,7.6504,1.0778,Mesh_Metasequoia
-88.9630,-82.7231,8.4049,1.0314,MESH_JapaneseBlack_01
-85.1030,-78.9178,8.9699,0.9212,MESH_JapaneseBlack_01_Var1
-76.2028,-82.8024,10.6375,1.0471,Mesh_Metasequoia
-65.7511,-82.0660,12.4031,0.9875,MESH_ScottishPine_01
-61.7175,-82.6524,13.0483,0.9597,Mesh_Metasequoia
-55.8299,-83.7095,13.9346,1.0735,MESH_ScottishPine_01
-47.9349,-82.5583,15.1195,0.9426,MESH_JapaneseBlack_01_Var1
-42.2048,-84.2196,15.7269,1.1389,Mesh_Metasequoia
-36.3977,-79.7062,16.2966,1.0232,MESH_JapaneseBlack_01_Var1
-26.7420,-84.0877,16.6059,0.9244,Mesh_Metasequoia
