mode,hole,surface_target,target_v_horizontal_mps,target_spin_rpm,actual_v_at_contact_mps,first_contact_pos_x,first_contact_pos_y,first_contact_pos_z,end_pos_x,end_pos_y,end_pos_z,end_surface,roll_distance_m,bounce_count,sim_duration_s,sample_id,timestamp_iso
roll,1,Green,3.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:01.7180820+02:00
roll,1,Green,6.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:02.3403510+02:00
roll,1,Green,6.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:02.9766100+02:00
roll,1,Green,6.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:03.4067920+02:00
roll,1,Green,6.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:03.8398460+02:00
roll,1,Green,9.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:04.5102940+02:00
roll,1,Green,9.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:05.1929780+02:00
roll,1,Green,9.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:05.6767360+02:00
roll,1,Green,9.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:06.1634410+02:00
roll,1,Green,12.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:06.8386640+02:00
roll,1,Green,12.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:07.5192270+02:00
roll,1,Green,12.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:08.0259560+02:00
roll,1,Green,12.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:08.5340530+02:00
roll,1,Green,15.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:08.9201960+02:00
roll,1,Green,15.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:09.3074800+02:00
roll,1,Green,15.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:09.8285580+02:00
roll,1,Green,15.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:10.3543230+02:00
roll,1,Green,20.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:11.0078680+02:00
roll,1,Green,20.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:11.6758260+02:00
roll,1,Green,20.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:12.0508010+02:00
roll,1,Green,20.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:12.4258940+02:00
roll,1,Green,25.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:12.9983260+02:00
roll,1,Green,25.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:13.5598720+02:00
roll,1,Green,25.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:14.0292210+02:00
roll,1,Green,25.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:14.5046410+02:00
roll,1,Tee,3.0,500,8.557,129.5544,10.1624,26.2405,131.6380,10.1513,26.2794,Fairway,2.0840,5,2.6587,1,2026-05-18T10:27:14.8461490+02:00
roll,1,Tee,3.0,500,8.557,129.5544,10.1624,26.2405,131.6380,10.1513,26.2794,Fairway,2.0840,5,2.6587,2,2026-05-18T10:27:15.1854170+02:00
roll,1,Tee,3.0,2700,8.557,129.5544,10.1624,26.2270,131.6384,10.1507,26.2270,Fairway,2.0840,5,2.6593,1,2026-05-18T10:27:15.5179140+02:00
roll,1,Tee,3.0,2700,8.557,129.5544,10.1624,26.2270,131.6384,10.1507,26.2270,Fairway,2.0840,5,2.6593,2,2026-05-18T10:27:15.8579090+02:00
roll,1,Tee,6.0,500,10.288,130.7877,10.1624,26.2412,135.2401,10.1468,26.2874,Fairway,4.4527,5,3.6790,1,2026-05-18T10:27:16.2003190+02:00
roll,1,Tee,6.0,500,10.288,130.7877,10.1624,26.2412,135.2401,10.1468,26.2874,Fairway,4.4527,5,3.6790,2,2026-05-18T10:27:16.5521120+02:00
roll,1,Tee,6.0,2700,10.287,130.7876,10.1624,26.2270,135.2404,10.1466,26.2270,Fairway,4.4527,5,3.6788,1,2026-05-18T10:27:16.8966340+02:00
roll,1,Tee,6.0,2700,10.287,130.7876,10.1624,26.2270,135.2404,10.1466,26.2270,Fairway,4.4527,5,3.6788,2,2026-05-18T10:27:17.2515620+02:00
roll,1,Tee,9.0,500,12.670,131.5903,10.1296,26.2410,137.0464,10.1467,26.2796,Fairway,5.4562,5,4.5549,1,2026-05-18T10:27:17.6068560+02:00
roll,1,Tee,9.0,500,12.670,131.5903,10.1296,26.2410,137.0464,10.1467,26.2796,Fairway,5.4562,5,4.5549,2,2026-05-18T10:27:17.9598360+02:00
roll,1,Tee,9.0,2700,12.670,131.5904,10.1294,26.2301,137.0466,10.1466,26.2498,Fairway,5.4562,5,4.5550,1,2026-05-18T10:27:18.3100990+02:00
roll,1,Tee,9.0,2700,12.670,131.5904,10.1294,26.2301,137.0466,10.1466,26.2498,Fairway,5.4562,5,4.5550,2,2026-05-18T10:27:18.6535900+02:00
roll,1,Tee,12.0,500,15.378,132.0883,10.1284,26.2400,140.0989,10.1512,26.2889,Fairway,8.0108,5,6.0585,1,2026-05-18T10:27:19.0024260+02:00
roll,1,Tee,12.0,500,15.378,132.0883,10.1284,26.2400,140.0989,10.1512,26.2889,Fairway,8.0108,5,6.0585,2,2026-05-18T10:27:19.3566800+02:00
roll,1,Tee,12.0,2700,15.378,132.0885,10.1284,26.2568,140.0980,10.1513,26.3733,Fairway,8.0104,5,6.0579,1,2026-05-18T10:27:19.7065940+02:00
roll,1,Tee,12.0,2700,15.378,132.0885,10.1284,26.2568,140.0980,10.1513,26.3733,Fairway,8.0104,5,6.0579,2,2026-05-18T10:27:20.0744940+02:00
roll,1,Tee,15.0,500,18.347,132.4147,10.1281,26.2389,143.4277,10.1593,26.2929,Fairway,11.0131,5,7.2905,1,2026-05-18T10:27:20.4426550+02:00
roll,1,Tee,15.0,500,18.347,132.4147,10.1281,26.2389,143.4277,10.1593,26.2929,Fairway,11.0131,5,7.2905,2,2026-05-18T10:27:20.8083260+02:00
roll,1,Tee,15.0,2700,18.347,132.4149,10.1284,26.2667,143.4252,10.1604,26.4496,Fairway,11.0119,5,7.2901,1,2026-05-18T10:27:21.1740420+02:00
roll,1,Tee,15.0,2700,18.347,132.4149,10.1284,26.2667,143.4252,10.1604,26.4496,Fairway,11.0119,5,7.2901,2,2026-05-18T10:27:21.5354890+02:00
roll,1,Tee,20.0,500,23.764,132.7441,10.1280,26.2378,149.5830,10.1909,26.3072,CartPath,16.8391,5,7.7000,1,2026-05-18T10:27:21.9206790+02:00
roll,1,Tee,20.0,500,23.764,132.7441,10.1280,26.2378,149.5830,10.1909,26.3072,CartPath,16.8391,5,7.7000,2,2026-05-18T10:27:22.3032410+02:00
roll,1,Tee,20.0,2700,23.764,132.7441,10.1283,26.2635,149.6568,10.1918,26.5039,CartPath,16.9144,5,8.0166,1,2026-05-18T10:27:22.6888750+02:00
roll,1,Tee,20.0,2700,23.764,132.7441,10.1283,26.2635,149.6568,10.1918,26.5039,CartPath,16.9144,5,8.0166,2,2026-05-18T10:27:23.0669180+02:00
roll,1,Tee,25.0,500,29.198,132.9263,10.1274,26.2366,162.8009,10.3425,26.3422,Fairway,29.8748,6,9.5091,1,2026-05-18T10:27:23.4354600+02:00
roll,1,Tee,25.0,500,29.198,132.9263,10.1274,26.2366,162.8009,10.3425,26.3422,Fairway,29.8748,6,9.5091,2,2026-05-18T10:27:23.8220930+02:00
roll,1,Tee,25.0,2700,29.198,132.9264,10.1276,26.2601,164.5289,10.3845,26.6379,Tee,31.6048,6,14.4216,1,2026-05-18T10:27:24.2301120+02:00
roll,1,Tee,25.0,2700,29.198,132.9264,10.1276,26.2601,164.5289,10.3845,26.6379,Tee,31.6048,6,14.4216,2,2026-05-18T10:27:24.6370790+02:00
roll,1,Sand,3.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:25.2463820+02:00
roll,1,Sand,3.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:25.8241380+02:00
roll,1,Sand,3.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:26.2681030+02:00
roll,1,Sand,3.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:26.7053210+02:00
roll,1,Sand,6.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:27.4028890+02:00
roll,1,Sand,6.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:28.1068740+02:00
roll,1,Sand,6.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:28.5925590+02:00
roll,1,Sand,6.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:29.0787040+02:00
roll,1,Sand,9.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:29.4615400+02:00
roll,1,Sand,9.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:29.8369840+02:00
roll,1,Sand,9.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:30.3170730+02:00
roll,1,Sand,9.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:30.7900750+02:00
roll,1,Sand,12.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:31.1661110+02:00
roll,1,Sand,12.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:31.5411740+02:00
roll,1,Sand,12.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:31.9095150+02:00
roll,1,Sand,12.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:32.2761310+02:00
roll,1,Sand,15.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:32.9525000+02:00
roll,1,Sand,15.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:33.6231700+02:00
roll,1,Sand,15.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:33.9910080+02:00
roll,1,Sand,15.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:34.3569170+02:00
roll,1,Sand,20.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:34.9410650+02:00
roll,1,Sand,20.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:35.5345350+02:00
roll,1,Sand,20.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:36.0031320+02:00
roll,1,Sand,20.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:36.4634940+02:00
roll,1,Sand,25.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:37.0286290+02:00
roll,1,Sand,25.0,500,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:37.6030670+02:00
roll,1,Sand,25.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,1,2026-05-18T10:27:38.0327620+02:00
roll,1,Sand,25.0,2700,TIMEOUT,0,0,0,0,0,0,Unknown,0,0,0,2,2026-05-18T10:27:38.4611150+02:00
roll,1,CartPath,3.0,500,13.830,-276.6676,12.8577,-79.6821,-274.2460,12.6137,-79.5051,Fairway,2.4281,6,4.4684,1,2026-05-18T10:27:38.7841860+02:00
roll,1,CartPath,3.0,500,13.830,-276.6676,12.8577,-79.6821,-274.2460,12.6137,-79.5051,Fairway,2.4281,6,4.4684,2,2026-05-18T10:27:39.1737840+02:00
roll,1,CartPath,3.0,2700,13.831,-276.6674,12.8563,-79.7601,-274.2453,12.6115,-79.6627,Fairway,2.4241,6,4.4691,1,2026-05-18T10:27:39.5510670+02:00
roll,1,CartPath,3.0,2700,13.831,-276.6674,12.8563,-79.7601,-274.2453,12.6115,-79.6627,Fairway,2.4241,6,4.4691,2,2026-05-18T10:27:39.9422350+02:00
roll,1,CartPath,6.0,500,14.967,-273.6660,12.5239,-79.6730,-268.6824,11.9959,-79.4701,Fairway,4.9877,6,4.5570,1,2026-05-18T10:27:40.3046780+02:00
roll,1,CartPath,6.0,500,14.967,-273.6660,12.5239,-79.6730,-268.6824,11.9959,-79.4701,Fairway,4.9877,6,4.5570,2,2026-05-18T10:27:40.6476440+02:00
roll,1,CartPath,6.0,2700,14.967,-273.6658,12.5231,-79.7343,-268.6822,11.9952,-79.5296,Fairway,4.9878,6,4.5571,1,2026-05-18T10:27:40.9835220+02:00
roll,1,CartPath,6.0,2700,14.967,-273.6658,12.5231,-79.7343,-268.6822,11.9952,-79.5296,Fairway,4.9878,6,4.5571,2,2026-05-18T10:27:41.3173260+02:00
roll,1,CartPath,9.0,500,16.533,-271.2525,12.2544,-79.6682,-263.5601,11.4650,-79.4462,Fairway,7.6957,6,4.6483,1,2026-05-18T10:27:41.6449520+02:00
roll,1,CartPath,9.0,500,16.533,-271.2525,12.2544,-79.6682,-263.5601,11.4650,-79.4462,Fairway,7.6957,6,4.6483,2,2026-05-18T10:27:41.9792630+02:00
roll,1,CartPath,9.0,2700,16.533,-271.2522,12.2546,-79.6479,-263.5641,11.4697,-79.2254,Fairway,7.6996,6,4.6449,1,2026-05-18T10:27:42.3220520+02:00
roll,1,CartPath,9.0,2700,16.533,-271.2522,12.2546,-79.6479,-263.5641,11.4697,-79.2254,Fairway,7.6996,6,4.6449,2,2026-05-18T10:27:42.6595000+02:00
roll,1,CartPath,12.0,500,18.464,-269.3049,12.0363,-79.6666,-258.7048,11.0343,-79.4203,Fairway,10.6029,6,4.7404,1,2026-05-18T10:27:43.0006480+02:00
roll,1,CartPath,12.0,500,18.464,-269.3049,12.0363,-79.6666,-258.7048,11.0343,-79.4203,Fairway,10.6029,6,4.7404,2,2026-05-18T10:27:43.3238970+02:00
roll,1,CartPath,12.0,2700,18.463,-269.3029,12.0385,-79.4880,-258.7206,11.0477,-78.7695,Fairway,10.6066,6,4.7335,1,2026-05-18T10:27:43.6480600+02:00
roll,1,CartPath,12.0,2700,18.463,-269.3029,12.0385,-79.4880,-258.7206,11.0477,-78.7695,Fairway,10.6066,6,4.7335,2,2026-05-18T10:27:44.0122750+02:00
roll,1,CartPath,15.0,500,20.825,-267.7092,11.8647,-79.6675,-253.7987,10.6863,-79.3930,Fairway,13.9132,6,4.8517,1,2026-05-18T10:27:44.3550640+02:00
roll,1,CartPath,15.0,500,20.825,-267.7092,11.8647,-79.6675,-253.7987,10.6863,-79.3930,Fairway,13.9132,6,4.8517,2,2026-05-18T10:27:44.6928030+02:00
roll,1,CartPath,15.0,2700,20.823,-267.7056,11.8679,-79.4252,-253.8260,10.7092,-78.5274,Fairway,13.9086,6,4.8406,1,2026-05-18T10:27:45.0369470+02:00
roll,1,CartPath,15.0,2700,20.823,-267.7056,11.8679,-79.4252,-253.8260,10.7092,-78.5274,Fairway,13.9086,6,4.8406,2,2026-05-18T10:27:45.3593470+02:00
roll,1,CartPath,20.0,500,25.499,-265.6500,11.6452,-79.6678,-245.2413,10.2811,-79.3493,Fairway,20.4112,6,5.9534,1,2026-05-18T10:27:45.6921990+02:00
roll,1,CartPath,20.0,500,25.499,-265.6500,11.6452,-79.6678,-245.2413,10.2811,-79.3493,Fairway,20.4112,6,5.9534,2,2026-05-18T10:27:46.0423860+02:00
roll,1,CartPath,20.0,2700,25.497,-265.6454,11.6483,-79.4180,-245.2881,10.3158,-78.3244,Fairway,20.3867,6,5.9374,1,2026-05-18T10:27:46.3742710+02:00
roll,1,CartPath,20.0,2700,25.497,-265.6454,11.6483,-79.4180,-245.2881,10.3158,-78.3244,Fairway,20.3867,6,5.9374,2,2026-05-18T10:27:46.7113460+02:00
roll,1,CartPath,25.0,500,30.165,-264.2487,11.5068,-79.6711,-238.2285,10.1627,-79.3234,Green,26.0225,5,5.4579,1,2026-05-18T10:27:47.1068490+02:00
roll,1,CartPath,25.0,500,30.165,-264.2487,11.5068,-79.6711,-238.2285,10.1627,-79.3234,Green,26.0225,5,5.4579,2,2026-05-18T10:27:47.4696520+02:00
roll,1,CartPath,25.0,2700,30.164,-264.2455,11.5111,-79.4265,-238.2885,10.2032,-78.2096,Green,25.9855,5,5.4484,1,2026-05-18T10:27:47.8409250+02:00
roll,1,CartPath,25.0,2700,30.164,-264.2455,11.5111,-79.4265,-238.2885,10.2032,-78.2096,Green,25.9855,5,5.4484,2,2026-05-18T10:27:48.2207880+02:00
putt,1,Green,0.5,0,0.500,-238.4077,10.2602,-75.7730,-237.5145,10.2600,-75.7730,Green,0.8932,0,4.9363,1,2026-05-18T10:27:48.5514840+02:00
putt,1,Green,0.5,0,0.500,-238.4077,10.2602,-75.7730,-237.5145,10.2600,-75.7730,Green,0.8932,0,4.9363,2,2026-05-18T10:27:48.9018960+02:00
putt,1,Green,0.5,0,0.500,-238.4077,10.2602,-75.7730,-237.5145,10.2600,-75.7730,Green,0.8932,0,4.9363,3,2026-05-18T10:27:49.2396880+02:00
putt,1,Green,1.0,0,1.000,-238.4077,10.2602,-75.7730,-236.5242,10.2362,-75.7730,Green,1.8834,0,6.3151,1,2026-05-18T10:27:49.5829800+02:00
putt,1,Green,1.0,0,1.000,-238.4077,10.2602,-75.7730,-236.5242,10.2362,-75.7730,Green,1.8834,0,6.3151,2,2026-05-18T10:27:49.9464810+02:00
putt,1,Green,1.0,0,1.000,-238.4077,10.2602,-75.7730,-236.5242,10.2362,-75.7730,Green,1.8834,0,6.3151,3,2026-05-18T10:27:50.2947110+02:00
putt,1,Green,1.8,0,1.830,-238.4077,10.2602,-75.7730,-234.8743,10.1964,-75.7730,Green,3.5333,0,7.5190,1,2026-05-18T10:27:50.6429020+02:00
putt,1,Green,1.8,0,1.830,-238.4077,10.2602,-75.7730,-234.8743,10.1964,-75.7730,Green,3.5333,0,7.5190,2,2026-05-18T10:27:51.0155570+02:00
putt,1,Green,1.8,0,1.830,-238.4077,10.2602,-75.7730,-234.8743,10.1964,-75.7730,Green,3.5333,0,7.5190,3,2026-05-18T10:27:51.3559700+02:00
putt,1,Green,2.5,0,2.500,-238.4077,10.2602,-75.7730,-233.5403,10.1630,-75.7730,Green,4.8674,0,8.1397,1,2026-05-18T10:27:51.6928840+02:00
putt,1,Green,2.5,0,2.500,-238.4077,10.2602,-75.7730,-233.5403,10.1630,-75.7730,Green,4.8674,0,8.1397,2,2026-05-18T10:27:52.0545360+02:00
putt,1,Green,2.5,0,2.500,-238.4077,10.2602,-75.7730,-233.5403,10.1630,-75.7730,Green,4.8674,0,8.1397,3,2026-05-18T10:27:52.4127120+02:00
putt,1,Green,3.5,0,3.500,-238.4077,10.2602,-75.7730,-231.5481,10.1129,-75.7730,Green,6.8596,0,8.8145,1,2026-05-18T10:27:52.7456630+02:00
putt,1,Green,3.5,0,3.500,-238.4077,10.2602,-75.7730,-231.5481,10.1129,-75.7730,Green,6.8596,0,8.8145,2,2026-05-18T10:27:53.0826730+02:00
putt,1,Green,3.5,0,3.500,-238.4077,10.2602,-75.7730,-231.5481,10.1129,-75.7730,Green,6.8596,0,8.8145,3,2026-05-18T10:27:53.4216130+02:00
putt,1,Green,5.0,0,5.000,-238.4077,10.2602,-75.7730,-228.5580,10.0314,-75.7730,Green,9.8496,0,9.5268,1,2026-05-18T10:27:53.7616870+02:00
putt,1,Green,5.0,0,5.000,-238.4077,10.2602,-75.7730,-228.5580,10.0314,-75.7730,Green,9.8496,0,9.5268,2,2026-05-18T10:27:54.1148220+02:00
putt,1,Green,5.0,0,5.000,-238.4077,10.2602,-75.7730,-228.5580,10.0314,-75.7730,Green,9.8496,0,9.5268,3,2026-05-18T10:27:54.4496020+02:00
putt,1,Green,7.0,0,7.000,-238.4077,10.2602,-75.7730,-224.5705,9.9055,-75.7730,Green,13.8371,0,10.1975,1,2026-05-18T10:27:54.7817330+02:00
putt,1,Green,7.0,0,7.000,-238.4077,10.2602,-75.7730,-224.5705,9.9055,-75.7730,Green,13.8371,0,10.1975,2,2026-05-18T10:27:55.1255270+02:00
putt,1,Green,7.0,0,7.000,-238.4077,10.2602,-75.7730,-224.5705,9.9055,-75.7730,Green,13.8371,0,10.1975,3,2026-05-18T10:27:55.4660180+02:00
putt,1,Fairway,0.5,0,0.500,-280.4077,9.0233,-133.7730,-279.7519,8.9548,-133.7730,Fairway,0.6558,1,4.2686,1,2026-05-18T10:27:55.7822330+02:00
