# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 3,22.6435,8.6823,-162.5444,131.3845,1.0066
Spruce 3,26.7633,9.5021,-161.4889,217.9797,1.0431
Spruce 1,32.6315,10.8584,-158.8088,303.3168,0.8908
Spruce 1,38.4452,12.3466,-156.9264,208.5658,0.8502
Spruce 1,44.8060,13.0803,-161.8674,39.0749,1.0432
Spruce 3,54.3688,15.4935,-161.7186,231.0721,0.9097
Spruce 1,58.6148,17.3805,-157.6363,151.6633,1.0346
Spruce 3,63.2712,17.8394,-161.6279,193.5121,1.0163
Spruce 3,70.7330,19.7670,-160.3318,250.8158,1.1424
Spruce 1,74.0536,20.3765,-160.9318,249.7638,1.0939
Spruce 3,80.6036,21.3254,-159.2644,356.3311,0.9855
Spruce 1,87.7108,21.4843,-157.6434,151.2560,0.9740
Spruce 1,91.6819,21.4572,-159.4237,343.0897,0.8505
Spruce 3,-105.8875,15.9487,-151.3002,143.6248,1.0977
Spruce 3,-97.7105,15.2989,-156.0268,195.9629,0.9365
Spruce 3,-94.9989,14.9607,-156.7937,190.9408,0.8782
Spruce 3,-84.5797,12.5052,-153.6571,243.7952,1.1204
Spruce 1,-77.9611,10.8416,-154.6866,286.2526,1.1076
Spruce 3,-72.2305,8.9097,-151.1508,32.1229,1.0488
Spruce 3,-66.5137,7.5563,-151.1927,256.2538,0.9060
Spruce 3,-59.5021,6.1208,-151.9621,326.4458,0.9832
Spruce 3,-58.1256,6.2816,-155.1748,207.1192,0.9581
Spruce 1,-47.7894,3.2916,-151.2915,125.1046,1.1040
Spruce 1,-42.1996,2.3024,-154.4627,47.4834,1.1427
Spruce 3,-36.0009,0.8264,-153.7258,199.4538,0.8592
Spruce 1,-31.3597,0.1671,-154.8941,268.7831,0.9098
Spruce 1,-28.6063,-0.0751,-155.8811,203.0669,0.9647
Spruce 1,-17.4176,0.6360,-152.5413,173.3301,1.1483
Spruce 1,-13.5863,1.1967,-153.6102,315.6171,0.9350
Spruce 3,-5.7390,2.9412,-151.5100,86.0997,0.9446
Spruce 3,-2.8510,3.5175,-151.8156,298.3080,0.8664
Spruce 3,3.4236,4.8478,-151.7725,90.0278,1.1169
Spruce 3,11.9685,6.6467,-155.9526,165.4941,1.0341
Spruce 3,17.2916,7.8547,-154.0773,132.1577,0.9348
Spruce 1,19.5417,8.3068,-156.1189,184.6634,0.9983
Spruce 3,26.8093,9.9414,-153.9890,225.7959,0.8962
Spruce 3,35.3503,11.8456,-154.6806,121.8435,1.1380
Spruce 1,38.4094,12.5481,-155.1144,39.6482,1.0161
Spruce 1,43.5550,14.3471,-151.2417,217.2183,1.0733
Spruce 1,51.5663,16.6305,-151.3386,40.1187,1.0971
Spruce 3,57.5382,17.4933,-155.5753,35.5979,1.1344
Spruce 1,62.4679,19.0855,-152.4719,171.7473,1.0126
Spruce 3,72.6127,20.4337,-155.8826,171.0119,0.9288
Spruce 3,75.8492,20.8485,-154.8393,62.9318,0.9326
Spruce 1,81.6061,21.3138,-156.5342,80.8590,0.9018
Spruce 1,150.6375,16.7589,-155.0186,28.2694,0.9308
Spruce 1,-105.5504,15.9593,-147.2780,307.1956,1.1212
Spruce 1,-98.5376,14.9872,-145.9989,209.3245,1.0334
Spruce 1,-94.2401,14.5178,-150.5162,330.1251,0.9205
Spruce 3,-85.6779,12.4377,-150.2260,69.2805,1.1153
Spruce 1,-77.9988,10.2242,-149.5254,176.6600,1.0676
Spruce 3,-76.3254,9.8210,-149.9426,74.5903,0.9929
Spruce 1,-68.8061,7.7513,-148.6338,251.2787,0.9033
Spruce 1,-61.0407,6.2800,-150.7090,248.5860,0.9176
Spruce 1,-56.6078,4.5684,-145.2600,90.7552,0.8637
Spruce 1,-53.1025,4.1236,-148.0328,346.9173,1.1404
Spruce 3,-45.7359,2.1949,-146.7502,22.8744,1.1030
Spruce 1,-40.8251,1.4321,-149.7703,248.7197,0.9740
Spruce 1,-24.7698,0.0688,-148.3756,2.3225,1.0947
Spruce 1,-18.0783,0.9923,-147.5779,262.9525,1.0266
Spruce 3,-13.7776,1.5366,-149.6372,62.9368,1.1381
Spruce 1,-9.0815,2.6036,-147.9600,235.6022,1.0604
Spruce 3,-5.2506,3.3608,-147.7232,265.9494,1.0722
Spruce 3,1.8853,4.6017,-150.1156,227.5753,1.0115
Spruce 1,12.4112,6.8981,-147.5941,60.5863,1.0374
Spruce 1,16.5012,7.8387,-145.5210,212.7274,0.8579
Spruce 1,24.4086,9.5954,-146.2350,31.6402,1.0091
Spruce 1,27.2709,10.1731,-150.2027,288.6753,1.1213
Spruce 3,36.1581,12.6038,-145.0666,293.6749,1.0489
Spruce 1,38.1535,13.0426,-148.0546,291.2059,0.8731
Spruce 3,47.2373,15.9436,-145.2909,280.2804,1.1369
Spruce 1,49.0165,16.4515,-145.8752,194.8629,1.0876
Spruce 1,57.6395,18.3031,-150.5789,253.0877,0.8831
Spruce 1,62.1843,19.3253,-149.9740,111.6949,1.0458
Spruce 3,67.2879,20.0577,-150.7356,260.0882,1.0709
Spruce 1,143.9760,16.4329,-145.0398,14.8694,0.8814
Spruce 3,149.3339,16.1446,-146.2004,73.3234,1.0736
Spruce 3,-108.9866,16.2758,-140.8127,42.2871,1.0608
Spruce 1,-103.1042,15.5308,-142.6912,169.9469,1.1049
Spruce 1,-97.3081,14.1730,-140.3005,48.4832,1.0964
Spruce 1,-91.2057,12.7796,-141.2419,298.6451,0.8768
Spruce 3,-88.3429,12.3556,-143.6908,178.8674,1.0081
Spruce 3,-79.2774,9.6285,-142.1266,70.4243,0.9330
Spruce 1,-75.4374,8.4867,-141.1778,138.8484,0.9739
Spruce 1,-69.0395,7.2192,-143.8720,16.6269,1.0280
Spruce 3,-56.9943,4.3778,-142.9389,25.0247,0.9583
Spruce 1,-53.0337,3.5192,-143.4162,254.5717,0.8753
Spruce 1,-28.0657,0.0856,-142.1178,53.1609,0.9561
Spruce 1,-19.3760,1.1495,-143.8302,297.9398,0.9879
Spruce 3,0.1791,4.6440,-144.5419,288.2097,1.0454
Spruce 1,4.6556,5.7551,-140.6944,144.4243,1.0303
Spruce 1,11.3027,7.1130,-139.2563,150.2142,1.0310
Spruce 3,15.4003,7.7362,-142.2976,23.0535,1.0545
Spruce 3,23.8499,9.5282,-143.9214,129.7309,0.9995
Spruce 3,29.0817,10.7748,-143.9087,87.0849,1.1204
Spruce 3,34.3517,12.2038,-141.9638,285.8240,1.0166
Spruce 1,37.5606,13.1909,-139.6229,12.9053,1.0700
Spruce 3,45.1381,15.3371,-144.3813,211.1798,1.1058
Spruce 1,50.0423,16.9728,-141.5445,3.4586,1.0433
Spruce 1,57.1632,18.8564,-141.2953,241.4444,0.9891
Spruce 1,65.3006,20.1100,-143.2967,25.3091,0.9373
Spruce 1,143.6882,16.4258,-144.6530,318.4312,0.9584
Spruce 1,144.8631,16.0563,-139.4428,238.7331,0.8660
Spruce 3,-116.5045,17.1448,-136.2171,167.9177,1.1146
Spruce 1,-111.4360,16.5910,-135.3982,331.3826,1.1148
Spruce 1,-102.7020,15.0143,-136.7419,323.2742,1.0804
Spruce 3,-96.8753,13.3526,-134.7699,73.1551,0.9643
Spruce 1,-95.1837,13.0838,-136.0696,343.2328,0.8963
Spruce 3,-84.4205,9.8379,-133.5206,72.4807,0.8535
Spruce 1,-78.2528,8.3599,-134.2025,201.0911,0.9980
Spruce 3,-61.8068,4.6151,-133.8979,217.6654,1.0842
Spruce 3,-54.8786,3.2264,-135.8475,141.9198,0.9376
Spruce 3,-50.9755,2.4140,-136.9119,78.9111,1.1469
Spruce 1,-29.7277,0.1767,-134.8808,51.3747,1.1342
Spruce 1,-25.2124,0.6240,-138.3242,12.3026,1.1121
Spruce 1,-22.0431,1.5078,-133.2077,79.7009,1.0508
Spruce 1,-2.2038,4.9675,-136.2947,211.6713,1.1061
Spruce 3,2.0527,5.8134,-135.0538,279.6080,1.1123
Spruce 1,8.2003,6.6548,-137.7501,325.3822,1.0468
Spruce 1,13.1419,8.0854,-133.3546,272.1951,1.1109
Spruce 3,19.2957,9.0632,-135.6480,333.0889,1.0355
Spruce 1,25.1947,10.2936,-136.0270,268.3661,1.0436
Spruce 1,31.8449,12.0408,-133.8020,285.7678,0.9509
Spruce 3,38.1040,13.5153,-135.9957,259.8620,1.1028
Spruce 1,45.8101,15.8692,-134.0323,224.5438,0.9170
Spruce 1,53.8551,18.0695,-134.8295,214.4307,0.9335
Spruce 1,56.5830,18.6698,-134.9162,207.0845,0.9593
Spruce 1,139.8172,16.0856,-133.2372,195.6665,0.9795
Spruce 3,146.5992,15.6801,-133.7993,199.1775,1.0909
Spruce 1,-115.6497,17.3041,-126.8638,132.6905,0.9516
Spruce 3,-112.5397,16.7528,-131.1766,305.4520,0.9002
Spruce 1,-102.1249,14.4387,-132.2911,68.9468,0.9976
Spruce 1,-97.1164,13.1228,-132.5459,162.1055,0.8931
Spruce 3,-94.9448,12.4669,-132.1006,349.7092,0.9212
Spruce 3,-88.1640,10.6126,-131.9695,315.3289,0.9233
Spruce 3,-78.5728,8.1653,-131.6964,114.7468,1.0818
Spruce 3,-70.0707,5.9471,-127.1123,47.7963,0.9972
Spruce 1,-62.9842,4.5557,-128.1449,137.3274,0.9257
Spruce 1,-55.6553,3.1191,-130.6290,38.2290,1.0285
Spruce 1,-48.8689,1.7187,-132.7997,2.6713,0.9975
Spruce 1,-40.2245,0.2740,-126.8702,104.8995,0.9778
Spruce 1,-34.9364,-0.0043,-128.7285,62.3323,1.0914
Spruce 3,-28.5132,0.4909,-129.9724,157.2746,0.8958
Spruce 3,-17.5414,2.6938,-127.2414,82.4814,0.9118
Spruce 1,-12.9861,3.6102,-127.9528,311.5952,0.9668
Spruce 1,-9.6155,4.2364,-128.7099,150.5108,1.1411
Spruce 1,-0.3385,5.6435,-132.4822,276.7337,1.1013
Spruce 3,10.9406,7.7967,-132.2325,49.6710,0.9489
Spruce 1,16.1615,9.1546,-130.1942,272.7720,1.1223
Spruce 1,24.4219,10.7316,-130.9901,274.0409,0.9784
Spruce 3,29.5080,12.2112,-128.3652,164.6363,0.9614
Spruce 1,31.4787,12.4778,-129.4373,83.9457,0.9637
Spruce 1,37.5649,13.8014,-130.4813,76.8717,0.8735
Spruce 1,53.0107,17.7807,-126.8691,176.6990,1.0408
Spruce 1,60.0965,18.9243,-129.3140,57.1610,0.8790
Spruce 1,146.5630,15.4057,-127.7617,129.8323,0.8921
Spruce 1,-120.4379,18.1431,-120.8809,26.4037,0.8941
Spruce 3,-115.9876,17.3640,-125.8730,14.5699,1.0262
Spruce 1,-113.2484,16.8218,-126.7625,56.9641,1.0795
Spruce 3,-103.9367,13.9279,-121.5307,338.8037,1.1321
Spruce 1,-97.2266,12.3721,-126.0667,313.3744,1.1201
Spruce 3,-92.0366,10.6665,-123.2219,280.6823,0.8521
Spruce 3,-81.3442,8.0203,-120.8057,45.3145,1.0250
Spruce 1,-71.8712,6.2651,-125.9899,13.2455,0.8968
Spruce 1,-68.4197,5.5747,-126.2002,121.8167,1.1394
Spruce 1,-60.9653,4.0791,-123.8441,221.2866,0.9508
Spruce 1,-57.2597,3.4027,-121.4874,262.6663,1.0564
Spruce 1,-49.9588,1.8935,-125.1409,168.8571,1.1367
Spruce 1,-42.5250,0.7494,-121.9549,244.9018,0.9103
Spruce 1,-39.7101,0.4424,-121.8946,350.4273,0.9804
Spruce 3,-31.4199,0.3153,-124.5959,231.1782,1.0426
Spruce 3,-28.3585,0.7020,-123.5095,314.6061,0.9117
Spruce 1,-22.1432,1.7948,-123.9308,168.3008,0.9038
Spruce 1,-14.6567,3.4339,-120.9018,204.8407,1.1061
Spruce 1,-1.5954,6.3330,-122.6782,307.2867,1.0518
Spruce 3,7.1404,8.6870,-121.3707,130.5099,0.8783
Spruce 1,18.5080,11.4534,-120.9638,16.5517,0.9622
Spruce 1,22.1362,10.9894,-126.7493,29.4507,0.9472
Spruce 1,26.3575,12.1941,-124.8942,264.0798,0.8701
Spruce 1,32.1384,13.3141,-125.1083,311.6416,1.0664
Spruce 3,38.7708,14.5527,-126.5533,144.4136,0.8794
Spruce 1,48.5178,16.9273,-124.9799,47.5644,1.0364
Spruce 1,54.5142,18.0070,-125.1494,76.1049,0.8744
Spruce 3,57.6688,18.3889,-124.7586,101.1433,0.9140
Spruce 1,120.5366,16.7552,-126.3419,269.8214,1.0333
Spruce 1,121.8508,16.7157,-126.1233,101.7240,1.1301
Spruce 3,131.8335,16.2977,-125.3675,124.0910,1.0519
Spruce 1,145.9858,15.2115,-122.6754,186.0367,1.0483
Spruce 1,-121.4819,18.3089,-119.9774,182.8789,1.1349
Spruce 1,-118.7611,17.7947,-118.2630,9.4294,1.1469
Spruce 1,-107.7141,14.9335,-119.7279,0.7323,0.8856
Spruce 3,-102.7635,13.0545,-115.2595,3.0557,0.9002
Spruce 1,-99.4117,12.2639,-117.8304,227.1632,1.0758
Spruce 1,-94.2623,10.7276,-115.6933,280.1500,1.1267
Spruce 3,-87.9875,9.3231,-117.3737,13.1373,1.0184
Spruce 1,-82.0544,8.0838,-118.2276,241.0800,1.0239
Spruce 1,-72.5513,6.2268,-119.1327,210.8802,1.0404
Spruce 1,-66.4920,5.1156,-118.2121,116.1370,1.0361
Spruce 1,-63.9078,4.6389,-119.9958,8.4090,0.9291
Spruce 1,-35.7059,0.4733,-117.8774,129.5754,1.0922
Spruce 1,-34.0283,0.5038,-117.2971,117.8437,1.0883
Spruce 1,-25.8930,1.1884,-118.6992,13.2623,0.9151
Spruce 3,-6.8502,5.4359,-117.0258,196.6172,1.0300
Spruce 3,-4.7917,5.9180,-118.0766,322.2314,1.0114
Spruce 1,3.6159,8.0122,-119.7817,155.1483,0.9234
Spruce 1,11.8546,10.9046,-116.0553,81.3048,1.0982
Spruce 1,16.2363,12.0575,-115.7150,358.2933,1.0977
Spruce 3,22.6852,13.3428,-116.0966,355.1466,0.8639
Spruce 1,25.5077,14.0568,-115.1552,213.6245,0.9967
Spruce 3,34.3580,14.6071,-120.4272,260.1779,1.0496
Spruce 1,42.1362,16.3928,-117.7476,111.0433,0.9061
Spruce 1,43.6457,16.6385,-117.6153,128.8580,0.8700
Spruce 3,50.1763,17.5109,-116.4193,86.5068,1.1323
Spruce 1,108.1213,16.6705,-117.1319,29.0310,0.9459
Spruce 1,113.5106,16.6297,-115.0822,48.0336,1.1013
Spruce 3,118.7701,16.5983,-117.4838,145.6232,1.0721
Spruce 1,126.6234,16.4135,-119.8925,43.4161,1.0598
Spruce 3,126.8065,16.3901,-119.1043,25.7614,0.9766
Spruce 1,145.1806,14.9674,-114.9046,201.9543,0.9236
Spruce 1,-144.2057,19.5599,-111.0732,192.9962,0.8777
Spruce 3,-140.1379,19.7783,-110.1982,101.4379,1.0367
Spruce 1,-131.4911,19.5731,-109.9335,333.4586,1.0174
Spruce 3,-129.5020,19.3896,-109.0885,223.5359,1.0838
Spruce 1,-120.3321,17.7986,-110.7042,110.7223,0.9186
Spruce 3,-116.1416,16.6768,-110.2754,80.6349,0.8953
Spruce 1,-111.4565,15.6175,-114.0346,49.7473,0.9357
Spruce 3,-104.1194,13.3848,-114.2666,176.6625,1.0254
Spruce 3,-98.2061,11.6967,-114.5910,318.2007,1.0869
Spruce 1,-91.2013,9.9268,-114.3764,245.8459,0.8961
Spruce 3,-86.2854,8.7794,-111.5316,104.6747,1.0665
Spruce 3,-82.3015,8.0182,-112.5627,3.4894,1.0854
Spruce 1,-72.6625,6.2347,-114.7434,350.8255,0.9695
Spruce 1,-66.2566,5.1380,-112.3213,142.6212,0.9759
Spruce 1,-64.0354,4.7680,-112.7299,37.8999,0.9365
Spruce 1,-43.5533,1.5144,-112.0651,168.4641,1.0311
Spruce 1,-36.9708,0.9671,-110.2249,358.1966,1.0529
Spruce 1,-29.4694,0.8965,-113.8567,206.9306,1.0966
Spruce 1,-24.9932,1.4766,-111.7626,293.4980,0.9703
Spruce 3,-17.2977,2.9500,-110.0865,56.6737,0.9916
Spruce 3,-8.7289,5.1626,-111.8402,101.9573,0.9993
Spruce 1,0.1864,8.0355,-111.2820,80.6987,1.0162
Spruce 3,3.1343,8.6811,-114.0217,178.1191,0.9136
Spruce 1,11.1203,11.0167,-114.3487,19.0516,0.9217
Spruce 1,15.8375,12.6968,-111.5516,128.1570,1.0297
Spruce 1,21.5936,14.0397,-110.9408,163.9545,0.9563
Spruce 3,29.2791,15.5623,-109.7237,120.2404,1.0192
Spruce 1,35.8150,15.8944,-114.4393,87.4156,1.0566
Spruce 1,40.1290,16.8939,-110.8296,36.1805,0.9981
Spruce 3,44.5447,17.3034,-110.4561,191.9813,1.0146
Spruce 1,54.2510,17.6873,-112.7744,228.4225,0.9758
Spruce 3,106.1670,16.5403,-110.2434,310.0277,0.9944
Spruce 1,111.8228,16.6268,-114.3378,272.9839,0.8646
Spruce 3,114.9395,16.5530,-110.2829,153.2098,1.0091
Spruce 1,-150.1651,20.0980,-103.2651,62.4806,1.0122
Spruce 3,-145.6331,20.1424,-104.4482,125.0431,1.1070
Spruce 3,-139.8311,20.1253,-105.6645,131.9956,1.0820
Spruce 1,-132.2264,19.7288,-105.6879,83.2618,0.8628
Spruce 1,-128.1075,19.1197,-102.8914,83.6419,0.8606
Spruce 1,-121.9562,18.0034,-107.7007,228.1459,1.0637
Spruce 1,-117.9677,16.6424,-103.5690,1.9363,0.9085
Spruce 3,-109.7121,14.6069,-108.5338,52.9676,1.1125
Spruce 3,-105.4122,12.9295,-103.7205,305.0734,0.9049
Spruce 1,-96.4715,10.7051,-104.9673,30.3363,0.8741
Spruce 3,-92.1549,9.8490,-107.2238,271.6103,1.0721
Spruce 3,-84.0737,8.2314,-106.6743,221.8528,0.9425
Spruce 1,-80.7324,7.6275,-107.0349,45.1019,0.9169
Spruce 3,-73.0620,6.2536,-105.8115,276.7201,1.0804
Spruce 1,-53.8001,3.1763,-104.6870,67.6718,0.9656
Spruce 1,-50.7344,2.6822,-103.2890,226.1312,0.9553
Spruce 1,-46.6427,2.0960,-103.0438,158.5357,0.9353
Spruce 1,-40.4940,1.3539,-107.3378,93.1404,1.0448
Spruce 3,-30.9848,0.9976,-108.6773,20.7476,1.0725
Spruce 3,-28.4534,1.2018,-106.9601,112.1599,0.9665
Spruce 1,-21.6018,2.1274,-103.0206,296.5247,1.1348
Spruce 3,-16.8862,3.1051,-103.6954,317.1221,1.0928
Spruce 1,0.3597,8.5356,-105.4057,244.6063,0.8998
Spruce 3,1.9835,9.0226,-106.9845,271.4810,1.0075
Spruce 1,12.1704,12.4248,-103.0438,11.7988,1.1189
Spruce 1,14.3723,12.8701,-106.8341,8.1611,0.8863
Spruce 1,22.5315,14.5143,-108.5640,329.3150,0.8939
Spruce 1,25.1646,15.1933,-106.0371,98.8847,0.9351
Spruce 1,32.1270,16.3447,-104.1900,27.7755,0.9455
Spruce 3,37.2221,16.9212,-105.0309,33.3871,0.9885
Spruce 3,46.2596,17.3649,-104.2716,18.5406,1.0087
Spruce 3,49.2114,17.3363,-104.1613,205.9409,0.8609
Spruce 3,105.0904,16.4490,-103.6512,234.1934,1.1337
Spruce 1,111.3156,16.5273,-105.2885,318.1820,0.9788
Spruce 1,144.7503,14.7934,-103.4846,311.9073,0.9020
Spruce 3,-151.3333,20.4630,-98.9567,238.3525,0.9518
Spruce 1,-146.8718,20.5318,-99.5822,247.2587,1.1224
Spruce 1,-137.8101,20.2794,-102.1495,73.9592,1.1265
Spruce 1,-136.2371,20.3328,-98.4094,234.4344,1.1136
Spruce 1,-128.8734,19.1935,-97.5666,79.3470,0.9393
Spruce 3,-121.7243,17.4073,-98.9687,48.6016,0.8622
Spruce 3,-116.2250,15.9153,-100.9858,356.1900,0.8738
Spruce 3,-108.5278,13.4258,-98.4461,172.4923,1.0802
Spruce 1,-103.0013,11.9068,-97.9788,140.1568,0.8928
Spruce 3,-98.7524,11.0442,-101.3313,107.3862,0.9784
Spruce 3,-93.6403,9.8037,-98.9587,166.3136,1.0066
Spruce 1,-84.5667,8.1598,-101.4864,23.8092,0.8857
Spruce 3,-78.7031,6.9876,-97.2842,62.7565,1.0819
Spruce 1,-73.6243,6.1986,-100.0247,147.6252,1.1296
Spruce 3,-62.4299,4.3462,-100.4034,246.7908,1.0303
Spruce 3,-57.6265,3.4151,-97.3496,305.4838,0.9554
Spruce 3,-52.1653,2.6434,-98.3448,225.0651,1.1117
Spruce 1,-46.5568,1.9156,-99.0958,58.9571,1.0229
Spruce 3,-37.8802,1.0747,-98.5929,299.4167,1.0891
Spruce 3,-32.8184,0.9196,-96.9897,84.1286,1.1386
Spruce 3,-24.1527,1.7215,-102.6932,58.2739,0.9201
Spruce 3,-12.1335,4.3710,-102.1799,116.3177,1.0460
Spruce 3,-7.0102,5.9052,-97.2945,329.2996,0.9188
Spruce 1,-3.4878,7.0840,-96.8754,263.3661,0.9681
Spruce 1,5.7018,10.4528,-101.0736,247.1188,1.0832
Spruce 1,14.3316,12.9287,-100.9368,42.2943,1.1001
Spruce 3,24.6441,15.1319,-101.7721,255.7484,1.0374
Spruce 3,26.7846,15.3758,-99.5802,229.1073,0.8792
Spruce 3,33.7618,16.5006,-101.3188,24.1058,1.0886
Spruce 3,46.6981,16.8717,-98.0645,45.4694,1.1020
Spruce 3,49.8050,16.9222,-99.4456,212.8685,0.9654
Spruce 3,110.0563,16.4704,-98.0543,60.0310,0.8712
Spruce 3,149.2368,14.3262,-102.2781,2.4898,0.9297
Spruce 1,-149.3689,21.0835,-92.2549,182.9145,1.1106
Spruce 1,-147.6867,20.8469,-95.5471,295.6732,0.8948
Spruce 3,-142.0849,20.9430,-93.8486,192.5163,1.0845
Spruce 1,-133.7374,20.1903,-92.5983,21.0076,1.1275
Spruce 1,-125.3882,18.3016,-95.7240,22.5016,0.9460
Spruce 1,-121.8698,17.1453,-90.8189,318.1921,0.9298
Spruce 1,-115.0096,14.9903,-90.9616,284.0147,0.9071
Spruce 1,-110.4888,13.7608,-94.3868,323.2314,1.0188
Spruce 1,-103.9145,11.9553,-93.3832,26.9981,0.9667
Spruce 1,-99.0651,10.9011,-96.7986,263.5013,0.9487
Spruce 3,-94.9649,9.9004,-92.5521,7.7803,0.9122
Spruce 1,-84.4450,7.9048,-93.9288,337.1029,1.0918
Spruce 3,-81.6678,7.3827,-92.1043,38.2478,0.9296
Spruce 3,-75.9233,6.4683,-96.0604,23.8438,1.1478
Spruce 3,-70.1507,5.3586,-92.7333,177.8781,0.8582
Spruce 3,-62.8050,3.9450,-90.8830,248.4093,0.9235
Spruce 1,-55.8712,2.9161,-94.1492,298.0833,1.0102
Spruce 1,-53.2575,2.5955,-95.3969,352.7140,0.9006
Spruce 1,-41.3600,1.0718,-94.7995,225.3014,1.0378
Spruce 3,-36.6102,0.6263,-92.2360,304.3965,0.9348
Spruce 1,-33.8047,0.8334,-95.5783,194.5411,0.9289
Spruce 3,-27.0316,0.9993,-91.4509,218.0810,1.0640
Spruce 3,-18.3620,2.5356,-93.2684,131.3755,0.8848
Spruce 1,-12.3186,4.0103,-92.6871,35.6962,0.9812
Spruce 3,-5.3264,5.9430,-91.0278,27.4412,0.8539
Spruce 1,-0.1512,7.9663,-94.0321,256.4884,0.9704
Spruce 1,10.3426,11.1918,-94.4035,316.5926,0.9604
Spruce 1,17.7056,12.2487,-90.8385,187.8919,0.8847
Spruce 1,21.3876,13.5343,-93.4225,183.4588,0.9704
Spruce 3,25.3028,14.5952,-95.2327,174.9064,0.8788
Spruce 3,33.6425,15.9578,-95.6980,207.2488,0.9362
Spruce 3,46.7936,15.9657,-91.2995,0.2987,0.9431
Spruce 3,108.2746,16.4303,-93.1649,204.4622,0.9008
Spruce 1,111.2406,16.4335,-93.5032,118.7927,1.0876
Spruce 3,147.2518,14.5791,-95.2152,73.6581,0.9235
Spruce 1,-152.2822,21.2455,-89.5996,183.8474,1.0819
Spruce 1,-145.1404,21.4332,-87.7292,277.9603,1.0168
Spruce 3,-139.0722,21.0598,-88.4929,200.9004,0.9090
Spruce 1,-132.0505,19.9837,-87.6708,73.2886,1.0362
Spruce 1,-125.4805,18.2394,-88.0744,24.1152,0.9287
Spruce 1,-122.5837,17.3427,-88.0156,336.7988,0.9290
Spruce 1,-115.3102,15.0494,-86.2337,23.3921,1.1394
Spruce 1,-111.9598,14.0590,-89.7608,229.2162,0.9344
Spruce 3,-106.4850,12.6461,-84.9345,182.4495,1.0427
Spruce 1,-100.9244,11.2958,-85.8142,75.7051,1.1086
Spruce 1,-89.8775,8.8747,-90.4447,84.4855,0.8624
Spruce 1,-89.0078,8.7548,-87.0150,20.8717,1.0618
Spruce 1,-81.9248,7.4153,-89.2587,38.5733,1.0361
Spruce 3,-71.6385,5.5859,-90.7213,120.4855,0.8895
Spruce 3,-67.0896,4.7249,-89.9541,24.3864,1.1452
Spruce 3,-59.3460,3.1660,-87.9380,1.5796,1.0766
Spruce 1,-55.5696,2.5285,-89.1881,11.4496,0.8659
Spruce 1,-49.6655,1.4388,-87.5776,5.8571,1.0690
