# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-135.9145,19.2399,-218.2523,131.4018,1.0682
Spruce 1,-125.6052,16.4475,-219.3885,310.0733,0.8615
Spruce 1,-124.6951,16.2708,-218.6750,311.8946,1.0515
Spruce 1,-113.7830,14.4277,-219.3372,312.3517,1.1209
Spruce 3,-112.4904,14.5102,-218.8519,44.4985,0.9391
Spruce 1,-105.3340,14.7693,-219.1288,55.7384,0.9247
Spruce 1,-97.0567,17.2468,-215.8374,183.2775,0.8741
Spruce 1,-90.6092,18.8918,-214.2901,175.4059,0.9569
Spruce 3,-85.9104,18.6559,-219.3855,211.3212,0.9375
Spruce 3,-82.2994,20.5273,-214.1754,288.0651,0.9881
Spruce 1,-75.5610,21.8303,-215.9324,17.0276,0.9030
Spruce 3,-70.6626,22.8658,-218.1899,34.4397,1.0311
Spruce 1,-60.0763,24.5947,-214.2941,76.4769,1.1151
Spruce 1,-56.4577,24.7196,-215.2475,51.4449,0.8987
Spruce 1,-47.0929,23.0420,-216.7413,129.9730,0.9747
Spruce 3,-46.7049,23.2194,-218.5343,5.4604,1.0630
Spruce 3,-38.7585,19.5815,-218.2488,332.4006,0.9846
Spruce 1,-34.7243,17.7634,-219.3262,166.0328,0.8599
Spruce 3,-26.0193,12.0984,-213.7922,242.9861,0.9282
Spruce 1,-19.2163,9.5481,-214.5402,61.7831,0.8737
Spruce 3,-14.6519,8.7181,-217.1198,296.6368,0.9453
Spruce 1,-6.4198,6.9662,-217.1756,2.3225,1.0947
Spruce 1,0.2718,6.2311,-216.3779,262.9525,1.0266
Spruce 3,4.5724,5.9405,-218.4372,62.9368,1.1381
Spruce 1,9.2685,5.9954,-216.7600,235.6022,1.0604
Spruce 3,13.0994,6.1452,-216.5232,265.9494,1.0722
Spruce 3,40.2559,4.9425,-217.3619,228.0740,0.9005
Spruce 1,48.3290,1.9685,-216.9811,342.5145,1.0273
Spruce 1,53.6150,0.6327,-217.3492,154.2546,0.8764
Spruce 3,55.6474,0.3338,-218.9800,327.4871,1.0906
Spruce 3,66.7834,0.9183,-213.6621,87.2081,1.0947
Spruce 1,69.7954,0.8520,-217.0493,272.2404,1.0927
Spruce 3,78.5591,1.8382,-215.5869,18.9917,1.0836
Spruce 3,83.9748,1.5543,-218.8858,176.3685,1.0124
Spruce 1,85.2710,1.8628,-217.0119,89.0606,1.0609
Spruce 1,100.9668,1.9920,-217.7384,257.2226,0.8532
Spruce 3,107.4684,2.3008,-215.2652,255.5835,1.0134
Spruce 1,113.9037,2.5817,-214.0437,129.4636,0.9864
Spruce 1,116.3554,2.6850,-214.5919,150.7554,0.8776
Spruce 3,125.5602,3.5368,-219.3892,112.1142,1.1442
Spruce 3,129.2283,4.2818,-217.7282,316.5609,1.0073
Spruce 1,138.8102,6.8459,-216.1898,278.0365,0.8624
Spruce 3,143.6496,8.2902,-215.3345,335.6866,0.9111
Spruce 1,146.4534,9.0963,-214.9065,111.6312,0.8833
Spruce 1,156.2452,11.6821,-217.4082,76.9626,1.0532
Spruce 3,-168.9627,25.4033,-209.8940,251.7497,0.8852
Spruce 1,-142.1419,20.6293,-209.5057,32.1105,1.0020
Spruce 1,-131.9726,18.3194,-212.6429,189.7343,1.1408
Spruce 1,-127.9689,17.9188,-209.5774,99.6340,1.1493
Spruce 3,-123.7763,17.0366,-211.7374,148.6667,0.9371
Spruce 1,-116.6359,16.7333,-211.3395,213.6431,0.8692
Spruce 1,-112.6729,17.7777,-208.4867,111.6657,0.9653
Spruce 1,-101.8934,17.9506,-211.4345,83.0270,0.8633
Spruce 3,-98.8331,17.8555,-213.0948,302.4742,0.9059
Spruce 3,-88.9746,20.0289,-210.3958,74.0582,0.8772
Spruce 1,-86.2678,20.1325,-212.0776,235.4401,0.8943
Spruce 1,-81.9802,20.7254,-213.2303,156.8792,1.0983
Spruce 1,-72.4024,22.6849,-210.4337,15.4836,1.1240
Spruce 3,-54.8444,24.2934,-212.7844,276.1595,0.9704
Spruce 3,-47.4063,22.4866,-212.9315,162.0191,0.9752
Spruce 3,-44.4476,20.4687,-208.4901,308.9924,0.8692
Spruce 1,-40.0714,18.4124,-208.8453,262.9006,0.9581
Spruce 3,-34.0587,15.2769,-208.9131,219.1018,0.9226
Spruce 1,-26.1138,11.3382,-208.6495,51.6346,1.0882
Spruce 3,-17.7729,8.5372,-211.5336,146.2875,0.8608
Spruce 1,7.1077,6.7468,-211.1368,166.9280,0.8729
Spruce 1,17.0741,8.2217,-208.9994,104.8037,0.9937
Spruce 3,19.4718,8.0681,-210.5357,129.2479,0.9204
Spruce 1,41.9061,4.2105,-211.9570,42.5545,0.8718
Spruce 3,46.9248,2.2413,-209.6539,338.3628,0.9401
Spruce 1,54.5213,0.5250,-212.7802,49.2431,1.0271
Spruce 1,60.3999,0.7465,-208.6118,130.1041,0.9689
Spruce 3,66.3572,0.8918,-213.4368,19.1830,0.9652
Spruce 1,71.0289,1.9685,-210.4492,175.3489,1.1005
Spruce 1,73.4100,2.0366,-211.8468,269.6399,1.1459
Spruce 1,81.2732,2.7934,-211.0656,154.9771,0.9898
Spruce 1,89.8860,3.2624,-208.3071,204.1108,0.9432
Spruce 3,91.9769,3.1836,-208.3044,123.4892,1.0799
Spruce 3,100.2160,2.8191,-208.9916,241.8052,1.0712
Spruce 1,107.7429,2.5768,-211.3142,163.8214,0.8558
Spruce 3,109.7740,2.5205,-212.6733,316.7654,1.0940
Spruce 1,118.7681,2.9110,-213.5294,275.8525,1.1024
Spruce 1,123.8655,3.5978,-210.6391,199.9421,1.1398
Spruce 1,127.0643,4.1025,-210.2355,323.5698,1.0951
Spruce 3,137.7333,6.5444,-209.9722,345.3914,0.9976
Spruce 1,140.8016,7.3862,-211.2347,348.0670,0.9444
Spruce 1,-170.3654,25.5855,-201.9162,28.5479,1.0544
Spruce 1,-166.9495,25.2192,-202.3573,335.5400,0.9128
Spruce 1,-138.9029,20.3176,-204.5038,307.3763,0.9884
Spruce 3,-133.4221,19.1801,-206.2473,314.7677,1.1160
Spruce 1,-126.2899,18.3441,-206.0997,236.1946,1.0143
Spruce 3,-119.5270,17.8875,-207.1581,313.1000,0.8954
Spruce 1,-114.4134,18.1287,-207.0043,222.5879,1.0710
Spruce 1,-97.0777,20.5694,-203.1272,71.2540,1.0999
Spruce 1,-92.9320,20.8569,-202.8372,287.7737,0.9902
Spruce 1,-57.2807,23.0792,-204.0262,185.9285,1.0442
Spruce 3,-50.7632,21.9494,-204.1486,303.4961,1.0542
Spruce 3,-41.3785,18.4093,-204.5668,86.8551,0.9757
Spruce 1,-40.1766,17.7693,-204.0848,76.1027,1.1431
Spruce 3,-29.7762,12.6638,-203.5810,111.1214,0.8825
Spruce 1,-28.0627,12.0135,-206.1735,184.8351,0.9461
Spruce 1,-16.9826,7.8784,-207.2036,333.7658,0.9059
Spruce 1,-16.6515,7.7243,-205.0102,300.0431,0.9450
Spruce 1,12.8013,8.2335,-207.0040,229.5062,0.8728
Spruce 1,14.2902,9.6428,-202.3072,219.0189,0.9741
Spruce 1,24.9862,9.2139,-206.3661,45.6199,0.9606
Spruce 1,42.2251,4.0182,-207.0911,68.9468,0.9976
Spruce 1,47.2336,2.1375,-207.3459,162.1055,0.8931
Spruce 3,49.4052,1.5391,-206.9006,349.7092,0.9212
Spruce 3,56.1860,0.7228,-206.7695,315.3289,0.9233
Spruce 3,65.7773,1.7526,-206.4964,114.7468,1.0818
Spruce 1,67.4123,2.0816,-206.2441,254.4233,1.1344
Spruce 1,75.9932,3.2904,-206.8034,2.9803,1.0828
Spruce 3,80.5646,3.9258,-205.3112,136.3638,0.9586
Spruce 3,88.6210,3.5424,-206.9629,127.6051,0.8500
Spruce 3,94.0009,3.2135,-207.5555,64.5300,0.9602
Spruce 1,102.9798,3.2503,-204.4844,21.8173,0.9374
Spruce 3,107.1215,2.9330,-206.9132,47.2091,0.9019
Spruce 1,111.8776,3.4054,-202.5752,345.5140,0.9811
Spruce 1,120.6086,3.8122,-203.2164,258.8322,0.9187
Spruce 1,125.8972,4.3286,-204.4141,101.0699,1.1097
Spruce 3,131.1401,5.2157,-204.9276,297.6914,0.9754
Spruce 3,133.3678,5.6186,-206.0536,258.6353,1.0806
Spruce 1,144.8776,8.7324,-203.3594,118.6887,1.0646
Spruce 1,145.8779,8.9526,-204.1385,326.7053,0.9192
Spruce 3,-168.1420,25.4194,-197.1652,164.6363,0.9614
Spruce 1,-166.1713,25.2001,-198.2373,83.9457,0.9637
Spruce 3,-140.6469,21.4676,-197.2894,228.9650,0.9159
Spruce 1,-134.0050,20.8166,-196.2035,34.8040,0.9193
Spruce 1,-129.9973,20.6094,-195.8518,51.7516,1.0684
Spruce 1,-119.3699,20.8313,-195.6596,186.6990,0.9255
Spruce 1,-111.3833,21.1075,-196.5511,121.0800,0.8752
Spruce 1,-106.3709,21.4321,-195.6371,54.9082,0.8764
Spruce 1,-96.7861,21.3586,-197.0525,18.6490,1.0250
Spruce 1,-93.6998,21.0556,-200.8487,24.2035,1.1019
Spruce 3,-53.9907,21.2727,-197.4305,164.6404,1.1460
Spruce 1,-52.0680,21.6625,-201.1599,289.0496,0.8963
Spruce 1,-43.4269,18.8229,-201.3572,95.0563,0.8519
Spruce 1,-36.3592,15.5793,-200.6506,281.4139,1.1135
Spruce 3,-29.3071,12.3431,-195.9533,92.4798,0.8867
Spruce 1,-23.5472,10.1578,-196.3771,246.7619,1.0289
Spruce 3,-22.9075,9.9022,-196.9220,117.3510,1.0923
Spruce 1,-10.9556,7.6048,-195.9146,325.7278,0.8878
Spruce 1,-10.1399,7.2790,-198.1612,172.8169,0.8610
Spruce 3,-4.3502,7.3369,-199.4878,260.0821,0.9515
Spruce 1,4.0059,8.8030,-198.4267,122.4157,1.0344
Spruce 3,12.3626,9.5778,-201.5039,200.4738,1.0689
Spruce 3,14.7091,10.6745,-198.4233,286.5008,0.9907
Spruce 1,23.8951,10.5011,-200.1217,95.3955,1.0541
Spruce 3,33.6580,8.1963,-195.7596,282.6410,0.9602
Spruce 1,40.9027,4.8087,-197.7470,326.0660,1.0145
Spruce 1,44.2831,3.5716,-196.3566,159.7451,0.9935
Spruce 1,50.1264,1.8777,-198.7950,93.3935,1.1449
Spruce 3,60.1720,2.0338,-198.1860,222.2740,1.0317
Spruce 3,65.1718,2.6380,-200.1543,54.3545,1.1061
Spruce 3,68.7568,3.2105,-201.1597,33.9151,1.1253
Spruce 3,75.2252,5.2990,-195.7920,134.6105,0.8801
Spruce 1,92.9936,4.3097,-201.1092,130.9592,0.9453
Spruce 1,97.4520,4.6394,-197.1987,200.9327,0.9346
Spruce 1,107.3777,4.2679,-196.4060,269.9698,0.8623
Spruce 3,109.6389,3.8131,-199.1931,143.0770,0.9410
Spruce 3,118.7777,3.9304,-200.8073,138.2364,0.9325
Spruce 1,121.5372,4.2305,-200.3316,219.2815,0.9521
Spruce 1,128.3307,5.1975,-199.9143,101.3881,0.9273
Spruce 3,136.2637,6.9095,-199.1357,283.1692,0.9426
Spruce 3,141.5546,8.0065,-201.3316,70.7092,0.9540
Spruce 3,146.4212,9.2679,-201.4956,0.7773,0.9168
Spruce 3,-172.2733,25.7564,-195.5931,308.0127,0.9348
Spruce 3,-165.5175,25.3075,-190.2030,158.5206,0.9534
Spruce 3,-159.1193,24.4432,-195.0742,247.4787,0.9143
Spruce 1,-133.2162,20.9413,-195.1279,102.4316,0.8691
Spruce 3,-129.3179,21.0357,-193.5715,4.1756,0.8911
Spruce 1,-119.2528,21.4748,-192.5520,147.4424,0.9769
Spruce 3,-113.0120,21.2456,-195.4428,52.2829,0.9036
Spruce 3,-112.2384,21.2545,-195.5878,334.7177,1.1270
Spruce 1,-105.9457,21.4528,-195.5491,149.5740,0.9985
Spruce 1,-48.9320,18.8225,-190.8513,228.4827,0.9964
Spruce 1,-43.4353,17.2163,-190.7920,223.2946,0.9166
Spruce 1,-39.0144,16.0902,-194.2078,94.8712,0.8851
Spruce 3,-34.8098,14.5098,-194.7516,114.6698,0.9277
Spruce 3,-26.9398,11.4969,-194.1678,76.1325,0.9961
Spruce 1,-18.1054,8.8977,-193.4404,29.5584,1.0251
Spruce 1,-12.1834,8.0075,-193.6359,179.1766,0.9550
Spruce 1,-9.6478,7.6539,-195.3790,60.0508,1.0842
Spruce 3,0.0281,9.3346,-191.1502,215.9515,1.1111
Spruce 1,4.3270,9.5237,-195.0917,193.7028,1.0610
Spruce 1,12.4205,11.5968,-192.6841,88.0525,0.8611
Spruce 3,15.6358,12.4022,-190.4454,297.8058,0.9330
Spruce 3,20.4051,12.2146,-192.0637,297.2977,0.8920
Spruce 3,31.0216,9.6303,-191.6148,16.7390,1.0358
Spruce 3,36.9691,6.7456,-194.7923,175.9848,0.8777
Spruce 1,40.6104,5.3177,-191.9420,239.5152,1.1162
Spruce 1,47.3863,3.3280,-190.1638,67.3270,0.8637
Spruce 1,58.2347,2.2506,-194.9667,88.5799,0.9574
Spruce 3,65.4307,4.2462,-189.8786,321.8871,0.9221
Spruce 3,69.9844,4.4516,-195.3336,108.2958,1.1146
Spruce 3,94.3393,5.8869,-191.6929,325.2801,1.0891
Spruce 1,100.7181,4.8064,-194.9729,288.6346,0.8742
Spruce 3,108.7677,4.9569,-192.4958,244.2050,0.8900
Spruce 3,112.3662,5.1705,-191.4687,355.4048,0.9714
Spruce 3,115.9575,4.7774,-194.1087,6.3893,0.8862
Spruce 1,122.7457,5.9069,-190.8998,306.7334,0.8715
Spruce 3,130.0152,6.5195,-193.0407,353.7236,0.8740
Spruce 1,135.7762,7.4829,-194.1274,42.7518,0.9527
Spruce 1,144.1443,9.8429,-191.8732,192.9962,0.8777
Spruce 1,167.9165,15.0584,-193.4642,107.8777,1.1279
Spruce 1,-155.9820,24.6324,-185.5042,110.7223,0.9186
Spruce 1,-129.2355,21.9298,-188.7709,218.4848,0.8767
Spruce 3,-115.8561,22.1443,-189.3910,318.2007,1.0869
Spruce 1,-108.8513,22.2218,-189.1765,245.8459,0.8961
Spruce 1,-50.4315,18.6403,-187.2230,41.8345,0.9535
Spruce 3,-45.2191,17.5147,-188.9683,165.0507,1.1150
Spruce 1,-38.8817,15.4195,-185.8533,217.3348,1.0146
Spruce 3,-32.1423,13.5335,-185.2708,243.5031,0.9537
Spruce 1,-22.9801,11.3641,-183.7694,295.9545,0.8974
Spruce 1,-19.5012,10.4100,-185.2932,144.3355,0.9811
Spruce 1,-12.0584,8.7106,-189.3401,282.8098,0.8501
Spruce 1,-6.4041,9.1907,-186.7672,177.5880,0.9786
Spruce 1,-1.2523,9.8078,-186.6144,211.0814,1.1243
Spruce 1,2.0122,10.4520,-186.2767,46.6965,0.9717
Spruce 1,11.1117,12.1031,-188.3281,27.0773,1.0710
Spruce 1,15.7379,12.7632,-188.1663,194.9040,1.0069
Spruce 1,22.4740,12.7954,-186.0057,231.5527,0.9947
Spruce 1,26.8584,11.5543,-187.4734,304.5777,1.0790
Spruce 1,37.0249,7.3799,-186.2153,21.6392,1.1057
Spruce 1,40.0343,6.1631,-185.4687,238.2236,1.0215
Spruce 1,43.1756,4.8807,-186.6382,260.6350,0.9422
Spruce 1,58.2497,3.7341,-184.0490,150.9188,1.0056
Spruce 3,64.8570,4.7483,-184.2773,50.9811,0.8552
Spruce 1,71.8556,5.7950,-187.9728,35.4412,1.0918
Spruce 1,75.8159,6.5825,-186.2420,316.0760,0.8838
Spruce 3,97.0268,6.6155,-186.7115,27.7300,1.0061
Spruce 3,100.0413,5.9382,-189.3088,271.0265,0.8620
Spruce 1,107.9770,6.2438,-186.4185,207.5749,0.9482
Spruce 3,114.6277,6.1999,-186.9187,128.0775,0.8629
Spruce 1,120.3757,7.2211,-183.7703,332.0936,1.1067
Spruce 1,121.2460,6.7221,-186.3550,261.1056,1.0333
Spruce 1,132.4876,8.6167,-184.4600,188.1326,1.0234
Spruce 1,138.6768,9.7326,-184.9601,186.7265,1.1037
Spruce 1,139.6084,9.1536,-189.3441,354.5147,1.0096
Spruce 1,167.3244,16.1622,-185.7976,8.8217,1.1115
Spruce 3,-55.5842,19.1815,-182.2914,246.7819,1.1250
Spruce 1,-52.8284,18.5671,-181.2884,330.6626,0.9783
Spruce 3,-46.7884,17.2378,-181.4947,345.3710,0.8829
Spruce 1,-40.7888,15.8027,-181.8950,87.7305,0.8903
Spruce 1,-34.6673,14.4164,-179.7046,7.3604,1.0658
Spruce 1,-25.0336,12.4575,-179.1507,110.3972,0.8923
Spruce 1,-17.5750,10.7989,-181.2699,346.7618,0.9349
Spruce 3,-16.6824,11.3330,-177.9034,306.2783,0.8707
Spruce 3,-5.1359,10.6649,-178.7444,144.3617,1.0593
Spruce 1,0.7097,11.0627,-180.2057,244.6063,0.8998
Spruce 3,2.3335,11.1255,-181.7845,271.4810,1.0075
Spruce 1,12.5204,13.6804,-177.8438,11.7988,1.1189
Spruce 1,14.7223,13.5085,-181.6341,8.1611,0.8863
Spruce 1,22.8815,13.0271,-183.3640,329.3150,0.8939
Spruce 1,25.5146,12.6817,-180.8371,98.8847,0.9351
Spruce 1,32.4770,10.2293,-178.9900,27.7755,0.9455
Spruce 3,37.5721,7.8432,-179.8309,33.3871,0.9885
Spruce 1,65.6887,5.3294,-178.0352,230.8941,1.0216
Spruce 3,71.6244,6.3376,-179.0403,325.4245,1.0787
Spruce 1,74.3737,6.8090,-177.7977,271.2341,1.0306
Spruce 3,102.1988,7.8772,-178.6857,156.9349,1.0452
Spruce 1,106.5615,6.9057,-183.4308,90.9901,1.1152
Spruce 3,113.9471,7.0427,-183.0311,191.8872,0.9413
Spruce 3,117.0613,7.9521,-179.3310,3.0170,0.9926
Spruce 1,126.3654,8.5562,-180.2654,238.0034,1.1099
Spruce 3,145.1259,12.1150,-178.1513,39.0285,1.1245
Spruce 1,151.5926,13.5009,-178.0709,263.4360,0.9031
Spruce 3,158.5240,14.9943,-178.3285,314.0047,0.9713
Spruce 1,165.5797,16.2553,-181.8137,229.8769,1.0288
Spruce 1,-108.2101,22.9954,-175.0328,230.4799,0.9330
Spruce 1,-53.3574,18.4841,-175.1396,172.2061,0.8629
Spruce 3,-50.5534,18.0109,-171.9915,100.4090,1.0557
Spruce 1,-41.4996,16.2465,-172.8252,68.0830,1.1046
Spruce 3,-36.4948,15.3797,-172.4497,44.5929,1.0376
Spruce 1,-31.2458,14.0053,-176.3968,205.1905,0.8991
Spruce 3,-24.7429,13.3457,-173.3220,148.8936,1.0995
Spruce 3,-17.1397,12.4025,-172.9398,308.8356,0.9201
Spruce 1,-16.8432,12.4572,-172.5193,99.9873,0.8986
Spruce 1,-7.4265,11.8954,-172.4335,235.2521,1.1320
Spruce 3,-3.0114,11.8479,-173.3102,82.5422,1.0691
Spruce 3,6.5383,12.8090,-175.7878,141.7403,0.9516
Spruce 1,11.4394,14.2962,-172.5982,279.7801,0.9919
Spruce 3,17.1687,14.3011,-176.7744,111.7914,0.9316
Spruce 1,19.8402,14.9148,-172.5975,61.6768,1.1472
Spruce 3,30.4245,11.8746,-173.8520,193.1859,0.9542
Spruce 3,35.5877,9.0956,-177.0170,88.8728,1.0031
Spruce 1,42.9673,6.7507,-172.8275,179.5940,1.0307
Spruce 1,52.7902,4.7545,-172.5602,201.2617,0.9052
Spruce 1,59.6149,4.6434,-175.2918,33.0860,0.9849
Spruce 1,66.0385,5.5501,-173.8230,215.0922,0.9968
Spruce 1,72.6113,6.6035,-174.2468,212.9857,0.9370
Spruce 3,76.8900,7.2354,-172.7877,71.0018,1.0403
Spruce 3,83.7147,7.8506,-176.2437,25.4301,1.1173
Spruce 3,86.0505,8.1494,-172.9616,75.7352,0.9527
Spruce 3,92.7151,8.5391,-172.4137,310.9867,0.9510
Spruce 1,99.0043,8.6347,-173.0632,95.6727,1.0493
Spruce 3,103.0915,8.8206,-171.6689,312.6702,0.9666
Spruce 1,112.0986,8.3759,-175.9867,53.7319,0.8724
Spruce 3,124.0014,9.6440,-171.6784,213.7533,1.0104
Spruce 3,131.2517,10.0348,-175.3260,354.7095,0.8675
Spruce 1,134.1261,10.3767,-175.9261,205.8116,0.8688
Spruce 1,145.0312,12.3366,-175.0428,257.4254,1.1152
Spruce 1,150.8884,13.4615,-175.3882,168.6725,1.0867
Spruce 1,153.4632,13.9351,-177.4650,203.1295,1.1194
Spruce 1,160.4668,15.4062,-176.4409,134.0923,0.8725
Spruce 1,163.0514,15.8020,-174.2696,20.1088,1.0696
Spruce 1,-156.0950,25.5749,-168.7289,337.1029,1.0918
Spruce 3,-153.3178,25.6163,-166.9043,38.2478,0.9296
Spruce 3,-107.6105,23.1223,-170.1302,159.0468,1.0214
Spruce 3,-106.3673,23.0869,-168.3962,84.1873,0.8521
Spruce 3,-36.6784,16.0151,-167.3202,211.8979,1.0969
Spruce 1,-30.0071,14.5299,-170.9040,246.7765,1.0991
Spruce 1,-27.3010,14.4520,-168.9757,346.3319,1.1487
Spruce 1,-19.1825,12.9294,-171.5224,166.0734,1.1074
Spruce 3,-15.8081,13.0668,-169.1913,21.0116,1.0465
