rotationId,startUtc,endUtc,nameEn,nameJa,clubQuota,ballQuota,characterQuota,gachaFeaturedCount,gachaBasePoolId,featuredWeightMul,excludeWeeks,seed,pinnedClubs,pinnedBalls,pinnedCharacter,pinnedFeatured,materializedAt,is_active
wk_2026_48,2026-11-23T00:00:00Z,2026-11-30T00:00:00Z,A.WEDGE WEEK · GOLFINX,Aウェッジウィーク · GOLFINX,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3186200379,club_awedge_gf_legendary;club_pwedge_golfinix_mythic;club_swedge_greenswing_rare;club_putter_puttace_rare;club_driver_tifto_uncommon;club_wood_fairloft_uncommon;club_iron_mireo_common;club_awedge_gf_common;club_pwedge_forefit_common,ball_fyloe_soft;ball_fairloft;ball_putt_ace,char_elizabeth,club_awedge_gf_legendary;club_pwedge_golfinix_mythic,,true
wk_2026_49,2026-11-30T00:00:00Z,2026-12-07T00:00:00Z,P.WEDGE WEEK · TEEPIT WNDRWLL,Pウェッジウィーク · TEEPIT WNDRWLL,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Any:1,2,pool_standard_club1,3,4,3169422760,club_pwedge_teepit_legendary;club_swedge_teepit_mythic;club_putter_teepit_rare;club_driver_teepit_rare;club_wood_teepit_uncommon;club_iron_teepit_uncommon;club_awedge_teepit_common;club_pwedge_teepit_common;club_swedge_teepit_common,ball_fyloe_aim;ball_fairway_threads;ball_shimmer_g,char_camila,club_pwedge_teepit_legendary;club_swedge_teepit_mythic,,true
wk_2026_50,2026-12-07T00:00:00Z,2026-12-14T00:00:00Z,S.WEDGE WEEK · FAIRX,Sウェッジウィーク · FAIRX,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1340515194,club_swedge_fairx_legendary;club_putter_fairx_mythic;club_driver_fairx_rare;club_wood_fairx_rare;club_iron_fairx_uncommon;club_awedge_fairx_uncommon;club_pwedge_fairx_common;club_swedge_fairx_common;club_putter_fairx_common,ball_ace_attire;ball_tifto;ball_klyro,char_roshana,club_swedge_fairx_legendary;club_putter_fairx_mythic,,true
wk_2026_51,2026-12-14T00:00:00Z,2026-12-21T00:00:00Z,PUTTER WEEK · GREEN SWING,パターウィーク · GREEN SWING,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,1357292813,club_putter_greenswing_legendary;club_driver_greenswing_mythic;club_wood_greenswing_rare;club_iron_greenswing_rare;club_awedge_greenswing_uncommon;club_pwedge_greenswing_uncommon;club_swedge_greenswing_common;club_putter_greenswing_common;club_driver_greenswing_common,ball_clover_pro;ball_royal_swing;ball_soralis,char_johan,club_putter_greenswing_legendary;club_driver_greenswing_mythic,,true
wk_2026_52,2026-12-21T00:00:00Z,2026-12-28T00:00:00Z,HOLIDAY WEEK,ホリデーウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Common:1;Uncommon:1;Rare:1,Legendary:1,2,pool_standard_club1,3,4,1306959956,club_driver_tifto_legendary;club_wood_tifto_mythic;club_iron_tifto_rare;club_awedge_tifto_rare;club_pwedge_tifto_uncommon;club_swedge_tifto_uncommon;club_putter_tifto_common;club_driver_tifto_common;club_wood_tifto_legendary,ball_birdie_v1;ball_golfin_mk2;ball_golfinix,char_shae,club_driver_tifto_legendary;club_wood_tifto_legendary,,true
wk_2026_53,2026-12-28T00:00:00Z,2027-01-04T00:00:00Z,YEAR-END WEEK,年末ウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Legendary:1,2,pool_standard_club1,3,4,1323737575,club_wood_forefit_legendary;club_iron_forefit_mythic;club_awedge_forefit_rare;club_pwedge_forefit_rare;club_swedge_forefit_uncommon;club_putter_forefit_uncommon;club_driver_forefit_common;club_wood_forefit_common;club_iron_forefit_legendary,ball_gf;ball_putt_ace;ball_mireo,char_ean,club_wood_forefit_legendary;club_iron_forefit_legendary,,true
wk_2027_01,2027-01-04T00:00:00Z,2027-01-11T00:00:00Z,NEW YEAR HATSUURI,新春初売りウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Common:1;Uncommon:1;Rare:1,Supreme:1,2,pool_standard_club1,3,4,3380587017,club_iron_klyro_legendary;club_awedge_klyro_mythic;club_pwedge_klyro_rare;club_swedge_klyro_rare;club_putter_klyro_uncommon;club_driver_klyro_uncommon;club_wood_klyro_common;club_iron_klyro_common;club_awedge_klyro_legendary,ball_par_perfect;ball_fairloft;ball_fairway_threads,char_freda,club_iron_klyro_legendary;club_awedge_klyro_legendary,,true
wk_2027_02,2027-01-11T00:00:00Z,2027-01-18T00:00:00Z,A.WEDGE WEEK · VBOOOT,Aウェッジウィーク · VBOOOT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Any:1,2,pool_standard_club1,3,4,3330254160,club_awedge_vboot_legendary;club_pwedge_vboot_mythic;club_swedge_vboot_rare;club_putter_vboot_rare;club_driver_vboot_uncommon;club_wood_vboot_uncommon;club_iron_vboot_common;club_awedge_vboot_common;club_pwedge_vboot_common,ball_fyloe_aim;ball_klyro;ball_shimmer_g,char_mike,club_awedge_vboot_legendary;club_pwedge_vboot_mythic,,true
wk_2027_03,2027-01-18T00:00:00Z,2027-01-25T00:00:00Z,P.WEDGE WEEK · FYLOE,Pウェッジウィーク · FYLOE,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3347031779,club_pwedge_fyloe_legendary;club_swedge_fyloe_mythic;club_putter_fyloe_rare;club_driver_fyloe_rare;club_wood_fyloe_uncommon;club_iron_fyloe_uncommon;club_awedge_fyloe_common;club_pwedge_fyloe_common;club_swedge_fyloe_common,ball_fyloe_soft;ball_clover_pro;ball_royal_swing,char_guillermo,club_pwedge_fyloe_legendary;club_swedge_fyloe_mythic,,true
wk_2027_04,2027-01-25T00:00:00Z,2027-02-01T00:00:00Z,S.WEDGE WEEK · MIREO,Sウェッジウィーク · MIREO,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,3430919874,club_swedge_mireo_legendary;club_putter_mireo_mythic;club_driver_mireo_rare;club_wood_mireo_rare;club_iron_mireo_uncommon;club_awedge_mireo_uncommon;club_pwedge_mireo_common;club_swedge_mireo_common;club_putter_mireo_common,ball_tifto;ball_golfinix;ball_cirq,char_richard,club_swedge_mireo_legendary;club_putter_mireo_mythic,,true
wk_2027_05,2027-02-01T00:00:00Z,2027-02-08T00:00:00Z,PUTTER WEEK · BOGEYB,パターウィーク · BOGEYB,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3447697493,club_putter_bogeyb_legendary;club_driver_bogeyb_mythic;club_wood_bogeyb_rare;club_iron_fairx_rare;club_awedge_bogeyb_uncommon;club_pwedge_gf_uncommon;club_swedge_bogeyb_common;club_putter_golfin_common;club_driver_teepit_common,ball_ace_attire;ball_golfin_mk2;ball_putt_ace,char_roshana,club_putter_bogeyb_legendary;club_driver_bogeyb_mythic,,true
wk_2027_06,2027-02-08T00:00:00Z,2027-02-15T00:00:00Z,VALENTINE WEEK,バレンタインウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Legendary:1,2,pool_standard_club1,3,4,3397364636,club_driver_gf_legendary;club_wood_gf_mythic;club_iron_gf_rare;club_awedge_fairx_rare;club_pwedge_eaglez_uncommon;club_swedge_teepit_uncommon;club_putter_gf_common;club_driver_vboot_common;club_wood_golfin_legendary,ball_gf;ball_fairway_threads;ball_mireo,char_shae,club_driver_gf_legendary;club_wood_golfin_legendary,,true
wk_2027_07,2027-02-15T00:00:00Z,2027-02-22T00:00:00Z,WOOD WEEK · PAR PERFECT,ウッドウィーク · PAR PERFECT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3414142255,club_wood_parperfect_legendary;club_iron_parperfect_mythic;club_awedge_parperfect_rare;club_pwedge_fairloft_rare;club_swedge_parperfect_uncommon;club_putter_golfinix_uncommon;club_driver_parperfect_common;club_wood_vboot_common;club_iron_greenswing_common,ball_birdie_v1;ball_fairloft;ball_klyro,char_mike,club_wood_parperfect_legendary;club_iron_parperfect_mythic,,true
wk_2027_08,2027-02-22T00:00:00Z,2027-03-01T00:00:00Z,IRON WEEK · EAGLEZ,アイアンウィーク · EAGLEZ,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Any:1,2,pool_standard_club1,3,4,3498030350,club_iron_eaglez_legendary;club_awedge_eaglez_mythic;club_pwedge_eaglez_rare;club_swedge_golfin_rare;club_putter_eaglez_uncommon;club_driver_puttace_uncommon;club_wood_eaglez_common;club_iron_tifto_common;club_awedge_bogeyb_common,ball_fyloe_aim;ball_royal_swing;ball_shimmer_g,char_ean,club_iron_eaglez_legendary;club_awedge_eaglez_mythic,,true
wk_2027_09,2027-03-01T00:00:00Z,2027-03-08T00:00:00Z,A.WEDGE WEEK · GOLFIN,Aウェッジウィーク · GOLFIN,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3514807969,club_awedge_golfin_legendary;club_pwedge_golfin_mythic;club_swedge_teepit_rare;club_putter_tifto_rare;club_driver_golfin_uncommon;club_wood_greenswing_uncommon;club_iron_golfin_common;club_awedge_fairx_common;club_pwedge_golfinix_common,ball_par_perfect;ball_clover_pro;ball_golfinix,char_johan,club_awedge_golfin_legendary;club_pwedge_golfin_mythic,,true
wk_2027_10,2027-03-08T00:00:00Z,2027-03-15T00:00:00Z,P.WEDGE WEEK · PUTT ACE,Pウェッジウィーク · PUTT ACE,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,3464622207,club_pwedge_puttace_legendary;club_swedge_puttace_mythic;club_putter_parperfect_rare;club_driver_gf_rare;club_wood_puttace_uncommon;club_iron_greenswing_uncommon;club_awedge_puttace_common;club_pwedge_royal_common;club_swedge_parperfect_common,ball_golfin_mk2;ball_putt_ace;ball_soralis,char_richard,club_pwedge_puttace_legendary;club_swedge_puttace_mythic,,true
wk_2027_11,2027-03-15T00:00:00Z,2027-03-22T00:00:00Z,S.WEDGE WEEK · FAIRLOFT,Sウェッジウィーク · FAIRLOFT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3447844588,club_swedge_fairloft_legendary;club_putter_fairloft_mythic;club_driver_fairloft_rare;club_wood_fyloe_rare;club_iron_fairloft_uncommon;club_awedge_forefit_uncommon;club_pwedge_fairloft_common;club_swedge_tifto_common;club_putter_parperfect_common,ball_ace_attire;ball_gf;ball_fairway_threads,char_elizabeth,club_swedge_fairloft_legendary;club_putter_fairloft_mythic,,true
wk_2027_12,2027-03-22T00:00:00Z,2027-03-29T00:00:00Z,SAKURA WEEK,桜ウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Legendary:1,2,pool_standard_club1,3,4,3498177445,club_putter_golfinix_legendary;club_driver_golfinix_mythic;club_wood_golfinix_rare;club_iron_teepit_rare;club_awedge_golfinix_uncommon;club_pwedge_parperfect_uncommon;club_swedge_golfinix_common;club_putter_fyloe_common;club_driver_mireo_legendary,ball_fairloft;ball_klyro;ball_cirq,char_roshana,club_putter_golfinix_legendary;club_driver_mireo_legendary,,true
wk_2027_13,2027-03-29T00:00:00Z,2027-04-05T00:00:00Z,DRIVER WEEK · ROYAL SWING,ドライバーウィーク · ROYAL SWING,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3481399826,club_driver_royal_legendary;club_wood_royal_mythic;club_iron_royal_rare;club_awedge_teepit_rare;club_pwedge_royal_uncommon;club_swedge_fyloe_uncommon;club_putter_royal_common;club_driver_fairx_common;club_wood_puttace_common,ball_birdie_v1;ball_tifto;ball_royal_swing,char_guillermo,club_driver_royal_legendary;club_wood_royal_mythic,,true
wk_2027_14,2027-04-05T00:00:00Z,2027-04-12T00:00:00Z,SPRING MAJOR WEEK,春のメジャーウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Legendary:1,2,pool_standard_club1,3,4,3397511731,club_wood_fairwaythreads_legendary;club_iron_fairwaythreads_mythic;club_awedge_fairwaythreads_rare;club_pwedge_vboot_rare;club_swedge_fairwaythreads_uncommon;club_putter_fairloft_uncommon;club_driver_fairwaythreads_common;club_wood_fairx_common;club_iron_golfinix_legendary,ball_fyloe_aim;ball_golfinix;ball_shimmer_g,char_shae,club_wood_fairwaythreads_legendary;club_iron_golfinix_legendary,,true
wk_2027_15,2027-04-12T00:00:00Z,2027-04-19T00:00:00Z,IRON WEEK · GOLFINX,アイアンウィーク · GOLFINX,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3380734112,club_iron_vboot_legendary;club_awedge_gf_mythic;club_pwedge_mireo_rare;club_swedge_fairx_rare;club_putter_fairx_uncommon;club_driver_mireo_uncommon;club_wood_golfin_common;club_iron_puttace_common;club_awedge_tifto_common,ball_fyloe_soft;ball_clover_pro;ball_putt_ace,char_camila,club_iron_vboot_legendary;club_awedge_gf_mythic,,true
wk_2027_16,2027-04-19T00:00:00Z,2027-04-26T00:00:00Z,A.WEDGE WEEK · TEEPIT WNDRWLL,Aウェッジウィーク · TEEPIT WNDRWLL,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,3431066969,club_awedge_teepit_legendary;club_pwedge_teepit_mythic;club_swedge_fairloft_rare;club_putter_fairx_rare;club_driver_teepit_uncommon;club_wood_fairx_uncommon;club_iron_teepit_common;club_awedge_mireo_common;club_pwedge_greenswing_common,ball_golfin_mk2;ball_fairway_threads;ball_soralis,char_johan,club_awedge_teepit_legendary;club_pwedge_teepit_mythic,,true
wk_2027_17,2027-04-26T00:00:00Z,2027-05-03T00:00:00Z,P.WEDGE WEEK · FAIRX,Pウェッジウィーク · FAIRX,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3414289350,club_pwedge_fairx_legendary;club_swedge_fairx_mythic;club_putter_fairloft_rare;club_driver_greenswing_rare;club_wood_royal_uncommon;club_iron_forefit_uncommon;club_awedge_fairloft_common;club_pwedge_klyro_common;club_swedge_royal_common,ball_ace_attire;ball_fairloft;ball_klyro,char_richard,club_pwedge_fairx_legendary;club_swedge_fairx_mythic,,true
wk_2027_18,2027-05-03T00:00:00Z,2027-05-10T00:00:00Z,GOLDEN WEEK SPECIAL,ゴールデンウィーク特別,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Supreme:1,2,pool_standard_club1,3,4,3598843159,club_swedge_greenswing_legendary;club_putter_greenswing_mythic;club_driver_vboot_rare;club_wood_eaglez_rare;club_iron_parperfect_uncommon;club_awedge_royal_uncommon;club_pwedge_fairwaythreads_common;club_swedge_golfin_common;club_putter_fairwaythreads_legendary,ball_tifto;ball_royal_swing;ball_mireo,char_freda,club_swedge_greenswing_legendary;club_putter_fairwaythreads_legendary,,true
wk_2027_19,2027-05-10T00:00:00Z,2027-05-17T00:00:00Z,PUTTER WEEK · TIFTO,パターウィーク · TIFTO,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,3582065540,club_putter_tifto_legendary;club_driver_tifto_mythic;club_wood_tifto_rare;club_iron_klyro_rare;club_awedge_tifto_uncommon;club_pwedge_klyro_uncommon;club_swedge_eaglez_common;club_putter_klyro_common;club_driver_golfin_common,ball_birdie_v1;ball_gf;ball_golfinix,char_guillermo,club_putter_tifto_legendary;club_driver_tifto_mythic,,true
wk_2027_20,2027-05-17T00:00:00Z,2027-05-24T00:00:00Z,DRIVER WEEK · FOREFIT,ドライバーウィーク · FOREFIT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Any:1,2,pool_standard_club1,3,4,1551532356,club_driver_forefit_legendary;club_wood_forefit_mythic;club_iron_forefit_rare;club_awedge_klyro_rare;club_pwedge_forefit_uncommon;club_swedge_golfin_uncommon;club_putter_forefit_common;club_driver_klyro_common;club_wood_tifto_common,ball_fyloe_aim;ball_putt_ace;ball_shimmer_g,char_camila,club_driver_forefit_legendary;club_wood_forefit_mythic,,true
wk_2027_21,2027-05-24T00:00:00Z,2027-05-31T00:00:00Z,WOOD WEEK · KLYRO,ウッドウィーク · KLYRO,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1568309975,club_wood_klyro_legendary;club_iron_klyro_mythic;club_awedge_fairloft_rare;club_pwedge_golfinix_rare;club_swedge_klyro_uncommon;club_putter_vboot_uncommon;club_driver_mireo_common;club_wood_mireo_common;club_iron_golfinix_common,ball_fyloe_soft;ball_golfin_mk2;ball_fairway_threads,char_mike,club_wood_klyro_legendary;club_iron_klyro_mythic,,true
wk_2027_22,2027-05-31T00:00:00Z,2027-06-07T00:00:00Z,IRON WEEK · VBOOOT,アイアンウィーク · VBOOOT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,1585087594,club_iron_gf_legendary;club_awedge_vboot_mythic;club_pwedge_greenswing_rare;club_swedge_puttace_rare;club_putter_puttace_uncommon;club_driver_fairx_uncommon;club_wood_greenswing_common;club_iron_forefit_common;club_awedge_greenswing_common,ball_clover_pro;ball_klyro;ball_cirq,char_elizabeth,club_iron_gf_legendary;club_awedge_vboot_mythic,,true
wk_2027_23,2027-06-07T00:00:00Z,2027-06-14T00:00:00Z,A.WEDGE WEEK · FYLOE,Aウェッジウィーク · FYLOE,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1601865213,club_awedge_fyloe_legendary;club_pwedge_fyloe_mythic;club_swedge_fyloe_rare;club_putter_golfinix_rare;club_driver_fyloe_uncommon;club_wood_klyro_uncommon;club_iron_fyloe_common;club_awedge_forefit_common;club_pwedge_bogeyb_common,ball_par_perfect;ball_tifto;ball_royal_swing,char_ean,club_awedge_fyloe_legendary;club_pwedge_fyloe_mythic,,true
wk_2027_24,2027-06-14T00:00:00Z,2027-06-21T00:00:00Z,P.WEDGE WEEK · MIREO,Pウェッジウィーク · MIREO,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,1484421880,club_pwedge_mireo_legendary;club_swedge_mireo_mythic;club_putter_mireo_rare;club_driver_tifto_rare;club_wood_mireo_uncommon;club_iron_golfinix_uncommon;club_awedge_royal_common;club_pwedge_gf_common;club_swedge_vboot_common,ball_gf;ball_golfinix;ball_mireo,char_guillermo,club_pwedge_mireo_legendary;club_swedge_mireo_mythic,,true
