# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-37.0547,11.2984,-1.0493,272.2404,1.0927
Spruce 3,44.1778,15.9444,-0.3320,333.3782,1.0927
Spruce 1,45.2559,16.1378,-0.8717,300.4870,0.9153
Spruce 1,58.7126,18.0231,0.9102,352.9887,1.0323
Spruce 1,64.0686,19.5857,-1.4217,188.7208,1.1119
Spruce 3,-59.2004,10.8996,6.6655,335.6866,0.9111
Spruce 1,-56.3966,11.2452,7.0935,111.6312,0.8833
Spruce 1,-46.6049,11.6172,4.5918,76.9626,1.0532
Spruce 3,42.2226,15.4732,5.0734,70.4243,0.9330
Spruce 1,51.9416,16.5715,4.8778,55.6778,0.9630
Spruce 1,62.4771,18.7608,7.5133,111.6657,0.9653
Spruce 1,73.2566,21.3248,4.5655,83.0270,0.8633
Spruce 3,-73.6831,10.3778,8.9052,302.4742,0.9059
Spruce 3,-63.8247,11.5317,11.6042,74.0582,0.8772
Spruce 1,-61.1178,11.4157,9.9224,235.4401,0.8943
Spruce 1,-56.8302,11.5628,8.7697,156.8792,1.0983
Spruce 1,45.6514,16.9877,12.0517,199.8755,1.0975
Spruce 3,54.9637,17.5250,9.2606,264.0421,0.9533
Spruce 1,56.4151,18.0687,10.8381,306.9199,1.1038
Spruce 1,65.7197,19.7082,9.7423,231.9701,1.0175
Spruce 1,68.2576,20.4291,10.8632,166.9280,0.8729
Spruce 1,-71.7759,12.4845,19.0006,104.8037,0.9937
Spruce 3,-69.3782,12.3066,17.4643,129.2479,0.9204
Spruce 1,-59.0446,12.8273,16.1664,291.3625,1.0169
Spruce 1,52.2273,19.5170,17.1955,317.5736,1.0918
Spruce 3,65.6018,20.7410,15.3269,275.8806,1.1262
Spruce 3,70.2582,22.2755,17.5660,265.4842,1.1194
Spruce 1,-71.7699,13.5885,25.0929,6.9757,0.9110
Spruce 3,55.8838,21.5772,21.2563,0.0280,0.8738
Spruce 1,61.4427,21.9010,20.6050,65.5421,1.1296
Spruce 1,72.9925,24.5459,22.7171,185.7720,1.0524
Spruce 3,-73.2947,14.1877,29.1681,81.1645,1.0264
Spruce 1,64.0830,26.2392,30.2838,207.0845,0.9593
Spruce 1,-70.7417,15.1834,37.9715,150.8449,1.0790
Spruce 1,62.1362,27.4803,33.6339,45.6199,0.9606
Spruce 3,69.2038,29.3550,37.4909,207.7501,0.8754
Spruce 3,-72.8487,15.1088,39.5491,36.1804,0.8627
Spruce 1,-68.9384,15.3041,41.1018,353.4993,0.8850
Spruce 3,-75.0132,13.9331,47.2277,157.2746,0.8958
Spruce 3,-64.0414,14.9908,49.9586,82.4814,0.9118
Spruce 1,-1.8219,24.8274,45.2279,83.0509,0.9803
Spruce 3,7.6451,27.8925,48.9462,14.5055,0.9405
Spruce 3,10.7681,28.4969,48.9674,233.3647,1.0717
Spruce 1,20.9787,30.3768,47.7627,83.9457,0.9637
Spruce 1,-74.8473,10.6124,56.1482,51.7516,1.0684
Spruce 1,-64.2199,13.3944,56.3404,186.6990,0.9255
Spruce 1,-62.6634,14.7901,52.7840,52.6753,1.1024
Spruce 1,-57.2963,16.3340,52.4180,68.5699,1.1481
Spruce 1,-3.9740,28.1040,54.0146,32.1941,1.0453
Spruce 1,-2.5151,27.9138,52.7783,250.1727,1.0980
Spruce 1,7.0621,30.7107,56.3191,26.4037,0.8941
Spruce 3,11.5124,29.5773,51.3270,14.5699,1.0262
Spruce 1,14.2516,29.8193,50.4376,56.9641,1.0795
Spruce 3,23.5633,32.9243,55.6693,338.8037,1.1321
Spruce 3,50.2425,34.0549,55.0780,117.3510,1.0923
Spruce 1,-72.3612,10.6388,57.3360,35.9872,0.9940
Spruce 1,-67.6878,10.5676,62.1885,177.3540,1.0667
Spruce 3,-60.6267,14.1803,58.4156,318.7535,0.9520
Spruce 3,-57.7039,14.8361,60.5288,99.5468,1.0171
Spruce 1,-48.6233,17.7394,62.1343,290.7043,1.0888
Spruce 3,-44.3217,19.2622,57.6064,294.3262,0.9295
Spruce 3,-36.3503,21.0175,59.0080,132.2438,1.0440
Spruce 3,-29.0893,22.5688,60.2526,197.4315,0.8971
Spruce 1,-16.5566,25.7326,57.5568,64.5829,0.9831
Spruce 3,-12.9950,26.9083,59.0433,307.3170,0.9278
Spruce 3,-6.3860,28.9753,60.1697,247.3057,1.0352
Spruce 3,-2.3543,30.1136,60.4352,102.4066,0.8953
Spruce 1,13.7062,31.9122,56.9653,350.1719,1.1404
Spruce 1,14.8019,32.4579,58.6435,3.0423,1.0218
Spruce 1,26.6908,33.1061,58.0575,24.1176,0.9591
Spruce 1,36.6013,32.6268,57.8384,259.6639,1.0174
