# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 3,-34.7627,10.6964,-64.4770,317.9458,0.8896
Spruce 1,-15.1597,8.1096,-63.1941,268.7831,0.9098
Spruce 1,-12.4063,7.5933,-64.1811,203.0669,0.9647
Spruce 1,-1.2176,5.7214,-60.8413,173.3301,1.1483
Spruce 1,2.6137,5.2385,-61.9103,315.6171,0.9350
Spruce 3,10.4610,4.0258,-59.8100,86.0997,0.9446
Spruce 3,13.3490,3.8139,-60.1156,298.3080,0.8664
Spruce 3,19.6237,3.3803,-60.0725,90.0278,1.1169
Spruce 3,28.1685,3.5989,-64.2526,165.4941,1.0341
Spruce 3,33.4916,2.7693,-62.3773,132.1577,0.9348
Spruce 1,35.7417,2.8584,-64.4189,184.6634,0.9983
Spruce 3,43.0094,1.5912,-62.2890,225.7959,0.8962
Spruce 3,51.5503,0.6180,-62.9806,121.8435,1.1380
Spruce 1,54.6094,0.3651,-63.4144,39.6482,1.0161
Spruce 3,67.2173,0.2839,-60.6338,327.6826,0.9933
Spruce 1,73.4808,0.7986,-60.1579,73.4789,0.9919
Spruce 1,80.9902,1.6592,-59.4115,259.6869,0.9384
Spruce 1,-82.8318,12.7059,-55.8489,55.0467,1.1456
Spruce 3,-22.4520,9.7840,-58.8698,55.5019,0.8627
Spruce 3,-15.6744,8.5622,-55.0708,15.7698,1.1084
Spruce 3,-9.7187,7.0877,-53.6827,44.8876,0.8730
Spruce 1,-1.1625,5.4061,-57.3187,28.2694,0.9308
Spruce 1,-0.1944,5.2510,-57.6067,225.7548,1.0447
Spruce 1,7.4725,4.1886,-58.6187,318.5915,1.0670
Spruce 1,14.3041,3.2664,-56.9619,12.8691,1.0020
Spruce 1,22.5825,2.7850,-57.3504,325.4749,0.8825
Spruce 3,28.0199,2.3349,-56.3376,220.0564,0.9194
Spruce 1,32.3887,2.2343,-58.0401,84.6069,0.8644
Spruce 1,40.4021,1.3009,-55.4779,318.3551,1.0937
Spruce 1,42.0547,1.0923,-53.7988,261.1531,0.9746
Spruce 1,49.8443,0.5711,-58.1254,171.5235,1.1429
Spruce 1,54.1432,0.2886,-56.6061,63.9393,0.8623
Spruce 1,64.9910,0.3337,-56.9086,161.5326,1.0572
Spruce 1,76.4400,1.2299,-58.8743,11.8494,0.9256
Spruce 3,79.6672,1.9580,-56.1693,93.8455,1.1391
Spruce 3,-81.0502,12.2498,-49.3663,28.4965,0.8691
Spruce 1,-78.0703,12.5092,-50.8019,114.3023,1.0573
Spruce 3,-16.3532,8.6750,-48.8926,184.6062,0.8525
Spruce 3,-7.4209,6.3033,-48.6559,41.0650,0.9093
Spruce 3,-3.3870,5.3436,-49.8704,192.3542,1.1356
Spruce 1,1.1381,4.3213,-49.3517,316.7393,1.0401
Spruce 1,7.5189,3.5136,-52.9412,273.9012,1.1354
Spruce 1,13.1508,2.6215,-49.9185,35.8408,0.9785
Spruce 3,17.5200,2.1604,-47.6740,344.0044,1.1229
Spruce 1,33.7946,1.5899,-51.6465,27.6711,0.9775
Spruce 3,39.7534,1.1807,-48.5627,344.2933,1.0507
Spruce 3,45.5713,0.8115,-52.7835,285.0869,0.8857
Spruce 1,50.1477,0.5807,-50.1605,39.7157,0.9794
Spruce 1,57.1181,0.3401,-51.6157,235.0072,0.9749
Spruce 1,60.7616,0.3483,-52.5121,265.1017,1.0644
Spruce 1,69.2348,1.3844,-47.1222,291.2209,1.0630
Spruce 1,76.4563,2.0322,-52.0441,78.3210,0.9579
Spruce 1,81.9081,2.7582,-52.9005,270.6125,0.9756
Spruce 3,-84.8892,11.5372,-43.4539,130.6967,0.9434
Spruce 1,-77.2282,12.0533,-41.8629,345.6125,1.1138
Spruce 3,-9.0813,6.6927,-46.1675,222.3587,1.0494
Spruce 3,-2.8846,5.1053,-46.3952,152.7949,0.9554
Spruce 3,3.9977,3.6263,-44.2676,86.6065,1.0750
Spruce 1,14.9943,2.2224,-43.5419,298.6451,0.8768
Spruce 3,17.8571,2.0748,-45.9908,178.8674,1.0081
Spruce 3,26.9226,1.6620,-44.4266,70.4243,0.9330
Spruce 1,30.7626,1.5419,-43.4778,138.8484,0.9739
Spruce 1,37.1605,1.3145,-46.1720,16.6269,1.0280
Spruce 1,46.0133,0.9815,-44.0518,303.3975,0.9431
Spruce 1,49.0655,0.7519,-46.6829,127.0135,0.9192
Spruce 1,53.4052,0.8113,-42.8571,358.5213,1.1021
Spruce 1,62.1042,0.9542,-42.9293,160.9296,0.9117
Spruce 1,66.4224,1.1881,-44.9777,58.1888,1.0462
Spruce 3,71.2697,1.9223,-44.3420,272.8531,0.9807
Spruce 3,80.0664,3.7006,-43.9261,351.8475,0.8629
Spruce 3,-81.1911,11.7670,-36.2965,48.9366,1.0553
Spruce 3,-75.4945,12.2230,-38.6929,40.1119,1.1272
Spruce 1,-9.7687,7.1513,-36.3363,123.9867,1.1089
Spruce 1,-2.6993,5.1042,-40.8849,304.5968,0.8709
Spruce 1,4.0153,3.8121,-37.5803,201.0023,1.0128
Spruce 1,8.7662,2.8999,-41.0424,27.4625,1.0252
Spruce 1,21.5006,1.8578,-39.5967,25.3091,0.9373
Spruce 1,25.9643,1.7941,-35.6813,285.3225,0.9577
Spruce 1,30.6664,1.5615,-40.5069,98.5796,1.0928
Spruce 1,38.4232,1.3535,-40.6640,236.7659,1.0437
Spruce 3,45.6312,1.1828,-39.2981,49.1905,1.1236
Spruce 1,48.0262,1.1928,-37.5588,299.2905,1.1175
Spruce 1,53.0470,1.0418,-38.7215,9.7896,1.1154
Spruce 1,64.2572,1.3825,-38.7960,189.0480,1.0489
Spruce 1,67.9194,1.9729,-36.0894,105.1941,0.8680
Spruce 3,71.6492,2.6264,-35.1818,152.0662,0.9612
Spruce 1,78.9273,3.9599,-38.3045,317.5736,1.0918
Spruce 1,-82.3014,11.8837,-33.2360,317.7366,0.8963
Spruce 1,-73.5770,13.0595,-30.5020,276.5033,1.0083
Spruce 1,-3.7676,5.7003,-35.0857,294.1266,1.0247
Spruce 3,4.2928,4.3542,-30.4167,177.1488,1.0711
Spruce 1,10.6565,3.0452,-33.3484,113.2866,0.9662
Spruce 1,16.7011,2.7523,-29.1626,3.9067,0.9455
Spruce 1,28.4724,1.9083,-31.1808,51.3747,1.1342
Spruce 1,32.9876,1.6375,-34.6242,12.3026,1.1121
Spruce 1,36.1569,1.7505,-29.5077,79.7009,1.0508
Spruce 1,45.6925,1.4313,-32.7829,185.7720,1.0524
Spruce 3,49.4053,1.3924,-32.3319,81.1645,1.0264
Spruce 3,56.6462,1.5281,-29.7801,90.0171,1.0830
Spruce 1,68.8366,2.4601,-29.6770,54.5228,1.1223
Spruce 1,76.1183,3.6892,-30.5634,265.2552,1.0076
Spruce 1,80.6098,4.5931,-29.5485,73.9257,0.9886
Spruce 1,-81.2277,13.2332,-24.6272,71.2540,1.0999
Spruce 1,-77.0820,13.7047,-24.3372,287.7737,0.9902
Spruce 3,-7.5285,7.5203,-26.0668,86.8551,0.9757
Spruce 1,-6.3266,7.2846,-25.5848,76.1027,1.1431
Spruce 3,4.0738,5.0365,-25.0810,111.1214,0.8825
Spruce 1,5.7873,4.3863,-27.6735,184.8351,0.9461
Spruce 1,16.8674,2.7834,-28.7036,333.7658,0.9059
Spruce 1,17.1985,2.9905,-26.5102,300.0431,0.9450
Spruce 1,27.4666,2.4756,-24.2814,313.4864,1.0373
Spruce 1,30.9235,2.3585,-23.3487,27.3785,1.0160
Spruce 3,38.7251,1.7549,-27.8598,148.9186,0.9851
Spruce 1,44.5503,1.8429,-23.1638,132.6905,0.9516
Spruce 3,47.6603,1.6089,-27.4766,305.4520,0.9002
Spruce 1,58.0751,1.6306,-28.5911,68.9468,0.9976
Spruce 1,63.0836,1.8842,-28.8459,162.1055,0.8931
Spruce 3,65.2552,2.1017,-28.4006,349.7092,0.9212
Spruce 3,81.4079,4.7381,-27.6340,66.2146,1.0864
Spruce 1,-77.1876,14.0060,-22.7377,341.2637,0.9115
Spruce 1,-3.9844,7.3801,-20.5440,244.2915,0.8682
Spruce 1,-0.4132,6.9429,-18.2728,169.6586,0.8893
Spruce 1,9.9248,4.4582,-22.1847,333.5172,1.1379
Spruce 1,15.2836,3.8160,-21.8635,290.8331,1.0657
Spruce 3,20.0859,3.4933,-20.7631,245.4057,0.9342
Spruce 1,25.5724,3.5214,-17.2782,19.0663,1.0981
Spruce 3,30.4465,2.9704,-18.0739,349.6575,1.0655
Spruce 3,39.1406,2.0283,-22.5325,49.6710,0.9489
Spruce 1,44.3616,1.9969,-20.4942,272.7720,1.1223
Spruce 1,52.6219,1.9033,-21.2901,274.0409,0.9784
Spruce 3,57.7080,2.2118,-18.6652,164.6363,0.9614
Spruce 1,59.6787,2.2345,-19.7373,83.9457,0.9637
Spruce 1,65.7650,2.6238,-20.7813,76.8717,0.8735
Spruce 3,76.8987,4.0609,-20.7970,79.0790,1.1465
Spruce 3,80.7161,4.6253,-20.1550,83.1398,1.0243
Spruce 3,-73.3518,16.3488,-13.9617,334.8040,0.8931
Spruce 1,3.9383,6.3631,-16.6966,349.5611,0.9582
Spruce 3,8.5145,6.0905,-14.1745,77.0923,0.8768
Spruce 3,13.2783,5.1901,-15.4168,291.7250,1.0585
Spruce 1,22.8191,4.3095,-14.3560,198.7451,0.8720
Spruce 1,23.8270,4.5980,-12.2825,3.0972,0.8621
Spruce 3,28.9376,3.4704,-15.5157,201.7968,0.8975
Spruce 3,40.1693,2.9216,-12.4098,244.4038,1.1323
Spruce 3,41.6333,2.4809,-15.5587,195.8023,1.1111
Spruce 1,50.4781,2.4992,-12.9873,285.8694,1.0839
Spruce 3,57.7453,2.4883,-15.1442,209.9833,1.1343
Spruce 1,59.6552,2.9270,-11.6712,56.1628,1.0219
Spruce 1,65.1208,3.0942,-14.2197,347.3083,0.9556
Spruce 1,-83.0844,17.1747,-7.4119,5.7688,1.1156
Spruce 1,-74.9712,18.0741,-6.7222,190.6014,0.9330
Spruce 3,-67.3657,18.1456,-8.2857,88.7004,1.0923
Spruce 1,-65.8937,18.5164,-7.0183,206.9809,1.0953
Spruce 3,-58.4920,18.8531,-5.2595,282.6410,0.9602
Spruce 3,9.0218,6.9889,-9.6543,54.3545,1.1061
Spruce 3,12.6068,6.2845,-10.6597,33.9151,1.1253
Spruce 3,19.0752,6.7777,-5.2920,134.6105,0.8801
Spruce 1,23.1759,5.6726,-7.6638,116.6158,0.9612
Spruce 1,36.8058,3.7284,-8.9173,86.3043,1.0701
Spruce 3,42.5917,3.4174,-7.7511,124.2462,1.1097
Spruce 1,47.1468,3.3523,-6.6005,349.0656,0.9703
Spruce 3,54.7201,3.0341,-8.7154,348.8502,0.8896
Spruce 1,60.5506,3.3150,-8.7961,178.1290,0.9134
Spruce 1,66.9414,4.0111,-7.4453,201.7983,0.9343
Spruce 1,72.4450,4.3113,-9.4102,332.3954,0.9732
Spruce 1,78.7526,5.2309,-6.3805,284.9177,0.8634
Spruce 1,-83.0196,18.0185,-3.9215,333.6733,0.8552
Spruce 3,-77.7633,18.2322,-5.0870,96.9677,0.8729
Spruce 1,-69.4339,19.9590,-0.6030,0.4142,0.8838
Spruce 3,-61.4981,19.4648,-3.4046,323.8193,0.9216
Spruce 1,-57.0630,19.3561,-3.0318,31.5460,0.9415
Spruce 1,7.9480,8.3602,-4.5611,356.2825,0.9729
Spruce 1,17.9721,7.1911,-4.2286,272.1886,0.8506
Spruce 1,28.4405,7.3444,0.4786,113.2986,0.8525
Spruce 3,31.8696,5.9685,-2.6071,62.2643,1.0393
Spruce 3,40.0068,4.9202,-2.1571,78.7526,1.0835
Spruce 1,44.3264,4.9243,0.7004,74.7353,0.8609
Spruce 1,49.4724,3.8962,-2.9665,284.9236,1.0509
Spruce 3,54.5673,4.0309,-2.1711,288.4782,1.0257
Spruce 3,61.4879,4.0893,-3.7675,83.5328,0.9468
Spruce 1,65.7042,4.3242,-4.3971,50.9059,0.8570
Spruce 1,75.2297,5.2817,-3.5459,85.9317,0.9505
Spruce 1,-83.8311,19.0973,5.7446,210.1712,0.9136
Spruce 1,-78.6074,19.8210,5.6666,126.0506,1.0204
Spruce 1,-70.1137,20.4729,2.2022,281.0913,0.8520
Spruce 3,-66.0992,21.4084,5.8781,313.2789,1.0387
Spruce 1,-57.5008,21.2181,4.1770,253.1528,0.9862
Spruce 1,-51.8716,21.2376,6.2705,13.3405,0.9009
Spruce 3,20.5580,8.3347,1.2728,260.1779,1.0496
Spruce 1,28.3362,8.5264,3.9525,111.0433,0.9061
Spruce 1,29.8457,8.4138,4.0847,128.8580,0.8700
Spruce 3,36.3763,7.8040,5.2807,86.5068,1.1323
Spruce 1,46.2648,5.5308,3.8344,317.5043,1.0314
Spruce 3,48.7049,5.9109,5.9068,273.7685,1.0155
Spruce 1,56.1711,4.7572,1.3651,295.6706,1.0454
Spruce 3,63.6817,6.1745,6.3213,115.1356,0.8814
Spruce 3,65.3839,6.1451,5.7106,301.5500,1.0052
Spruce 1,71.7006,6.4259,4.9701,266.5667,1.0566
Spruce 1,79.3271,7.2615,6.8234,251.7374,0.9246
Spruce 1,-84.3764,18.9797,7.0065,151.8822,1.0850
Spruce 1,-78.6706,19.3910,12.0122,274.7798,0.9780
Spruce 1,-72.6194,20.6449,12.7954,201.9543,0.9236
Spruce 3,-65.0450,21.7330,7.6125,57.4758,1.0363
Spruce 1,-60.5458,22.3580,10.1166,269.4706,1.0801
Spruce 3,-51.3652,21.7283,8.5906,128.1453,1.0933
Spruce 1,-45.7524,21.8437,12.4577,252.2545,1.1356
Spruce 1,20.4070,10.9678,9.8444,287.7914,0.8605
Spruce 1,32.9987,9.0164,7.3236,245.8459,0.8961
Spruce 3,37.9147,8.8732,10.1684,104.6747,1.0665
Spruce 3,41.8985,7.6606,9.1373,3.4894,1.0854
Spruce 1,51.5375,6.0691,6.9566,350.8255,0.9695
Spruce 1,57.9434,6.6733,9.3787,142.6212,0.9759
Spruce 1,60.1646,6.6313,8.9701,37.8999,0.9365
Spruce 1,69.6589,7.8834,12.1992,224.7993,0.9534
Spruce 3,73.6349,7.6415,10.1926,259.7554,0.9904
Spruce 3,-81.0416,16.9224,18.8699,56.8239,0.8972
Spruce 3,-74.1674,19.6776,16.3489,157.3797,1.0019
Spruce 1,-70.6944,20.4009,17.7916,0.1392,0.9310
Spruce 1,-62.3865,22.5531,17.4460,154.2687,0.8972
Spruce 1,-58.1402,23.1541,16.5977,329.1855,0.9350
Spruce 1,-51.5820,22.8602,13.8622,146.0604,0.9172
Spruce 1,-48.3217,23.1799,16.9617,265.2192,0.9984
Spruce 1,-42.6487,22.0924,15.5879,188.2513,0.8659
Spruce 1,31.8619,11.0819,13.5030,217.1816,1.0672
Spruce 3,38.1913,10.2546,16.0997,186.7370,0.9513
Spruce 3,43.4153,9.5309,16.7071,6.2050,1.1268
Spruce 1,47.7497,9.4133,17.7056,290.1322,0.9355
Spruce 3,65.5770,9.2656,18.1679,208.0188,1.0530
Spruce 1,75.4566,9.9438,18.8767,187.3691,1.1084
Spruce 1,77.3622,9.2149,15.8913,14.3711,1.0775
Spruce 1,-80.5829,15.0927,23.8270,117.8407,0.9777
Spruce 1,-75.6404,16.6884,24.4777,15.4342,1.1290
Spruce 3,-70.9654,18.7091,24.2257,308.0914,0.9360
Spruce 1,-61.5651,22.6617,19.0960,220.0163,0.9021
Spruce 3,-56.7482,23.5056,24.3376,208.1364,0.9542
Spruce 3,-51.9645,24.1878,24.5268,304.4163,0.9600
Spruce 1,-45.9879,23.4340,19.4585,191.5529,0.9194
Spruce 1,-37.1914,22.8281,22.3091,200.6278,0.9197
Spruce 1,26.7328,13.9115,19.8378,188.7077,0.8753
Spruce 3,39.3420,12.1188,23.4268,359.0115,0.9563
Spruce 1,42.7509,11.4600,22.5976,69.7880,0.9383
Spruce 3,48.2376,9.9806,19.6517,267.4637,0.9994
Spruce 3,57.5076,10.7528,23.5120,78.5142,1.0183
Spruce 3,64.2731,11.1214,24.3999,138.6992,0.8561
Spruce 3,66.0279,10.2584,21.4656,126.3203,0.8581
Spruce 3,74.6689,10.1028,19.5573,102.3008,0.8581
Spruce 1,79.5423,10.3910,19.7060,233.7247,0.8641
Spruce 1,-83.5477,11.8105,29.2152,266.9610,1.0458
Spruce 1,-78.7542,14.9659,25.7466,139.8060,1.1188
Spruce 3,-61.3206,22.2403,25.1676,24.8285,1.0971
Spruce 3,-55.9954,23.3817,30.7141,251.1902,1.1143
Spruce 1,-52.6940,24.1321,30.5598,59.7309,0.8840
Spruce 1,-45.0232,24.4108,26.1835,188.9897,1.0401
Spruce 3,-38.5753,24.2950,30.3704,322.6359,0.9029
Spruce 1,-36.9034,23.6545,26.5723,43.5366,0.8641
Spruce 1,-30.9640,23.1777,28.7315,52.6764,0.9535
Spruce 1,-5.6730,18.7735,29.5100,27.7755,0.9455
Spruce 1,40.4648,12.4946,25.1172,274.4624,1.0424
Spruce 3,45.4598,13.1227,28.9505,79.4190,1.1212
Spruce 3,52.7023,11.9181,26.4069,335.2209,1.0760
Spruce 1,55.0003,11.8728,26.4018,143.4235,0.8930
Spruce 3,64.0488,12.9620,29.8143,156.9349,1.0452
Spruce 1,68.4115,11.5227,25.0692,90.9901,1.1152
Spruce 3,75.7971,12.0864,25.4689,191.8872,0.9413
Spruce 3,78.9113,13.6978,29.1690,3.0170,0.9926
Spruce 1,-79.7847,11.3839,34.2346,238.0034,1.1099
Spruce 1,-71.0641,15.7063,34.8725,4.5538,1.0109
Spruce 3,-61.6513,20.7515,35.0210,32.5571,0.8825
Spruce 1,-54.0371,23.4666,35.2906,234.4344,1.1136
Spruce 1,-46.6734,24.3383,36.1334,79.3470,0.9393
Spruce 3,-39.5243,24.3486,34.7313,48.6016,0.8622
Spruce 3,-34.0250,23.9434,32.7142,356.1900,0.8738
Spruce 3,-26.3278,23.1662,35.2539,172.4923,1.0802
Spruce 1,-20.8013,22.5017,35.7212,140.1568,0.8928
Spruce 1,44.5757,14.5457,33.6753,147.6252,1.1296
Spruce 1,49.6090,13.5140,31.1573,336.5096,0.9698
Spruce 1,56.5054,14.7752,35.0132,286.4883,1.1225
Spruce 1,61.0070,15.0466,35.9914,309.0207,1.0728
Spruce 1,70.1337,15.2254,34.6511,72.1913,1.0352
Spruce 3,80.3199,16.3878,35.1071,299.4167,1.0891
Spruce 3,-82.6184,8.2549,42.7103,84.1286,1.1386
Spruce 1,-68.0192,16.7882,38.3024,211.4069,0.9333
Spruce 3,-61.9335,20.2380,37.5201,116.3177,1.0460
Spruce 3,-56.8102,21.4742,42.4055,329.2996,0.9188
Spruce 1,-53.2878,22.2370,42.8247,263.3661,0.9681
Spruce 1,-44.0982,23.9378,38.6264,247.1188,1.0832
Spruce 1,-42.2744,23.1314,41.5151,47.4111,0.9432
Spruce 3,-32.0975,23.5178,37.6049,322.4673,0.9014
Spruce 1,-27.3520,22.5577,41.1625,272.2600,1.0110
Spruce 1,-24.5169,22.4947,40.7185,355.0396,0.9241
Spruce 3,-9.4854,20.8156,39.8932,224.4135,1.0868
Spruce 3,50.4498,16.8774,40.7400,228.3827,1.0412
Spruce 1,54.0834,17.1791,41.5646,320.7680,1.0873
Spruce 3,59.3238,15.6296,37.9005,123.2777,1.0433
Spruce 3,66.1623,16.4060,38.5651,121.2056,1.1462
Spruce 3,81.4368,17.5586,37.4219,2.4898,0.9297
Spruce 1,-79.1689,9.2537,47.4451,182.9145,1.1106
Spruce 1,-77.4867,10.4213,44.1529,295.6732,0.8948
Spruce 1,-61.1784,18.6634,47.5897,252.1005,1.0281
Spruce 1,-58.8260,19.2549,48.4509,64.5633,1.1456
Spruce 1,-53.4261,21.6458,44.8198,358.8694,1.0215
Spruce 3,-46.5428,22.1980,44.4955,350.3063,1.0645
Spruce 3,-40.8882,22.1565,44.0419,144.7932,0.9906
Spruce 3,-36.9650,20.9476,46.2753,205.0101,1.0193
Spruce 1,-29.9409,21.2511,45.2344,0.0842,0.9617
Spruce 3,-21.7696,21.2412,44.8745,254.8738,0.8668
Spruce 1,-12.9703,19.8898,47.7550,290.1686,0.8706
Spruce 1,61.5508,17.6934,43.4827,2.5516,1.0984
Spruce 1,66.3031,18.3871,43.8674,356.4026,1.1439
Spruce 3,72.9005,19.4108,44.1988,281.3897,1.0378
Spruce 1,81.4641,22.0030,48.4668,89.7156,1.1037
Spruce 1,-83.8783,7.1184,52.2742,136.1062,1.0121
Spruce 3,-73.7509,11.3111,53.1716,296.2831,1.0317
Spruce 1,-69.5684,13.2409,53.8429,298.8832,0.9595
Spruce 1,-62.9871,17.1206,50.5490,358.4144,0.8797
Spruce 1,-55.3278,18.3558,52.6675,308.9282,0.8729
Spruce 1,-52.3321,19.7874,50.0419,235.8560,1.0637
Spruce 1,-48.7498,18.4576,52.5426,132.4267,0.9822
Spruce 3,-37.8235,16.4615,53.9056,41.6032,0.9850
Spruce 1,-33.9685,17.8132,51.5876,144.5047,0.8970
Spruce 1,-28.0424,19.1119,49.5028,34.6131,1.0887
Spruce 1,-22.1849,17.9604,51.8425,103.3837,1.1050
Spruce 1,-15.6459,18.0094,52.1967,330.0328,1.0547
Spruce 1,-8.8927,18.6009,50.7629,275.2715,1.1352
Spruce 3,-1.2110,17.8473,51.4464,342.2906,1.1491
Spruce 3,4.0073,17.6013,50.5875,170.5225,1.1451
Spruce 1,16.0371,16.4811,52.9489,334.4755,0.9583
Spruce 1,20.5351,16.5847,52.5979,152.4398,1.0204
Spruce 3,67.4517,20.5291,50.4848,73.6581,0.9235
Spruce 1,73.9178,21.4347,50.1004,183.8474,1.0819
Spruce 1,81.0596,22.7857,51.9708,277.9603,1.0168
Spruce 3,-80.8722,7.8037,57.2071,200.9004,0.9090
Spruce 1,-73.8505,10.3553,58.0293,73.2886,1.0362
Spruce 1,-67.2805,13.1480,57.6256,24.1152,0.9287
Spruce 1,-64.3837,14.1474,57.6844,336.7988,0.9290
Spruce 1,-57.1102,14.7111,59.4663,23.3921,1.1394
Spruce 1,-53.7598,16.7764,55.9392,229.2162,0.9344
Spruce 3,-48.2850,13.3379,60.7655,182.4495,1.0427
Spruce 1,-42.7244,12.9934,59.8858,75.7051,1.1086
Spruce 1,-31.6775,15.3649,55.2553,84.4855,0.8624
