# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 3,-198.0955,10.9979,-213.0995,228.0372,1.1149
Spruce 1,-165.5831,12.3126,-210.9354,48.3234,0.9632
Spruce 1,-162.8567,12.0633,-213.6933,7.8180,1.0459
Spruce 3,-157.6875,10.6346,-208.8502,143.6248,1.0977
Spruce 3,-149.5105,8.5588,-213.5768,195.9629,0.9365
Spruce 3,-146.7989,7.7848,-214.3437,190.9408,0.8782
Spruce 3,-136.3797,5.0003,-211.2071,243.7952,1.1204
Spruce 1,-129.7611,3.8508,-212.2366,286.2526,1.1076
Spruce 1,-118.2327,2.9596,-210.3738,336.4404,1.0893
Spruce 3,-112.0127,2.9035,-213.2298,290.2719,1.1399
Spruce 3,-106.2158,3.1582,-211.6868,97.5146,0.9087
Spruce 1,-100.1763,3.4342,-212.1878,330.5129,1.1255
Spruce 1,-98.7408,3.8209,-209.2692,140.2401,1.1050
Spruce 1,-92.4771,4.2169,-208.4960,184.4552,1.1150
Spruce 1,-81.2896,3.4995,-214.1662,114.3532,1.0470
Spruce 3,-80.3222,3.4390,-213.1547,55.1371,0.8847
Spruce 1,-72.3142,2.1625,-212.0562,255.5215,1.1441
Spruce 1,-67.4438,1.2137,-208.3833,191.3851,1.0357
Spruce 3,-62.8367,0.5083,-212.6496,317.4021,1.1280
Spruce 1,-51.3135,-0.0523,-212.4589,299.0627,0.9724
Spruce 3,-45.8666,0.0694,-214.0212,301.6482,0.9862
Spruce 1,-40.3996,0.8112,-209.0111,50.8450,1.1134
Spruce 1,-35.3716,0.9147,-210.6675,163.3639,1.0796
Spruce 1,-29.0346,0.9126,-212.6537,40.8659,0.8921
Spruce 1,-26.4437,1.0633,-211.3849,168.6582,0.9555
Spruce 3,-16.9900,0.9670,-213.4265,127.1630,1.0825
Spruce 1,-10.2133,1.1648,-208.5897,101.1345,0.9355
Spruce 1,-6.6430,1.0791,-211.0280,333.4955,0.8927
Spruce 3,-0.7827,1.1702,-209.8838,327.6826,0.9933
Spruce 1,5.4808,1.3630,-209.4079,73.4789,0.9919
Spruce 1,12.9902,1.8429,-208.6615,259.6869,0.9384
Spruce 1,17.1682,2.1870,-211.0989,55.0467,1.1456
Spruce 1,24.6769,3.1091,-212.7743,117.6418,1.0075
Spruce 1,30.8681,3.9882,-212.6982,15.9453,0.9953
Spruce 1,33.6434,4.3795,-213.3145,261.8275,0.9142
Spruce 1,41.0900,5.3029,-209.0052,13.8123,0.9824
Spruce 1,50.0679,6.1611,-214.0951,241.7533,1.0213
Spruce 1,56.0982,6.7726,-209.1830,325.0394,1.0191
Spruce 1,62.1059,7.1012,-213.8904,106.8812,1.1469
Spruce 1,63.6416,7.2611,-212.7340,89.5977,0.8953
Spruce 3,69.8290,7.8464,-210.4567,28.8770,0.9786
Spruce 3,150.5222,5.0419,-213.7760,69.2805,1.1153
Spruce 1,158.2012,4.4594,-213.0754,176.6600,1.0676
Spruce 3,159.8746,4.3434,-213.4926,74.5903,0.9929
Spruce 1,167.3939,4.0460,-212.1838,251.2787,0.9033
Spruce 1,175.1593,3.8295,-214.2590,248.5860,0.9176
Spruce 1,179.5922,3.8706,-208.8100,90.7552,0.8637
Spruce 1,183.0975,3.7809,-211.5828,346.9173,1.1404
Spruce 3,190.4641,3.7356,-210.3002,22.8744,1.1030
Spruce 1,195.3749,3.6715,-213.3203,248.7197,0.9740
Spruce 3,202.8050,3.6844,-209.4061,59.6910,0.9712
Spruce 3,211.7937,3.6682,-214.3113,74.5652,1.0111
Spruce 1,216.4312,3.8857,-209.9675,267.7479,0.9081
Spruce 1,224.6612,4.2638,-213.3011,164.8106,0.9920
Spruce 1,229.1074,4.5694,-210.4233,340.7448,1.0038
Spruce 1,-226.6559,10.2078,-203.9175,222.7822,0.8842
Spruce 3,-221.8704,10.3048,-204.5571,134.2837,1.0103
Spruce 3,-215.3517,10.2402,-207.3402,157.1347,1.1140
Spruce 3,-165.1621,11.6853,-204.3717,164.7213,0.9227
Spruce 3,-162.5493,11.6005,-207.8888,330.5460,1.0769
Spruce 3,-155.0869,9.6076,-202.6118,295.4854,0.8658
Spruce 1,-152.3858,8.9925,-203.5986,13.2632,0.9970
Spruce 3,-144.5119,6.9599,-207.6881,49.5575,0.9242
Spruce 1,-138.6025,5.4398,-204.4332,3.8638,0.8794
Spruce 3,-130.8130,3.9693,-203.9316,196.0776,1.1489
Spruce 1,-104.9005,3.5830,-207.7981,12.6485,1.0755
Spruce 1,-95.4539,4.8886,-202.4669,112.3068,0.9589
Spruce 3,-87.8630,4.5404,-205.2047,204.6143,1.1380
Spruce 3,-86.4725,4.2134,-208.1022,255.9302,1.0800
Spruce 3,-76.6271,3.0333,-207.1279,281.6127,0.9202
Spruce 1,-72.0514,2.1093,-207.6850,131.5102,1.1098
Spruce 1,-68.8888,1.5065,-204.2867,241.1192,0.9327
Spruce 3,-62.1675,0.5449,-204.0366,252.9257,1.0353
Spruce 1,-56.3952,0.2804,-204.1542,305.8643,0.9773
Spruce 3,-48.2676,0.6440,-204.3581,295.7277,0.9222
Spruce 1,-44.2920,0.9905,-204.2557,32.1105,1.0020
Spruce 1,-34.1226,1.3179,-207.3929,189.7343,1.1408
Spruce 1,-30.1189,1.7566,-204.3274,99.6340,1.1493
Spruce 3,-25.9263,1.5260,-206.4874,148.6667,0.9371
Spruce 1,-18.7859,1.4409,-206.0895,213.6431,0.8692
Spruce 1,-1.2389,1.4033,-203.2934,15.9811,0.8709
Spruce 1,4.2838,1.4117,-206.2331,67.1181,1.0621
Spruce 1,13.9412,2.1583,-202.3746,32.6243,1.0585
Spruce 1,16.1343,2.2165,-205.6678,53.1609,0.9561
Spruce 1,24.8240,3.1861,-207.3802,297.9398,0.9879
Spruce 1,29.5147,3.9125,-203.8025,328.7478,1.0087
Spruce 3,33.1581,4.4552,-202.4859,237.3342,1.0902
Spruce 3,43.0056,5.5424,-207.5344,276.1595,0.9704
Spruce 3,50.4437,6.3079,-207.6815,162.0191,0.9752
Spruce 3,53.4024,6.8356,-203.2401,308.9924,0.8692
Spruce 1,57.7786,7.2474,-203.5953,262.9006,0.9581
Spruce 3,63.7913,7.8014,-203.6631,219.1018,0.9226
Spruce 1,145.5006,5.8184,-206.8467,25.3091,0.9373
Spruce 1,149.9643,5.5825,-202.9313,285.3225,0.9577
Spruce 1,154.6664,4.9312,-207.7569,98.5796,1.0928
Spruce 1,162.4232,4.4083,-207.9140,236.7659,1.0437
Spruce 3,169.6312,4.1651,-206.5481,49.1905,1.1236
Spruce 1,172.0262,4.1637,-204.8088,299.2905,1.1175
Spruce 1,177.0470,3.9932,-205.9715,9.7896,1.1154
Spruce 1,188.2572,3.8165,-206.0461,189.0480,1.0489
Spruce 1,191.9194,3.8282,-203.3394,105.1941,0.8680
Spruce 3,195.6492,3.8156,-202.4318,152.0662,0.9612
Spruce 1,202.9272,3.7461,-205.5545,317.5736,1.0918
Spruce 1,209.6986,3.7830,-206.4860,317.7366,0.8963
Spruce 1,218.4230,4.0980,-203.7520,276.5033,1.0083
Spruce 3,224.2879,4.3685,-203.9253,137.1460,1.0846
Spruce 1,226.1192,4.4113,-208.2337,55.6021,0.8862
Spruce 3,-225.3795,11.2225,-197.4706,4.2385,1.0359
Spruce 3,-162.7755,10.9381,-200.4619,78.9111,1.1469
Spruce 1,-157.1890,10.0648,-202.2849,334.3408,1.0455
Spruce 3,-149.1808,8.0215,-199.7655,245.2559,0.8928
Spruce 3,-146.6242,7.4442,-202.3495,75.4122,0.8603
Spruce 3,-135.5077,4.8386,-201.2576,287.5504,0.9164
Spruce 3,-132.7829,4.3415,-201.6266,150.3188,1.0048
Spruce 1,-126.3319,3.8682,-197.2271,224.7706,0.9176
Spruce 3,-117.7801,3.8671,-197.1039,62.9950,0.9250
Spruce 3,-99.6547,4.8112,-201.4413,35.7405,1.0768
Spruce 3,-95.9480,5.4811,-197.9291,29.6820,1.1276
Spruce 3,-90.3270,5.0707,-201.1179,68.6942,1.0736
Spruce 1,-82.1020,4.2398,-201.1624,84.2411,1.0881
Spruce 3,-78.2957,3.6726,-197.5538,186.6041,1.0666
Spruce 1,-70.3323,1.8464,-201.1203,309.3076,1.0371
Spruce 1,-65.1296,0.9908,-200.6942,112.9790,1.0287
Spruce 3,-54.9132,0.6619,-198.8986,303.4961,1.0542
Spruce 3,-45.5286,1.3664,-199.3168,86.8551,0.9757
Spruce 1,-44.3266,1.5338,-198.8348,76.1027,1.1431
Spruce 3,-33.9262,2.3479,-198.3310,111.1214,0.8825
Spruce 1,-32.2127,2.1095,-200.9235,184.8351,0.9461
Spruce 1,-21.1326,1.8623,-201.9536,333.7658,0.9059
Spruce 1,-20.8015,2.0601,-199.7602,300.0431,0.9450
Spruce 1,-10.5334,1.8810,-197.5314,313.4864,1.0373
Spruce 1,-7.0765,1.8835,-196.5987,27.3785,1.0160
Spruce 3,0.7251,1.5533,-201.1098,148.9186,0.9851
Spruce 1,6.5503,2.0753,-196.4138,132.6905,0.9516
Spruce 3,9.6603,1.9347,-200.7266,305.4520,0.9002
Spruce 1,20.0751,2.7941,-201.8411,68.9468,0.9976
Spruce 1,25.0836,3.3899,-202.0959,162.1055,0.8931
Spruce 3,27.2552,3.6944,-201.6506,349.7092,0.9212
Spruce 3,34.0360,4.6158,-201.5195,315.3289,0.9233
Spruce 3,43.6272,5.8706,-201.2464,114.7468,1.0818
Spruce 1,45.2623,6.0834,-200.9941,254.4233,1.1344
Spruce 1,53.8432,7.0037,-201.5534,2.9803,1.0828
Spruce 3,58.4146,7.5958,-200.0612,136.3638,0.9586
Spruce 3,66.4710,8.1920,-201.7129,127.6051,0.8500
Spruce 3,158.0932,5.0604,-200.6655,349.3096,0.9836
Spruce 1,161.4085,5.0715,-197.3885,301.5633,0.9273
Spruce 3,169.5122,4.6277,-198.0394,34.0495,1.0620
Spruce 1,175.1915,4.2788,-200.3719,156.3477,1.0231
Spruce 3,178.2842,4.3644,-196.9049,108.5942,1.1361
Spruce 3,183.1418,4.0782,-199.7819,266.0878,1.0904
Spruce 1,192.7894,3.8896,-200.1217,201.7629,0.8889
Spruce 1,194.9638,3.8696,-200.0765,139.1233,0.8932
Spruce 1,202.9774,3.8147,-201.8810,138.1830,1.1499
Spruce 1,211.2107,4.0695,-196.4191,176.6990,1.0408
Spruce 1,218.2965,4.2180,-198.8640,57.1610,0.8790
Spruce 3,224.6482,4.4730,-199.2117,334.8040,0.8931
Spruce 1,230.8404,4.7000,-201.9558,68.1986,1.0056
Spruce 3,-228.7161,11.4970,-194.7834,30.2199,0.8939
Spruce 1,-162.1745,9.9701,-192.4447,142.7005,0.9142
Spruce 3,-157.4168,9.1473,-191.3907,355.1461,1.0931
Spruce 1,-150.3560,8.1059,-195.4680,55.6190,1.0156
Spruce 1,-142.2825,6.3920,-192.8269,2.2527,0.8526
Spruce 1,-139.5157,5.9070,-191.7592,316.1551,1.0182
Spruce 3,-130.4098,4.7060,-190.7071,43.9951,1.0537
Spruce 3,-127.5587,4.4648,-190.9472,214.6883,1.0132
Spruce 3,-118.9873,3.8913,-196.3075,290.7166,1.0882
Spruce 3,-115.1442,4.7066,-190.3557,45.3145,1.0250
Spruce 1,-105.6712,5.1103,-195.5399,13.2455,0.8968
Spruce 1,-102.2197,5.4036,-195.7502,121.8167,1.1394
Spruce 1,-94.7653,6.0082,-193.3941,221.2866,0.9508
Spruce 1,-91.0597,6.0630,-191.0374,262.6663,1.0564
Spruce 1,-83.7588,4.8950,-194.6909,168.8571,1.1367
Spruce 1,-76.3250,3.4864,-191.5049,244.9018,0.9103
Spruce 1,-73.5101,2.8751,-191.4446,350.4273,0.9804
Spruce 3,-65.2199,1.3407,-194.1459,231.1782,1.0426
Spruce 3,-62.1585,1.1574,-193.0595,314.6061,0.9117
Spruce 1,-55.9432,1.0687,-193.4808,168.3008,0.9038
Spruce 1,-48.4567,1.8782,-190.4518,204.8407,1.1061
Spruce 3,-41.3303,2.4077,-192.7166,86.7447,1.0561
Spruce 1,-35.0648,2.9774,-191.2286,26.4212,0.9353
Spruce 1,-27.6708,3.1390,-190.8438,348.4780,0.9588
Spruce 1,-21.2638,2.4804,-195.7481,206.1736,0.8638
Spruce 1,-21.0493,2.6369,-194.1253,99.4491,0.8745
Spruce 1,-13.1942,2.2987,-194.1674,86.3043,1.0701
Spruce 3,-7.4083,2.2479,-193.0011,124.2462,1.1097
Spruce 1,-2.8533,2.3248,-191.8505,349.0656,0.9703
Spruce 3,4.7201,2.2248,-193.9654,348.8502,0.8896
Spruce 1,10.5506,2.5065,-194.0461,178.1290,0.9134
Spruce 1,16.9414,3.1430,-192.6953,201.7983,0.9343
Spruce 1,22.4450,3.5451,-194.6602,332.3954,0.9732
Spruce 1,28.7526,4.6088,-191.6305,284.9177,0.8634
Spruce 1,34.9804,5.1536,-195.1715,333.6733,0.8552
Spruce 3,40.2367,5.7823,-196.3371,96.9677,0.8729
Spruce 1,48.5661,7.2940,-191.8530,0.4142,0.8838
Spruce 3,56.5019,7.9242,-194.6546,323.8193,0.9216
Spruce 1,60.9370,8.4112,-194.2818,31.5460,0.9415
Spruce 3,67.4569,8.9029,-195.0642,237.9121,0.9933
Spruce 1,72.0006,9.7142,-190.4700,224.0270,0.9522
Spruce 1,75.3721,9.3972,-195.4173,97.9269,0.9354
Spruce 1,159.9377,5.6464,-191.2433,280.1500,1.1267
Spruce 3,166.2125,5.1650,-192.9237,13.1373,1.0184
Spruce 1,172.1456,4.8209,-193.7776,241.0800,1.0239
Spruce 1,181.6487,4.3693,-194.6827,210.8802,1.0404
Spruce 1,187.7080,4.2144,-193.7621,116.1370,1.0361
Spruce 1,190.2922,4.0713,-195.5458,8.4090,0.9291
Spruce 1,195.7484,4.1147,-192.0203,120.6146,0.9456
Spruce 1,202.3322,4.1338,-190.7558,290.6768,0.9134
Spruce 1,209.0596,4.0639,-195.0783,285.9970,0.8746
Spruce 1,214.8640,4.2967,-192.9430,78.1321,0.9993
Spruce 3,219.1210,4.3266,-196.3093,298.6850,0.9000
Spruce 3,229.3498,4.8099,-192.5758,196.6172,1.0300
Spruce 3,-153.1809,8.3106,-189.5423,175.9848,0.8777
Spruce 1,-149.5396,7.6066,-186.6920,239.5152,1.1162
Spruce 1,-142.7637,6.6077,-184.9138,67.3270,0.8637
Spruce 1,-139.2493,5.9420,-189.4043,24.0283,0.8817
Spruce 3,-132.9524,5.1097,-188.8737,338.7460,1.1361
Spruce 1,-127.6582,5.0048,-184.9852,217.6582,0.8633
Spruce 3,-117.8083,4.6841,-188.5451,198.5561,1.0470
Spruce 1,-112.5372,5.2022,-187.0789,234.4280,1.0145
Spruce 3,-106.1722,5.9465,-185.5683,37.6279,1.0334
Spruce 3,-103.1811,5.9373,-189.8661,186.2544,1.1359
Spruce 3,-94.0742,6.3196,-189.5494,247.8810,1.0158
Spruce 3,-88.6572,6.0206,-187.9230,89.4780,0.8954
Spruce 1,-82.9044,4.9982,-189.6264,282.0110,0.9348
Spruce 3,-78.5686,4.0609,-189.9207,153.5585,0.9983
Spruce 3,-70.5203,2.3771,-189.8694,88.3577,0.9863
Spruce 1,-65.7341,1.7980,-188.2950,223.6104,1.1047
Spruce 1,-62.1421,1.4051,-189.7958,276.1082,1.0081
Spruce 1,-52.6088,1.8126,-186.6152,291.9894,1.1404
Spruce 3,-48.9643,2.0866,-187.0024,342.6906,0.9399
Spruce 3,-40.8958,2.9310,-185.6748,245.7458,1.0984
Spruce 1,-37.6104,2.9957,-188.9784,271.4746,1.0079
Spruce 1,-28.5548,3.2610,-189.4448,45.9268,0.9422
Spruce 1,-24.7122,3.2853,-188.6355,32.0022,1.0090
Spruce 1,-17.4586,3.2521,-186.8430,12.5403,1.0047
Spruce 3,-10.3035,3.1915,-185.6113,25.4132,1.0549
Spruce 3,-7.8680,2.6701,-189.4270,196.1032,1.0007
Spruce 1,1.5907,3.0921,-186.0206,134.2362,0.8999
Spruce 1,8.4863,3.3717,-185.6412,3.3951,1.0819
Spruce 3,12.4860,3.3080,-187.9591,148.7224,1.1022
Spruce 1,15.3212,3.5381,-187.8315,124.2058,0.9132
Spruce 1,21.5972,4.0475,-188.6191,317.9544,1.0879
Spruce 3,29.6509,5.0656,-188.2817,197.5535,0.9867
Spruce 3,36.5223,6.0854,-187.5423,124.4869,1.0788
Spruce 3,42.9584,7.2798,-184.3801,56.8239,0.8972
Spruce 3,49.8326,7.9546,-186.9012,157.3797,1.0019
Spruce 1,53.3056,8.5134,-185.4584,0.1392,0.9310
Spruce 1,65.7329,9.3676,-189.4054,221.8640,0.9980
Spruce 3,71.8856,9.9036,-188.6507,57.7310,1.0259
Spruce 1,78.2233,10.1924,-189.0050,243.7004,0.8889
Spruce 3,82.1719,10.4863,-187.3813,161.2758,0.8726
Spruce 3,165.5030,5.5950,-188.5053,197.4756,1.0310
Spruce 1,174.0997,5.5096,-184.7990,150.9188,1.0056
Spruce 3,180.7070,5.1175,-185.0273,50.9811,0.8552
Spruce 1,187.7056,4.4980,-188.7228,35.4412,1.0918
Spruce 1,191.6659,4.4702,-186.9920,316.0760,0.8838
Spruce 1,198.7537,4.3627,-186.2903,358.6044,1.0778
Spruce 1,203.7885,4.4190,-185.1829,179.4785,0.8731
Spruce 1,207.1912,4.4249,-185.8003,295.6175,1.0759
Spruce 1,216.0815,4.5627,-187.7965,334.6592,1.0230
Spruce 1,221.5813,4.9047,-184.7708,319.5399,0.9567
Spruce 3,230.7297,4.9784,-188.6306,11.7567,1.1267
Spruce 3,-149.2976,7.5334,-183.0177,70.1460,0.8574
Spruce 1,-147.0677,7.2806,-180.7621,314.9932,1.1373
Spruce 3,-140.2172,6.3821,-182.4622,65.8495,1.1393
Spruce 3,-130.0154,5.6634,-179.5215,28.8801,0.8969
Spruce 1,-128.5944,5.4126,-181.2049,266.5210,1.1035
Spruce 1,-118.5732,5.4430,-179.1237,111.0559,1.1492
Spruce 1,-113.4025,5.4959,-181.7824,80.2553,0.9082
Spruce 1,-110.3483,5.8553,-180.1120,276.4585,1.0729
Spruce 1,-100.4880,6.7404,-179.5426,322.3870,0.9154
Spruce 1,-93.6001,6.8139,-180.2370,67.6718,0.9656
Spruce 1,-90.5344,6.6896,-178.8390,226.1312,0.9553
Spruce 1,-86.4427,6.1920,-178.5938,158.5357,0.9353
Spruce 1,-80.2940,4.7831,-182.8878,93.1404,1.0448
Spruce 3,-70.7848,2.7703,-184.2273,20.7476,1.0725
Spruce 3,-68.2534,2.4981,-182.5101,112.1599,0.9665
Spruce 1,-61.4018,2.1524,-178.5706,296.5247,1.1348
Spruce 3,-56.6862,2.0663,-179.2454,317.1221,1.0928
Spruce 3,-46.9135,2.5450,-181.9440,40.8170,1.0197
Spruce 1,-44.1045,2.8484,-180.2732,228.0988,0.9408
Spruce 3,-35.9502,3.4935,-179.8253,63.4762,1.1378
Spruce 1,-27.7228,3.6321,-184.1534,16.8772,0.9483
Spruce 3,-26.3744,3.6354,-184.2140,124.2378,0.8618
Spruce 1,-20.2221,3.9804,-178.8614,133.7072,0.9881
Spruce 1,-13.3987,3.5885,-182.7019,201.9503,1.0805
Spruce 1,-7.1909,3.3558,-183.8871,321.0167,1.0385
Spruce 1,-0.3302,3.3659,-183.7935,283.1702,1.0764
Spruce 1,6.0735,3.4845,-184.0410,333.8889,1.0819
Spruce 3,9.1172,4.0362,-180.9177,273.5855,1.0787
Spruce 1,44.4870,7.6573,-182.2497,51.6187,1.0049
Spruce 3,47.2904,8.1997,-179.2012,234.1934,1.1337
Spruce 1,53.5156,8.8904,-180.8385,318.1820,0.9788
Spruce 1,58.4165,9.5298,-179.4529,109.5519,1.0989
Spruce 1,73.1690,10.7982,-180.5502,318.9212,0.8525
Spruce 3,78.2346,10.8002,-183.3108,230.6009,1.0483
Spruce 3,86.0576,11.0878,-182.3141,193.0653,0.9714
Spruce 3,86.9759,11.4518,-178.9013,39.0285,1.1245
Spruce 3,169.2539,6.2628,-180.2167,257.9248,0.9937
Spruce 1,175.7212,5.5734,-183.2298,152.8587,0.9668
Spruce 1,178.3687,5.7866,-179.6101,99.5810,0.9395
Spruce 1,186.7413,5.2163,-180.2869,283.9987,0.9886
Spruce 1,190.2136,4.9829,-180.9787,275.8127,0.8698
Spruce 3,200.4158,4.9069,-178.5191,220.5443,0.9023
Spruce 3,203.6753,4.4725,-184.2835,162.5408,0.9730
Spruce 1,207.1573,4.6959,-181.4799,216.3221,1.1304
Spruce 3,217.0132,4.8784,-182.6765,126.4228,1.0887
Spruce 3,223.9914,5.0641,-183.2153,314.0223,1.1075
Spruce 3,228.6511,5.1606,-183.6068,207.5162,0.9102
Spruce 3,-139.0679,6.7173,-175.9877,103.5837,1.1001
Spruce 3,-132.2625,6.4118,-173.6870,276.9055,0.8913
Spruce 1,-127.4684,5.8334,-176.4868,42.2943,1.1001
Spruce 3,-117.1559,5.6450,-177.3221,255.7484,1.0374
Spruce 3,-115.0154,5.9305,-175.1302,229.1073,0.8792
Spruce 3,-108.0383,6.2719,-176.8688,24.1058,1.0886
Spruce 3,-101.4854,6.9243,-175.3568,224.4135,1.0868
Spruce 1,-94.0602,6.9740,-177.5922,273.8925,1.0177
Spruce 1,-90.7918,6.9732,-174.8022,299.3107,0.8776
Spruce 1,-83.3230,5.8779,-175.2193,333.6805,1.0292
Spruce 1,-77.7468,4.6474,-176.3488,230.4014,1.0275
Spruce 3,-70.2877,3.3350,-174.5253,279.8787,0.9092
Spruce 3,-67.7437,3.0155,-173.6043,60.0310,0.8712
Spruce 1,-58.4616,2.2729,-174.4849,99.9060,0.9131
Spruce 1,-51.9137,2.4481,-172.4270,117.2546,1.1092
Spruce 3,-46.5632,2.6949,-177.8281,2.4898,0.9297
Spruce 1,-39.1690,3.3218,-173.8049,182.9145,1.1106
Spruce 1,-37.4867,3.4293,-177.0971,295.6732,0.8948
Spruce 3,-31.8849,3.7884,-175.3986,192.5163,1.0845
Spruce 1,-23.5375,4.1490,-174.1483,21.0076,1.1275
Spruce 1,-15.1882,4.1059,-177.2740,22.5016,0.9460
Spruce 3,2.2032,4.5687,-174.0596,68.5119,0.9606
Spruce 1,7.6336,4.6092,-175.5388,202.5156,0.8567
Spruce 1,14.2872,5.0137,-174.9645,140.0620,0.9080
Spruce 1,15.3500,4.9730,-176.1151,118.4704,1.0165
Spruce 3,56.5184,9.3920,-176.7178,95.5398,1.0926
Spruce 1,57.5375,9.5081,-176.9733,357.3683,1.0890
Spruce 3,63.2974,10.1483,-177.2007,9.8236,1.0949
Spruce 1,80.8170,11.7615,-173.0105,205.7274,1.0570
Spruce 1,83.5508,11.5128,-177.7673,2.5516,1.0984
Spruce 1,88.3031,11.6083,-177.3826,356.4026,1.1439
Spruce 1,172.5490,6.5881,-175.7257,346.3319,1.1487
Spruce 1,180.6675,5.7828,-178.2724,166.0734,1.1074
Spruce 3,184.0419,5.8210,-175.9413,21.0116,1.0465
Spruce 1,192.5426,5.3622,-175.9535,316.5926,0.9604
Spruce 1,199.9056,5.5104,-172.3885,187.8919,0.8847
Spruce 1,203.5876,5.2097,-174.9725,183.4588,0.9704
Spruce 3,207.5028,5.0685,-176.7827,174.9064,0.8788
Spruce 3,215.8425,5.2200,-177.2480,207.2488,0.9362
Spruce 3,222.1967,5.4014,-177.2303,252.4357,1.1250
Spruce 3,226.7629,5.4336,-178.3450,353.3402,1.0794
