# bake_hash=7e5e8ed9
worldX,worldZ,baseY,scale,profileName
49.4578,-215.6354,8.8862,0.9168,MESH_JapaneseBlack_01
57.6349,-220.6223,7.9111,1.1334,MESH_JapaneseBlack_01_Var1
61.3885,-217.8891,7.9211,0.9698,MESH_JapaneseBlack_01_Var1
68.2944,-217.5170,7.7053,0.9769,Mesh_Metasequoia
74.5749,-218.1086,7.5815,0.9252,MESH_ScottishPine_01
80.9593,-216.2664,7.5989,0.9788,MESH_JapaneseBlack_01_Var1
105.7156,-218.5889,10.8434,1.0600,Mesh_Metasequoia
112.2244,-214.8607,13.2681,0.9655,Mesh_Metasequoia
117.6173,-219.3938,15.9599,0.9262,MESH_JapaneseBlack_01
124.6728,-216.0666,18.7181,0.9958,MESH_JapaneseBlack_01_Var1
128.0734,-216.2321,19.8476,0.8701,Mesh_Metasequoia
135.7761,-214.9417,20.6268,1.0202,MESH_JapaneseBlack_01
142.6170,-218.0200,19.7662,1.1077,MESH_JapaneseBlack_01
-139.3617,-210.4735,2.7261,0.9876,MESH_ScottishPine_01
-132.5052,-212.1205,1.6873,1.0064,Mesh_Metasequoia
-130.6471,-211.5401,1.6926,0.9967,Mesh_Metasequoia
-122.7075,-210.9913,1.7165,1.0949,MESH_JapaneseBlack_01_Var1
-114.2664,-209.4020,4.3608,1.0558,MESH_JapaneseBlack_01_Var1
-112.2144,-211.9110,3.9716,0.8794,MESH_JapaneseBlack_01_Var1
-106.6632,-211.8057,4.8006,1.1209,MESH_JapaneseBlack_01_Var1
-98.8265,-210.1838,6.6404,1.0160,MESH_JapaneseBlack_01_Var1
-93.6892,-213.6893,8.0847,0.9008,MESH_JapaneseBlack_01_Var1
-86.8131,-210.3545,11.3136,0.8962,MESH_JapaneseBlack_01_Var1
-81.3370,-212.1922,13.0540,1.0276,Mesh_Metasequoia
-72.7097,-212.3240,15.8676,0.9980,MESH_JapaneseBlack_01
-69.3442,-213.8694,16.5285,0.9446,Mesh_Metasequoia
-61.5914,-212.8302,18.9509,0.9795,Mesh_Metasequoia
29.8918,-214.1031,12.0887,1.0903,MESH_JapaneseBlack_01_Var1
30.7026,-213.4388,11.9945,1.0141,MESH_JapaneseBlack_01
38.3414,-213.6017,10.4256,0.9296,MESH_JapaneseBlack_01_Var1
42.3541,-208.8733,10.7681,0.8527,MESH_JapaneseBlack_01_Var1
51.3213,-211.8052,9.3084,1.0591,MESH_JapaneseBlack_01_Var1
55.5347,-214.6771,8.5607,1.0095,MESH_JapaneseBlack_01
62.9072,-214.3704,8.0931,1.0396,MESH_JapaneseBlack_01_Var1
71.0138,-212.8114,7.8675,0.8679,MESH_ScottishPine_01
77.8386,-210.2470,7.9005,1.0078,MESH_JapaneseBlack_01_Var1
83.0489,-208.7614,8.0453,1.0229,Mesh_Metasequoia
84.7773,-213.8351,7.7552,1.0701,MESH_JapaneseBlack_01_Var1
107.0111,-214.4203,11.2849,1.0089,MESH_JapaneseBlack_01_Var1
111.7995,-213.0882,13.0194,1.0287,Mesh_Metasequoia
116.4600,-210.6345,14.8209,0.9347,MESH_JapaneseBlack_01_Var1
134.7837,-213.8065,20.5806,0.9108,MESH_JapaneseBlack_01_Var1
142.7397,-210.3058,19.1332,1.1152,MESH_JapaneseBlack_01_Var1
-148.7170,-204.1540,5.5439,1.1076,Mesh_Metasequoia
-142.0534,-208.6563,3.5369,0.9162,MESH_ScottishPine_01
-132.0432,-208.7144,2.4115,0.9708,Mesh_Metasequoia
-130.4021,-208.1151,2.4510,1.1110,Mesh_Metasequoia
-125.6654,-204.4584,3.2761,0.9556,MESH_JapaneseBlack_01_Var1
-115.5300,-205.2851,5.2774,1.0790,Mesh_Metasequoia
-107.7835,-206.9427,6.2213,0.9208,MESH_JapaneseBlack_01_Var1
-105.9481,-205.5025,6.9465,0.9711,Mesh_Metasequoia
-96.1625,-208.7055,7.9140,1.0956,MESH_ScottishPine_01
-93.2518,-207.4739,9.2868,0.9854,Mesh_Metasequoia
-85.8952,-203.1906,13.1607,1.0430,MESH_JapaneseBlack_01_Var1
-81.0086,-205.0531,14.6515,1.0925,MESH_ScottishPine_01
-73.5184,-207.7695,16.6854,0.9793,Mesh_Metasequoia
39.3243,-203.7437,12.3370,1.0144,Mesh_Metasequoia
45.3967,-205.4503,11.1816,1.0321,MESH_JapaneseBlack_01_Var1
50.0095,-204.0292,10.9841,1.0553,MESH_JapaneseBlack_01_Var1
58.8750,-206.2492,9.4128,0.9781,MESH_JapaneseBlack_01_Var1
65.4796,-208.2826,8.4924,1.0851,Mesh_Metasequoia
67.8598,-207.7086,8.3969,1.0175,MESH_ScottishPine_01
72.7905,-202.7546,8.6852,1.1042,MESH_ScottishPine_01
83.9276,-206.2957,8.2762,1.0901,Mesh_Metasequoia
86.3356,-206.2047,8.4001,1.0653,MESH_JapaneseBlack_01
92.0263,-203.6341,9.1660,0.9659,MESH_ScottishPine_01
107.7294,-207.0812,11.6157,0.9778,Mesh_Metasequoia
109.5495,-203.0647,12.2861,0.9528,MESH_JapaneseBlack_01_Var1
-146.8488,-197.4477,6.9904,0.9817,MESH_JapaneseBlack_01_Var1
-142.0799,-200.3940,5.8209,0.9722,MESH_JapaneseBlack_01_Var1
-136.7129,-199.3824,5.5377,0.9268,MESH_JapaneseBlack_01_Var1
-129.4721,-197.2573,5.6935,0.8773,MESH_ScottishPine_01
-125.4326,-198.5218,5.1751,0.9521,MESH_JapaneseBlack_01_Var1
-117.5100,-199.5475,6.3187,0.8951,MESH_JapaneseBlack_01_Var1
-108.6224,-200.3514,8.0938,0.9127,MESH_ScottishPine_01
-107.5730,-197.5599,9.1073,0.9616,MESH_ScottishPine_01
-96.8065,-198.9416,10.0651,1.0664,MESH_ScottishPine_01
-94.4645,-200.6824,10.4270,0.9074,Mesh_Metasequoia
-87.2798,-201.8258,12.9293,0.8958,Mesh_Metasequoia
-79.0770,-198.6528,16.9049,1.0846,MESH_JapaneseBlack_01_Var1
-61.0508,-198.1615,23.0172,0.8816,Mesh_Metasequoia
-59.2610,-199.7122,23.1127,0.9040,MESH_JapaneseBlack_01_Var1
-51.3887,-200.2910,24.8015,0.9938,MESH_JapaneseBlack_01
-44.9933,-202.6276,25.2153,1.1242,MESH_ScottishPine_01
-40.9172,-198.5966,26.7611,0.9973,MESH_ScottishPine_01
-32.2189,-200.7202,26.2900,1.0632,Mesh_Metasequoia
46.7581,-202.2542,11.8079,0.9780,MESH_JapaneseBlack_01_Var1
50.2501,-198.3407,12.3803,1.0636,MESH_ScottishPine_01
58.3435,-197.6077,11.2353,0.9106,Mesh_Metasequoia
62.9167,-201.7724,9.6771,1.0249,Mesh_Metasequoia
67.0474,-201.8512,9.2141,0.8869,MESH_ScottishPine_01
77.4514,-197.7928,9.2073,0.9176,MESH_JapaneseBlack_01_Var1
78.3871,-198.4899,9.0836,1.0582,MESH_JapaneseBlack_01_Var1
89.4835,-197.8949,9.7037,1.1388,Mesh_Metasequoia
92.5998,-199.4761,9.7961,0.9932,MESH_JapaneseBlack_01_Var1
105.6128,-198.7269,11.7292,0.9004,MESH_JapaneseBlack_01_Var1
111.5848,-199.2835,13.0718,1.0280,MESH_ScottishPine_01
115.1244,-198.5296,14.2231,0.9996,MESH_JapaneseBlack_01_Var1
-145.9384,-194.9406,7.4627,1.1156,Mesh_Metasequoia
-140.2265,-191.4634,7.9354,0.9748,MESH_JapaneseBlack_01_Var1
-132.7449,-195.1056,6.5554,0.8783,MESH_JapaneseBlack_01_Var1
-130.9376,-195.7747,6.2481,0.8622,MESH_ScottishPine_01
-122.7031,-192.7193,7.2025,1.0134,MESH_JapaneseBlack_01_Var1
-115.0003,-196.4096,7.7162,1.1484,Mesh_Metasequoia
-112.4519,-192.0139,9.4239,0.8505,MESH_JapaneseBlack_01_Var1
-102.5016,-196.3361,10.3670,0.8996,MESH_ScottishPine_01
-97.4273,-196.0096,10.9606,1.1171,MESH_ScottishPine_01
-94.3516,-195.9361,11.7452,0.8861,MESH_JapaneseBlack_01_Var1
-84.8920,-195.9971,15.2324,1.0455,MESH_JapaneseBlack_01_Var1
-67.9250,-193.6169,21.7701,0.9239,Mesh_Metasequoia
-62.0700,-196.5310,23.0957,0.9888,Mesh_Metasequoia
-57.6272,-196.4015,24.3560,0.9735,MESH_ScottishPine_01
-49.1020,-194.4936,26.7563,0.9303,Mesh_Metasequoia
-41.8546,-192.8642,28.2261,1.0949,MESH_ScottishPine_01
-36.0480,-196.2548,27.6518,1.0811,MESH_ScottishPine_01
-32.4072,-192.4132,28.7574,1.1428,Mesh_Metasequoia
-26.3852,-192.1444,28.4014,0.8647,Mesh_Metasequoia
48.5492,-193.0140,14.1713,1.0073,MESH_JapaneseBlack_01_Var1
56.7809,-190.7576,13.3606,1.1204,MESH_ScottishPine_01
62.6822,-193.1401,11.6003,1.1073,Mesh_Metasequoia
68.3537,-192.9042,10.8409,0.9549,MESH_JapaneseBlack_01_Var1
72.5317,-193.4865,10.2791,0.9923,Mesh_Metasequoia
81.6275,-192.5956,10.1344,0.9311,MESH_ScottishPine_01
88.8774,-196.1159,9.9338,0.8626,MESH_JapaneseBlack_01_Var1
91.2127,-196.5434,10.1021,1.1015,Mesh_Metasequoia
101.6202,-194.9827,11.6061,1.1181,MESH_JapaneseBlack_01_Var1
102.9623,-196.7094,11.5400,0.8760,MESH_JapaneseBlack_01
108.8377,-195.8272,12.6991,0.9092,MESH_JapaneseBlack_01_Var1
117.2857,-192.0948,15.4844,0.9281,Mesh_Metasequoia
140.1662,-191.1539,19.3641,1.1168,MESH_JapaneseBlack_01_Var1
-144.5145,-187.5684,8.7006,1.1494,MESH_ScottishPine_01
-141.0576,-185.0319,9.1160,0.8961,MESH_ScottishPine_01
-133.5591,-187.4327,8.6935,0.9186,MESH_JapaneseBlack_01
-131.6669,-190.1896,7.9738,0.9295,MESH_JapaneseBlack_01_Var1
-124.2248,-187.6516,8.6717,0.8807,MESH_ScottishPine_01
-119.3032,-187.6269,8.9129,1.0398,MESH_ScottishPine_01
-113.2554,-185.3069,10.4911,1.1370,MESH_JapaneseBlack_01_Var1
-103.9588,-187.3074,12.6950,1.1044,MESH_JapaneseBlack_01_Var1
-82.3658,-188.6244,17.2295,0.9358,MESH_ScottishPine_01
-74.8037,-185.7706,19.6365,0.8686,MESH_ScottishPine_01
-71.6233,-188.2049,20.8181,1.0534,MESH_ScottishPine_01
-64.0285,-185.2448,23.1922,0.9921,MESH_JapaneseBlack_01_Var1
-57.5652,-190.4532,25.3900,1.1457,MESH_JapaneseBlack_01
-48.3347,-187.1387,28.2241,1.0160,MESH_JapaneseBlack_01_Var1
-45.2420,-186.2836,28.9911,1.0663,MESH_JapaneseBlack_01_Var1
-40.7025,-190.3649,28.9470,1.0245,MESH_JapaneseBlack_01_Var1
-35.2363,-186.6469,30.2402,1.1133,Mesh_Metasequoia
-28.8025,-186.3788,30.3330,0.8912,MESH_JapaneseBlack_01_Var1
-21.7750,-186.2352,29.4594,0.9244,MESH_JapaneseBlack_01_Var1
46.3316,-189.8206,15.4905,0.9624,MESH_JapaneseBlack_01_Var1
49.2941,-188.1594,15.5735,0.8527,MESH_JapaneseBlack_01_Var1
58.2432,-188.0798,13.8698,0.9311,Mesh_Metasequoia
65.1921,-188.1131,12.5681,0.9275,MESH_ScottishPine_01
69.0319,-186.4059,12.5002,1.1318,Mesh_Metasequoia
77.0802,-184.8764,12.1333,0.9651,MESH_JapaneseBlack_01_Var1
82.8008,-184.8704,12.0009,1.0127,MESH_JapaneseBlack_01_Var1
84.4079,-189.3997,10.9193,1.0216,MESH_JapaneseBlack_01_Var1
92.9944,-187.4419,12.0847,0.9604,Mesh_Metasequoia
101.2400,-187.5725,12.8979,0.8990,MESH_ScottishPine_01
106.9494,-190.2823,13.1286,0.9015,MESH_ScottishPine_01
113.9875,-188.8610,14.8900,0.8597,MESH_JapaneseBlack_01_Var1
115.4205,-190.1750,15.1174,1.0538,MESH_ScottishPine_01
139.4375,-185.2250,20.1438,0.9284,MESH_JapaneseBlack_01_Var1
-145.0602,-181.9166,9.3322,1.0057,MESH_ScottishPine_01
-140.7015,-183.7142,9.3051,1.0165,MESH_JapaneseBlack_01_Var1
-134.9057,-183.2787,9.4763,1.0992,MESH_JapaneseBlack_01_Var1
-131.4689,-183.4449,9.4743,1.1413,MESH_JapaneseBlack_01_Var1
-120.5133,-183.1211,9.8099,1.0311,MESH_JapaneseBlack_01_Var1
-118.2085,-178.8256,10.4644,0.9544,MESH_ScottishPine_01
-112.7573,-182.2682,10.9842,0.9539,Mesh_Metasequoia
-82.1139,-183.4806,17.2544,1.1467,Mesh_Metasequoia
-72.0017,-181.4393,19.7803,1.1003,Mesh_Metasequoia
-66.2505,-184.5130,22.3036,0.8623,MESH_ScottishPine_01
-61.3576,-184.6388,24.0858,1.0487,MESH_ScottishPine_01
-53.8820,-181.6597,26.4838,0.9505,MESH_JapaneseBlack_01
-49.7632,-179.5867,27.7065,1.0613,MESH_ScottishPine_01
-45.9963,-182.1698,29.0631,0.8942,MESH_ScottishPine_01
-39.3471,-184.6749,30.2090,0.9479,MESH_JapaneseBlack_01_Var1
-30.9228,-181.0704,31.6384,0.9352,MESH_JapaneseBlack_01_Var1
-27.8586,-180.7133,31.7247,0.9921,Mesh_Metasequoia
-22.5011,-183.7021,30.3451,0.8932,MESH_JapaneseBlack_01_Var1
52.9086,-182.7533,16.6631,1.1450,MESH_ScottishPine_01
54.5206,-179.2627,17.4931,0.8828,MESH_ScottishPine_01
63.1736,-178.7941,15.9484,0.9198,MESH_JapaneseBlack_01_Var1
67.5961,-182.8212,13.8285,1.0764,MESH_ScottishPine_01
74.4385,-182.1202,13.1818,1.1171,MESH_ScottishPine_01
83.8661,-179.8835,13.4525,0.9822,MESH_JapaneseBlack_01_Var1
85.2572,-179.6931,13.5409,1.0171,Mesh_Metasequoia
90.9909,-182.3208,13.1551,0.8591,MESH_JapaneseBlack_01
98.4200,-182.9616,13.6575,0.9428,Mesh_Metasequoia
110.8788,-183.8703,15.0569,1.1094,MESH_ScottishPine_01
117.5788,-184.6840,16.7398,0.9489,Mesh_Metasequoia
124.7897,-180.7591,20.1720,0.9177,MESH_JapaneseBlack_01_Var1
127.6647,-184.0262,20.2668,1.0408,MESH_JapaneseBlack_01
137.4642,-179.7022,21.5745,1.0933,MESH_JapaneseBlack_01_Var1
140.9476,-180.2495,20.6751,0.8675,Mesh_Metasequoia
-148.4121,-173.0335,9.7644,0.9914,Mesh_Metasequoia
-138.1092,-173.3632,10.2390,1.0089,MESH_JapaneseBlack_01_Var1
-132.9769,-174.4237,10.2571,0.9419,MESH_JapaneseBlack_01
-129.5615,-173.3556,10.2342,1.0052,Mesh_Metasequoia
-122.0055,-176.9516,10.3156,0.9003,MESH_JapaneseBlack_01_Var1
-116.1690,-174.5670,10.7100,1.0194,MESH_ScottishPine_01
-108.9217,-178.6363,12.3857,1.0384,Mesh_Metasequoia
-83.7210,-175.8707,15.5501,0.9722,MESH_JapaneseBlack_01_Var1
-79.0217,-177.8906,17.0340,1.1330,MESH_JapaneseBlack_01_Var1
-71.8734,-175.9008,18.0705,0.8759,Mesh_Metasequoia
-67.7924,-174.0177,18.5073,1.0878,Mesh_Metasequoia
-64.7042,-175.3929,20.1963,1.0000,MESH_JapaneseBlack_01_Var1
-54.0391,-176.1479,25.1848,1.1083,MESH_ScottishPine_01
-52.2646,-173.1425,25.0139,1.0723,MESH_ScottishPine_01
-42.7810,-172.9798,29.1702,0.9868,Mesh_Metasequoia
-38.3764,-175.2865,30.9369,1.0439,MESH_ScottishPine_01
-32.4355,-174.0110,32.3916,1.0538,MESH_ScottishPine_01
-24.1788,-174.0452,32.9699,1.0509,MESH_JapaneseBlack_01
-21.0780,-177.9162,31.7005,1.0417,Mesh_Metasequoia
-15.6238,-176.1622,31.0409,0.9388,MESH_JapaneseBlack_01_Var1
-11.4810,-173.5780,30.8029,0.9901,MESH_JapaneseBlack_01_Var1
58.3853,-178.0188,17.1401,0.9279,MESH_JapaneseBlack_01_Var1
61.0358,-177.0478,16.9587,0.9531,MESH_JapaneseBlack_01_Var1
70.3926,-175.4917,15.9387,1.0253,MESH_JapaneseBlack_01_Var1
77.6504,-176.5635,14.7278,1.1467,MESH_JapaneseBlack_01_Var1
90.5551,-176.0256,14.9225,1.0230,MESH_JapaneseBlack_01_Var1
101.3873,-177.8287,15.2446,1.0508,Mesh_Metasequoia
104.7853,-175.3438,16.2896,0.8980,Mesh_Metasequoia
111.6484,-176.9199,16.9440,0.9553,MESH_ScottishPine_01
117.5524,-175.0864,19.1993,0.9845,Mesh_Metasequoia
125.3135,-178.2059,21.0294,1.1362,Mesh_Metasequoia
130.4017,-177.3318,22.4559,1.0619,Mesh_Metasequoia
132.3521,-174.4065,23.4996,1.0769,MESH_ScottishPine_01
142.1114,-174.1706,21.8654,1.0870,Mesh_Metasequoia
-144.3779,-166.8431,10.2624,1.0139,MESH_JapaneseBlack_01_Var1
-142.0803,-167.4373,10.2889,0.9338,MESH_JapaneseBlack_01_Var1
-135.1085,-168.9287,10.2529,0.9444,Mesh_Metasequoia
-127.1568,-170.7205,10.1077,1.0501,Mesh_Metasequoia
-124.6330,-169.0839,9.9605,1.1328,MESH_JapaneseBlack_01_Var1
-60.6987,-168.0376,18.5805,1.0821,MESH_JapaneseBlack_01_Var1
-59.5597,-168.3194,19.2590,1.0896,MESH_JapaneseBlack_01_Var1
-52.5659,-166.7967,22.2525,1.0851,MESH_JapaneseBlack_01_Var1
-47.4969,-169.1691,25.9593,0.8586,MESH_ScottishPine_01
-41.5278,-172.1860,29.5172,1.0329,MESH_ScottishPine_01
-30.0615,-167.4579,33.1147,0.8708,Mesh_Metasequoia
-24.0913,-167.9324,33.9255,1.1301,MESH_JapaneseBlack_01
-22.7569,-171.9054,33.2903,0.9118,MESH_JapaneseBlack_01
-16.9986,-167.0282,33.5238,1.0092,Mesh_Metasequoia
-9.9836,-172.1558,30.8695,1.0373,MESH_JapaneseBlack_01_Var1
63.0947,-171.5773,18.5146,0.8725,MESH_JapaneseBlack_01_Var1
67.2858,-168.1196,19.0689,1.1022,MESH_JapaneseBlack_01_Var1
73.7809,-167.7443,18.2772,1.1123,MESH_ScottishPine_01
79.0825,-171.0399,16.5398,0.8700,MESH_ScottishPine_01
90.0552,-168.2279,17.4679,0.9249,MESH_ScottishPine_01
94.0404,-171.1963,16.7003,0.9487,MESH_JapaneseBlack_01_Var1
100.2077,-169.6332,17.7054,0.9670,MESH_JapaneseBlack_01_Var1
105.7437,-168.0504,18.8649,1.0378,MESH_ScottishPine_01
114.2415,-168.4578,20.4994,0.9481,MESH_ScottishPine_01
116.6602,-167.6999,21.5959,0.9558,MESH_JapaneseBlack_01_Var1
120.6438,-168.0194,22.9473,1.0043,MESH_JapaneseBlack_01
130.5727,-169.7290,25.0625,0.9547,Mesh_Metasequoia
137.7321,-170.8315,24.0856,0.8752,MESH_JapaneseBlack_01
-140.9424,-164.6671,10.3045,0.8506,MESH_ScottishPine_01
-135.3689,-165.2870,10.1242,0.9595,MESH_JapaneseBlack_01_Var1
-129.7043,-162.0597,9.4804,0.8798,Mesh_Metasequoia
-62.8223,-164.6750,16.0623,1.1193,Mesh_Metasequoia
-57.7009,-163.3295,17.8449,0.9229,MESH_JapaneseBlack_01_Var1
-49.4486,-166.4871,23.8683,1.0165,MESH_JapaneseBlack_01_Var1
-45.8977,-165.2744,25.4129,0.9436,MESH_ScottishPine_01
-39.3652,-164.1357,28.7729,1.1099,MESH_ScottishPine_01
-31.3918,-163.2362,32.5355,0.9104,MESH_ScottishPine_01
-27.1106,-166.3592,33.7689,0.9119,Mesh_Metasequoia
-21.5785,-166.2919,34.1002,1.0606,MESH_ScottishPine_01
-15.8245,-161.1577,34.0431,0.9124,MESH_ScottishPine_01
-5.8379,-164.0490,32.0773,0.8929,MESH_JapaneseBlack_01_Var1
-1.8162,-165.3316,31.0661,1.0663,MESH_JapaneseBlack_01_Var1
0.5634,-161.5970,31.4857,1.0834,Mesh_Metasequoia
75.1279,-164.7210,19.1996,0.9086,MESH_JapaneseBlack_01_Var1
78.4347,-162.5340,19.6563,0.9984,Mesh_Metasequoia
89.1354,-164.9852,18.5999,0.9571,MESH_ScottishPine_01
91.2680,-163.0118,19.4708,1.0530,Mesh_Metasequoia
99.7226,-166.0776,18.9672,1.1456,MESH_ScottishPine_01
105.7355,-162.9286,20.9534,0.9330,MESH_JapaneseBlack_01
111.1848,-162.9381,22.0345,0.9295,MESH_JapaneseBlack_01_Var1
117.8929,-164.2372,23.5596,1.1449,MESH_JapaneseBlack_01_Var1
122.1671,-163.4254,25.5581,0.8703,MESH_ScottishPine_01
130.3119,-166.1523,26.4706,0.9886,MESH_ScottishPine_01
136.2361,-162.8153,27.4665,1.0995,MESH_JapaneseBlack_01_Var1
140.4555,-162.5564,26.4420,1.1265,MESH_JapaneseBlack_01_Var1
-147.3867,-156.8143,10.5423,1.1245,MESH_ScottishPine_01
-142.6765,-159.8246,10.3147,1.1118,MESH_ScottishPine_01
-133.2449,-159.3504,9.5316,0.9697,Mesh_Metasequoia
-131.6020,-157.2951,9.1657,0.8887,MESH_ScottishPine_01
-54.5709,-160.3554,18.2245,0.9768,Mesh_Metasequoia
-53.2989,-156.5117,17.4336,1.0850,Mesh_Metasequoia
-41.8547,-158.8506,25.8282,0.9928,MESH_ScottishPine_01
-41.5140,-154.8030,25.0051,0.8503,Mesh_Metasequoia
-35.0126,-156.2657,29.7908,0.9781,MESH_ScottishPine_01
-24.2661,-157.7096,34.1824,0.8992,MESH_ScottishPine_01
-22.6261,-158.0898,34.3633,1.1022,MESH_JapaneseBlack_01_Var1
-14.5865,-155.9050,33.7280,1.1410,MESH_ScottishPine_01
-8.0882,-158.0075,33.0430,1.0817,MESH_JapaneseBlack_01_Var1
-4.7901,-159.0698,32.5888,1.0252,MESH_JapaneseBlack_01_Var1
4.0809,-157.4978,31.5412,1.0506,MESH_ScottishPine_01
6.9448,-157.3336,31.1107,1.0473,MESH_JapaneseBlack_01_Var1
76.0537,-160.2071,20.6955,0.9529,Mesh_Metasequoia
82.1218,-156.1971,21.7787,0.9469,MESH_JapaneseBlack_01_Var1
89.9972,-158.5236,21.1562,0.8561,Mesh_Metasequoia
92.4930,-156.3977,22.2427,1.0972,MESH_ScottishPine_01
101.8539,-157.7148,22.7491,0.8595,Mesh_Metasequoia
103.1401,-156.7809,23.3687,0.9774,Mesh_Metasequoia
112.5105,-155.6777,25.9485,0.8633,MESH_JapaneseBlack_01_Var1
117.1177,-158.6469,25.9689,1.0014,MESH_JapaneseBlack_01_Var1
124.9321,-155.9261,29.9301,0.9922,MESH_JapaneseBlack_01_Var1
131.4146,-156.8691,30.4455,0.9568,Mesh_Metasequoia
137.8926,-155.3923,30.0895,0.9325,Mesh_Metasequoia
139.0186,-160.1767,27.8446,1.0735,Mesh_Metasequoia
-143.8474,-148.9135,9.9989,0.9889,Mesh_Metasequoia
-143.0751,-154.6291,10.2039,1.0590,Mesh_Metasequoia
-137.6101,-152.7308,9.4576,1.0037,MESH_JapaneseBlack_01
-48.6130,-153.7687,19.5713,1.1090,MESH_JapaneseBlack_01_Var1
-42.3912,-152.4227,23.7876,1.0198,MESH_JapaneseBlack_01_Var1
-38.2521,-152.1971,26.8357,1.0573,Mesh_Metasequoia
-32.4444,-152.0432,30.6156,0.9810,MESH_ScottishPine_01
-24.0350,-152.0956,33.4652,1.0596,MESH_ScottishPine_01
-19.5435,-150.6225,33.1528,0.9218,MESH_JapaneseBlack_01_Var1
-17.2990,-152.9962,33.5447,1.1239,Mesh_Metasequoia
-7.8727,-153.8674,32.6865,0.9497,MESH_ScottishPine_01
-2.3559,-149.7127,31.4340,0.8918,Mesh_Metasequoia
0.7243,-150.8857,31.5889,0.8986,MESH_ScottishPine_01
